HumanEval_0.py: 0.000422s
HumanEval_1.py: 0.000402s
HumanEval_2.py: 0.000018s
HumanEval_3.py: 0.000043s
HumanEval_4.py: 0.000249s
HumanEval_7.py: 0.000047s
HumanEval_8.py: 0.000028s
HumanEval_9.py: 0.000103s
HumanEval_10.py: 0.000074s
HumanEval_11.py: 0.000124s
HumanEval_12.py: 0.000089s
HumanEval_13.py: 0.000019s
HumanEval_14.py: 0.000064s
HumanEval_15.py: 0.000069s
HumanEval_16.py: 0.000066s
HumanEval_20.py: 0.000579s
HumanEval_21.py: 0.000123s
HumanEval_22.py: 0.000063s
HumanEval_23.py: 0.000016s
HumanEval_25.py: 0.000346s
HumanEval_27.py: 0.000026s
HumanEval_28.py: 0.000020s
HumanEval_29.py: 0.000043s
HumanEval_30.py: 0.000044s
HumanEval_31.py: 0.009267s
HumanEval_32.py: 0.289289s
HumanEval_33.py: 0.000120s
HumanEval_34.py: 0.000017s
HumanEval_35.py: 0.000016s
HumanEval_37.py: 0.000130s
HumanEval_41.py: 0.000031s
HumanEval_42.py: 0.000031s
HumanEval_44.py: 0.000119s
HumanEval_45.py: 0.000011s
HumanEval_46.py: 0.000184s
HumanEval_47.py: 0.000079s
HumanEval_48.py: 0.000028s
HumanEval_49.py: 0.000115s
HumanEval_50.py: 0.070879s
HumanEval_51.py: 0.000221s
HumanEval_52.py: 0.000030s
HumanEval_53.py: 0.006008s
HumanEval_54.py: 0.000063s
HumanEval_55.py: 0.002866s
HumanEval_56.py: 0.000131s
HumanEval_57.py: 0.000099s
HumanEval_58.py: 0.000118s
HumanEval_59.py: 0.009532s
HumanEval_60.py: 0.000048s
HumanEval_61.py: 0.000131s
HumanEval_62.py: 0.000065s
HumanEval_63.py: 0.014939s
HumanEval_66.py: 0.000403s
HumanEval_69.py: 0.000840s
HumanEval_71.py: 0.000091s
HumanEval_72.py: 0.000066s
HumanEval_74.py: 0.000130s
HumanEval_78.py: 0.000137s
HumanEval_79.py: 0.000031s
HumanEval_80.py: 0.000111s
HumanEval_81.py: 0.000124s
HumanEval_84.py: 0.000144s
HumanEval_85.py: 0.000083s
HumanEval_86.py: 0.000298s
HumanEval_87.py: 0.000515s
HumanEval_89.py: 0.000436s
HumanEval_90.py: 0.000098s
HumanEval_92.py: 0.000085s
HumanEval_93.py: 0.000484s
HumanEval_95.py: 0.000225s
HumanEval_96.py: 0.001461s
HumanEval_97.py: 0.000061s
HumanEval_98.py: 0.000060s
HumanEval_102.py: 0.000029s
HumanEval_103.py: 0.000954s
HumanEval_104.py: 0.000363s
HumanEval_111.py: 0.000305s
HumanEval_112.py: 0.000165s
HumanEval_113.py: 0.000249s
HumanEval_114.py: 0.000352s
HumanEval_116.py: 0.000563s
HumanEval_118.py: 0.000150s
HumanEval_121.py: 0.000121s
HumanEval_123.py: 0.000165s
HumanEval_125.py: 0.000198s
HumanEval_126.py: 0.000840s
HumanEval_128.py: 0.000335s
HumanEval_132.py: 0.000548s
HumanEval_133.py: 0.000289s
HumanEval_134.py: 0.000146s
HumanEval_136.py: 0.000535s
HumanEval_138.py: 0.000026s
HumanEval_144.py: 0.000214s
HumanEval_146.py: 0.000113s
HumanEval_147.py: 0.267164s
HumanEval_148.py: 0.000076s
HumanEval_149.py: 0.000248s
HumanEval_150.py: 0.006129s
HumanEval_152.py: 0.000102s
HumanEval_153.py: 0.002749s
HumanEval_155.py: 0.000120s
HumanEval_157.py: 0.000064s
HumanEval_160.py: 0.000291s
HumanEval_163.py: 0.000124s
