HumanEval_0.py: 0.000397s
HumanEval_1.py: 0.000395s
HumanEval_2.py: 0.000018s
HumanEval_3.py: 0.000043s
HumanEval_4.py: 0.000245s
HumanEval_7.py: 0.000049s
HumanEval_8.py: 0.000027s
HumanEval_9.py: 0.000103s
HumanEval_10.py: 0.000075s
HumanEval_11.py: 0.000127s
HumanEval_12.py: 0.000086s
HumanEval_13.py: 0.000019s
HumanEval_14.py: 0.000064s
HumanEval_15.py: 0.000070s
HumanEval_16.py: 0.000064s
HumanEval_20.py: 0.000588s
HumanEval_21.py: 0.000125s
HumanEval_22.py: 0.000067s
HumanEval_23.py: 0.000015s
HumanEval_25.py: 0.000342s
HumanEval_27.py: 0.000025s
HumanEval_28.py: 0.000020s
HumanEval_29.py: 0.000043s
HumanEval_30.py: 0.000042s
HumanEval_31.py: 0.008974s
HumanEval_32.py: 0.284121s
HumanEval_33.py: 0.000119s
HumanEval_34.py: 0.000017s
HumanEval_35.py: 0.000016s
HumanEval_37.py: 0.000126s
HumanEval_41.py: 0.000031s
HumanEval_42.py: 0.000032s
HumanEval_44.py: 0.000120s
HumanEval_45.py: 0.000011s
HumanEval_46.py: 0.000180s
HumanEval_47.py: 0.000078s
HumanEval_48.py: 0.000027s
HumanEval_49.py: 0.000115s
HumanEval_50.py: 0.069278s
HumanEval_51.py: 0.000212s
HumanEval_52.py: 0.000032s
HumanEval_53.py: 0.005635s
HumanEval_54.py: 0.000064s
HumanEval_55.py: 0.002812s
HumanEval_56.py: 0.000133s
HumanEval_57.py: 0.000098s
HumanEval_58.py: 0.000115s
HumanEval_59.py: 0.009097s
HumanEval_60.py: 0.000046s
HumanEval_61.py: 0.000127s
HumanEval_62.py: 0.000065s
HumanEval_63.py: 0.014232s
HumanEval_66.py: 0.000391s
HumanEval_69.py: 0.000831s
HumanEval_71.py: 0.000090s
HumanEval_72.py: 0.000064s
HumanEval_74.py: 0.000121s
HumanEval_78.py: 0.000133s
HumanEval_79.py: 0.000031s
HumanEval_80.py: 0.000112s
HumanEval_81.py: 0.000124s
HumanEval_84.py: 0.000146s
HumanEval_85.py: 0.000082s
HumanEval_86.py: 0.000307s
HumanEval_87.py: 0.000518s
HumanEval_89.py: 0.000437s
HumanEval_90.py: 0.000097s
HumanEval_92.py: 0.000088s
HumanEval_93.py: 0.000655s
HumanEval_95.py: 0.000224s
HumanEval_96.py: 0.001476s
HumanEval_97.py: 0.000058s
HumanEval_98.py: 0.000060s
HumanEval_102.py: 0.000028s
HumanEval_103.py: 0.000959s
HumanEval_104.py: 0.000355s
HumanEval_111.py: 0.000302s
HumanEval_112.py: 0.000165s
HumanEval_113.py: 0.000242s
HumanEval_114.py: 0.000339s
HumanEval_116.py: 0.000546s
HumanEval_118.py: 0.000149s
HumanEval_121.py: 0.000118s
HumanEval_123.py: 0.000165s
HumanEval_125.py: 0.000198s
HumanEval_126.py: 0.000821s
HumanEval_128.py: 0.000338s
HumanEval_132.py: 0.000534s
HumanEval_133.py: 0.000288s
HumanEval_134.py: 0.000148s
HumanEval_136.py: 0.000513s
HumanEval_138.py: 0.000025s
HumanEval_144.py: 0.000216s
HumanEval_146.py: 0.000114s
HumanEval_147.py: 0.259448s
HumanEval_148.py: 0.000075s
HumanEval_149.py: 0.000251s
HumanEval_150.py: 0.006034s
HumanEval_152.py: 0.000104s
HumanEval_153.py: 0.002718s
HumanEval_155.py: 0.000122s
HumanEval_157.py: 0.000064s
HumanEval_160.py: 0.000293s
HumanEval_163.py: 0.000124s
