HumanEval_0.py: 0.000416s
HumanEval_1.py: 0.000413s
HumanEval_2.py: 0.000019s
HumanEval_3.py: 0.000041s
HumanEval_4.py: 0.000248s
HumanEval_7.py: 0.000047s
HumanEval_8.py: 0.000029s
HumanEval_9.py: 0.000103s
HumanEval_10.py: 0.000073s
HumanEval_11.py: 0.000124s
HumanEval_12.py: 0.000088s
HumanEval_13.py: 0.000019s
HumanEval_14.py: 0.000063s
HumanEval_15.py: 0.000071s
HumanEval_16.py: 0.000064s
HumanEval_20.py: 0.000610s
HumanEval_21.py: 0.000126s
HumanEval_22.py: 0.000063s
HumanEval_23.py: 0.000016s
HumanEval_25.py: 0.000346s
HumanEval_27.py: 0.000027s
HumanEval_28.py: 0.000022s
HumanEval_29.py: 0.000045s
HumanEval_30.py: 0.000042s
HumanEval_31.py: 0.009416s
HumanEval_32.py: 0.282631s
HumanEval_33.py: 0.000112s
HumanEval_34.py: 0.000017s
HumanEval_35.py: 0.000016s
HumanEval_37.py: 0.000129s
HumanEval_41.py: 0.000032s
HumanEval_42.py: 0.000031s
HumanEval_44.py: 0.000120s
HumanEval_45.py: 0.000011s
HumanEval_46.py: 0.000180s
HumanEval_47.py: 0.000079s
HumanEval_48.py: 0.000027s
HumanEval_49.py: 0.000098s
HumanEval_50.py: 0.068492s
HumanEval_51.py: 0.000202s
HumanEval_52.py: 0.000031s
HumanEval_53.py: 0.005733s
HumanEval_54.py: 0.000067s
HumanEval_55.py: 0.003007s
HumanEval_56.py: 0.000135s
HumanEval_57.py: 0.000097s
HumanEval_58.py: 0.000114s
HumanEval_59.py: 0.009212s
HumanEval_60.py: 0.000048s
HumanEval_61.py: 0.000125s
HumanEval_62.py: 0.000067s
HumanEval_63.py: 0.014334s
HumanEval_66.py: 0.000399s
HumanEval_69.py: 0.000863s
HumanEval_71.py: 0.000091s
HumanEval_72.py: 0.000066s
HumanEval_74.py: 0.000123s
HumanEval_78.py: 0.000137s
HumanEval_79.py: 0.000030s
HumanEval_80.py: 0.000110s
HumanEval_81.py: 0.000124s
HumanEval_84.py: 0.000147s
HumanEval_85.py: 0.000084s
HumanEval_86.py: 0.000307s
HumanEval_87.py: 0.000520s
HumanEval_89.py: 0.000433s
HumanEval_90.py: 0.000101s
HumanEval_92.py: 0.000086s
HumanEval_93.py: 0.000484s
HumanEval_95.py: 0.000222s
HumanEval_96.py: 0.001482s
HumanEval_97.py: 0.000060s
HumanEval_98.py: 0.000061s
HumanEval_102.py: 0.000029s
HumanEval_103.py: 0.000949s
HumanEval_104.py: 0.000359s
HumanEval_111.py: 0.000303s
HumanEval_112.py: 0.000166s
HumanEval_113.py: 0.000242s
HumanEval_114.py: 0.000341s
HumanEval_116.py: 0.000561s
HumanEval_118.py: 0.000151s
HumanEval_121.py: 0.000121s
HumanEval_123.py: 0.000166s
HumanEval_125.py: 0.000198s
HumanEval_126.py: 0.000810s
HumanEval_128.py: 0.000335s
HumanEval_132.py: 0.000548s
HumanEval_133.py: 0.000288s
HumanEval_134.py: 0.000141s
HumanEval_136.py: 0.000530s
HumanEval_138.py: 0.000027s
HumanEval_144.py: 0.000215s
HumanEval_146.py: 0.000116s
HumanEval_147.py: 0.256951s
HumanEval_148.py: 0.000077s
HumanEval_149.py: 0.000245s
HumanEval_150.py: 0.005883s
HumanEval_152.py: 0.000103s
HumanEval_153.py: 0.002691s
HumanEval_155.py: 0.000115s
HumanEval_157.py: 0.000061s
HumanEval_160.py: 0.000276s
HumanEval_163.py: 0.000117s
