HumanEval_0.py: Kernel usage: 9.04%, CPU usage: 289.39%, CPU Runtime: 0.41s, Total Runtime: 0.14s
Mbpp_3.py: Kernel usage: 6.23%, CPU usage: 199.44%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_4.py: Kernel usage: 11.34%, CPU usage: 362.73%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_4.py: Kernel usage: 11.99%, CPU usage: 383.54%, CPU Runtime: 0.03s, Total Runtime: 0.01s
HumanEval_9.py: Kernel usage: 7.00%, CPU usage: 223.93%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_12.py: Kernel usage: 9.12%, CPU usage: 291.97%, CPU Runtime: 0.01s, Total Runtime: 0.01s
HumanEval_16.py: Kernel usage: 6.44%, CPU usage: 206.20%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_19.py: Kernel usage: 5.96%, CPU usage: 190.57%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_20.py: Kernel usage: 6.88%, CPU usage: 220.18%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_24.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 2.12s, Total Runtime: 1.06s
HumanEval_31.py: Kernel usage: 6.15%, CPU usage: 196.79%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_34.py: Kernel usage: 6.43%, CPU usage: 205.66%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_37.py: Kernel usage: 9.39%, CPU usage: 300.34%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_49.py: Kernel usage: 5.15%, CPU usage: 164.80%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_51.py: Kernel usage: 12.50%, CPU usage: 399.92%, CPU Runtime: 0.21s, Total Runtime: 0.05s
HumanEval_58.py: Kernel usage: 6.31%, CPU usage: 201.91%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_62.py: Kernel usage: 6.43%, CPU usage: 205.80%, CPU Runtime: 0.02s, Total Runtime: 0.01s
HumanEval_74.py: Kernel usage: 11.85%, CPU usage: 379.19%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_75.py: Kernel usage: 11.12%, CPU usage: 355.81%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_85.py: Kernel usage: 11.66%, CPU usage: 372.99%, CPU Runtime: 0.19s, Total Runtime: 0.05s
HumanEval_86.py: Kernel usage: 12.28%, CPU usage: 392.95%, CPU Runtime: 1.66s, Total Runtime: 0.42s
HumanEval_87.py: Kernel usage: 8.56%, CPU usage: 273.99%, CPU Runtime: 0.03s, Total Runtime: 0.01s
Mbpp_88.py: Kernel usage: 12.50%, CPU usage: 399.87%, CPU Runtime: 35.76s, Total Runtime: 8.94s
HumanEval_90.py: Kernel usage: 6.69%, CPU usage: 214.08%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_90.py: Kernel usage: 11.91%, CPU usage: 381.11%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_94.py: Kernel usage: 10.36%, CPU usage: 331.45%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_97.py: Kernel usage: 16.53%, CPU usage: 528.94%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_106.py: Kernel usage: 4.83%, CPU usage: 154.52%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_108.py: Kernel usage: 9.24%, CPU usage: 295.63%, CPU Runtime: 0.02s, Total Runtime: 0.01s
HumanEval_113.py: Kernel usage: 11.81%, CPU usage: 377.95%, CPU Runtime: 5.20s, Total Runtime: 1.37s
HumanEval_120.py: Kernel usage: 8.09%, CPU usage: 258.77%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_121.py: Kernel usage: 11.32%, CPU usage: 362.21%, CPU Runtime: 0.03s, Total Runtime: 0.01s
Mbpp_123.py: Kernel usage: 9.18%, CPU usage: 293.66%, CPU Runtime: 0.03s, Total Runtime: 0.01s
Mbpp_128.py: Kernel usage: 9.88%, CPU usage: 316.28%, CPU Runtime: 0.26s, Total Runtime: 0.08s
Mbpp_129.py: Kernel usage: 3.14%, CPU usage: 100.37%, CPU Runtime: 0.01s, Total Runtime: 0.01s
Mbpp_130.py: Kernel usage: 14.64%, CPU usage: 468.54%, CPU Runtime: 0.01s, Total Runtime: 0.00s
