HumanEval_0.py: 0.174688s
Mbpp_3.py: 0.000190s
Mbpp_4.py: 0.000980s
HumanEval_4.py: 0.008650s
HumanEval_9.py: 0.003060s
Mbpp_9.py: 0.001852s
Mbpp_11.py: 0.000128s
Mbpp_12.py: 0.005183s
HumanEval_16.py: 0.004889s
Mbpp_16.py: 0.000013s
Mbpp_19.py: 0.001501s
HumanEval_20.py: 0.001878s
HumanEval_24.py: 0.510625s
HumanEval_26.py: 0.004688s
HumanEval_31.py: 0.000077s
HumanEval_33.py: 0.005350s
HumanEval_34.py: 0.004749s
HumanEval_36.py: 0.064791s
HumanEval_37.py: 0.001898s
HumanEval_49.py: 0.000004s
HumanEval_51.py: 0.049135s
HumanEval_54.py: 0.009315s
HumanEval_58.py: 0.005061s
HumanEval_59.py: 0.000027s
Mbpp_62.py: 0.019080s
HumanEval_64.py: 0.306127s
HumanEval_74.py: 0.001323s
Mbpp_75.py: 0.000419s
HumanEval_85.py: 0.052895s
HumanEval_87.py: 0.011715s
Mbpp_88.py: 0.002398s
HumanEval_89.py: 1.359028s
HumanEval_90.py: 0.003286s
Mbpp_90.py: 0.001580s
Mbpp_94.py: 0.002817s
Mbpp_96.py: 0.150639s
Mbpp_97.py: 0.001311s
Mbpp_106.py: 0.000786s
HumanEval_113.py: 1.443891s
HumanEval_119.py: 0.000750s
HumanEval_120.py: 0.000035s
Mbpp_123.py: 0.144985s
Mbpp_128.py: 0.069074s
Mbpp_129.py: 0.014569s
Mbpp_130.py: 0.001387s
Mbpp_137.py: 0.026306s
Mbpp_141.py: 0.002861s
HumanEval_149.py: 0.074635s
Mbpp_166.py: 0.000117s
Mbpp_170.py: 0.018961s
Mbpp_226.py: 0.477185s
Mbpp_230.py: 0.000308s
Mbpp_239.py: 0.048979s
Mbpp_240.py: 0.001469s
Mbpp_251.py: 0.005472s
Mbpp_256.py: 0.000565s
Mbpp_265.py: 0.038630s
Mbpp_281.py: 0.000727s
Mbpp_296.py: 0.080550s
Mbpp_392.py: 0.000165s
Mbpp_395.py: 0.003086s
Mbpp_405.py: 0.000206s
Mbpp_414.py: 0.000518s
Mbpp_421.py: 0.052916s
Mbpp_424.py: 0.000230s
Mbpp_425.py: 0.008538s
Mbpp_428.py: 0.005745s
Mbpp_433.py: 0.018126s
Mbpp_437.py: 0.478349s
Mbpp_440.py: 0.000014s
Mbpp_446.py: 0.342286s
Mbpp_451.py: 0.005360s
Mbpp_456.py: 0.012755s
Mbpp_460.py: 0.001887s
Mbpp_474.py: 0.000192s
Mbpp_476.py: 0.025880s
Mbpp_477.py: 0.000787s
Mbpp_563.py: 0.006726s
Mbpp_572.py: 0.000999s
Mbpp_578.py: 0.005989s
Mbpp_586.py: 0.000374s
Mbpp_587.py: 0.001328s
Mbpp_588.py: 0.028893s
Mbpp_597.py: 0.008311s
Mbpp_604.py: 0.015272s
Mbpp_611.py: 0.003362s
Mbpp_631.py: 0.032028s
Mbpp_633.py: 0.048142s
Mbpp_644.py: 0.008263s
Mbpp_720.py: 0.010374s
Mbpp_725.py: 0.045043s
Mbpp_740.py: 0.001875s
Mbpp_744.py: 0.137949s
Mbpp_750.py: 0.015469s
Mbpp_753.py: 0.083156s
Mbpp_755.py: 0.006196s
Mbpp_757.py: 0.004196s
Mbpp_758.py: 0.003816s
Mbpp_760.py: 0.000148s
Mbpp_764.py: 0.562063s
Mbpp_766.py: 0.135106s
Mbpp_775.py: 0.187409s
Mbpp_781.py: 5.337718s
Mbpp_800.py: 0.001219s
Mbpp_805.py: 0.005614s
Mbpp_808.py: 0.001825s
