HumanEval_0.py: 0.177511s
Mbpp_3.py: 0.000208s
Mbpp_4.py: 0.001025s
HumanEval_4.py: 0.008763s
HumanEval_9.py: 0.003146s
Mbpp_9.py: 0.002262s
Mbpp_11.py: 0.000119s
Mbpp_12.py: 0.005450s
HumanEval_16.py: 0.004808s
Mbpp_16.py: 0.000011s
Mbpp_19.py: 0.001558s
HumanEval_20.py: 0.001971s
HumanEval_24.py: 0.517190s
HumanEval_26.py: 0.004435s
HumanEval_31.py: 0.000077s
HumanEval_33.py: 0.005201s
HumanEval_34.py: 0.004686s
HumanEval_36.py: 0.067067s
HumanEval_37.py: 0.001880s
HumanEval_49.py: 0.000004s
HumanEval_51.py: 0.050253s
HumanEval_54.py: 0.009434s
HumanEval_58.py: 0.004884s
HumanEval_59.py: 0.000029s
Mbpp_62.py: 0.018094s
HumanEval_64.py: 0.312770s
HumanEval_74.py: 0.001338s
Mbpp_75.py: 0.000409s
HumanEval_85.py: 0.054124s
HumanEval_87.py: 0.011761s
Mbpp_88.py: 0.002234s
HumanEval_89.py: 1.391121s
HumanEval_90.py: 0.003490s
Mbpp_90.py: 0.001589s
Mbpp_94.py: 0.002894s
Mbpp_96.py: 0.155560s
Mbpp_97.py: 0.001323s
Mbpp_106.py: 0.000862s
HumanEval_113.py: 1.451764s
HumanEval_119.py: 0.000621s
HumanEval_120.py: 0.000038s
Mbpp_123.py: 0.147343s
Mbpp_128.py: 0.069901s
Mbpp_129.py: 0.014608s
Mbpp_130.py: 0.001421s
Mbpp_137.py: 0.027229s
Mbpp_141.py: 0.002957s
HumanEval_149.py: 0.074924s
Mbpp_166.py: 0.000119s
Mbpp_170.py: 0.020856s
Mbpp_226.py: 0.483562s
Mbpp_230.py: 0.000316s
Mbpp_239.py: 0.049268s
Mbpp_240.py: 0.001523s
Mbpp_251.py: 0.005618s
Mbpp_256.py: 0.000577s
Mbpp_265.py: 0.040496s
Mbpp_281.py: 0.000732s
Mbpp_296.py: 0.080864s
Mbpp_392.py: 0.000159s
Mbpp_395.py: 0.003182s
Mbpp_405.py: 0.000189s
Mbpp_414.py: 0.000482s
Mbpp_421.py: 0.046380s
Mbpp_424.py: 0.000193s
Mbpp_425.py: 0.002889s
Mbpp_428.py: 0.005538s
Mbpp_433.py: 0.017165s
Mbpp_437.py: 0.481457s
Mbpp_440.py: 0.000014s
Mbpp_446.py: 0.342635s
Mbpp_451.py: 0.005346s
Mbpp_456.py: 0.013253s
Mbpp_460.py: 0.002490s
Mbpp_474.py: 0.000187s
Mbpp_476.py: 0.025631s
Mbpp_477.py: 0.000731s
Mbpp_563.py: 0.006803s
Mbpp_572.py: 0.001039s
Mbpp_578.py: 0.005906s
Mbpp_586.py: 0.000393s
Mbpp_587.py: 0.001327s
Mbpp_588.py: 0.031111s
Mbpp_597.py: 0.010312s
Mbpp_604.py: 0.016030s
Mbpp_611.py: 0.003450s
Mbpp_631.py: 0.032202s
Mbpp_633.py: 0.047836s
Mbpp_644.py: 0.009967s
Mbpp_720.py: 0.012631s
Mbpp_725.py: 0.046748s
Mbpp_740.py: 0.001935s
Mbpp_744.py: 0.139826s
Mbpp_750.py: 0.014696s
Mbpp_753.py: 0.081379s
Mbpp_755.py: 0.006274s
Mbpp_757.py: 0.004253s
Mbpp_758.py: 0.004443s
Mbpp_760.py: 0.000136s
Mbpp_764.py: 0.580879s
Mbpp_766.py: 0.144602s
Mbpp_775.py: 0.190208s
Mbpp_781.py: 5.538850s
Mbpp_800.py: 0.001242s
Mbpp_805.py: 0.005863s
Mbpp_808.py: 0.002452s
