HumanEval_0.py: 0.014159s
Mbpp_3.py: 0.000462s
HumanEval_4.py: 0.014631s
HumanEval_9.py: 0.006649s
Mbpp_12.py: 0.004872s
Mbpp_19.py: 0.001625s
HumanEval_20.py: 30.910032s
HumanEval_31.py: 1.080930s
HumanEval_33.py: 0.002594s
HumanEval_34.py: 0.006040s
HumanEval_37.py: 0.001769s
HumanEval_49.py: 0.002038s
HumanEval_51.py: 0.366914s
HumanEval_54.py: 0.009848s
HumanEval_58.py: 65.782059s
HumanEval_64.py: 0.296700s
HumanEval_74.py: 0.001101s
Mbpp_75.py: 0.000447s
HumanEval_85.py: 0.023423s
HumanEval_86.py: 0.435537s
HumanEval_87.py: 0.016242s
Mbpp_88.py: 0.003996s
HumanEval_89.py: 0.739357s
Mbpp_90.py: 0.001335s
Mbpp_94.py: 0.002756s
Mbpp_96.py: 0.054066s
Mbpp_97.py: 0.002256s
Mbpp_106.py: 0.001302s
HumanEval_113.py: 1.954163s
HumanEval_121.py: 0.011088s
Mbpp_123.py: 0.366708s
Mbpp_128.py: 0.076928s
Mbpp_129.py: 0.225704s
Mbpp_137.py: 0.109352s
Mbpp_140.py: 0.010573s
Mbpp_141.py: 0.000711s
Mbpp_166.py: 0.111456s
Mbpp_170.py: 0.037514s
Mbpp_226.py: 0.352909s
Mbpp_230.py: 0.059677s
Mbpp_240.py: 0.001485s
Mbpp_256.py: 2.323306s
Mbpp_265.py: 0.061787s
Mbpp_281.py: 0.000778s
Mbpp_308.py: 0.046026s
Mbpp_392.py: 0.226332s
Mbpp_395.py: 0.002966s
Mbpp_405.py: 0.000924s
Mbpp_414.py: 0.000505s
Mbpp_421.py: 0.034186s
Mbpp_424.py: 0.000830s
Mbpp_425.py: 0.002840s
Mbpp_428.py: 0.006437s
Mbpp_433.py: 0.183294s
Mbpp_446.py: 0.001328s
Mbpp_451.py: 0.001391s
Mbpp_456.py: 0.014787s
Mbpp_460.py: 0.001811s
Mbpp_474.py: 0.029778s
Mbpp_477.py: 0.000759s
Mbpp_572.py: 0.976837s
Mbpp_578.py: 0.018577s
Mbpp_586.py: 0.000407s
Mbpp_587.py: 0.001367s
Mbpp_588.py: 0.035915s
Mbpp_604.py: 0.020225s
Mbpp_610.py: 0.013707s
Mbpp_611.py: 0.003968s
Mbpp_633.py: 0.024597s
Mbpp_644.py: 0.010942s
Mbpp_720.py: 0.013488s
Mbpp_732.py: 0.000198s
Mbpp_740.py: 0.004786s
Mbpp_744.py: 0.144908s
Mbpp_750.py: 0.011511s
Mbpp_753.py: 0.088434s
Mbpp_754.py: 0.002878s
Mbpp_755.py: 0.038649s
Mbpp_757.py: 54.700790s
Mbpp_758.py: 0.006548s
Mbpp_760.py: 0.000189s
Mbpp_764.py: 0.245468s
Mbpp_766.py: 0.216844s
Mbpp_775.py: 0.008377s
Mbpp_800.py: 0.001429s
Mbpp_805.py: 0.021732s
Mbpp_808.py: 0.004661s
