HumanEval_0.py: 0.011576s
Mbpp_3.py: 0.000435s
HumanEval_4.py: 0.013732s
HumanEval_9.py: 0.005889s
Mbpp_12.py: 0.006020s
Mbpp_19.py: 0.001549s
HumanEval_20.py: 29.101335s
HumanEval_31.py: 0.975034s
HumanEval_33.py: 0.002296s
HumanEval_34.py: 0.004876s
HumanEval_37.py: 0.001451s
HumanEval_49.py: 0.001843s
HumanEval_51.py: 0.335632s
HumanEval_54.py: 0.008960s
HumanEval_58.py: 62.902251s
HumanEval_64.py: 0.295685s
HumanEval_74.py: 0.001078s
Mbpp_75.py: 0.000443s
HumanEval_85.py: 0.022625s
HumanEval_86.py: 0.433608s
HumanEval_87.py: 0.016024s
Mbpp_88.py: 0.003830s
HumanEval_89.py: 0.731256s
Mbpp_90.py: 0.001314s
Mbpp_94.py: 0.002534s
Mbpp_96.py: 0.053138s
Mbpp_97.py: 0.002256s
Mbpp_106.py: 0.001416s
HumanEval_113.py: 1.956790s
HumanEval_121.py: 0.011160s
Mbpp_123.py: 0.363510s
Mbpp_128.py: 0.088315s
Mbpp_129.py: 0.224556s
Mbpp_137.py: 0.099353s
Mbpp_140.py: 0.010621s
Mbpp_141.py: 0.000739s
Mbpp_166.py: 0.111806s
Mbpp_170.py: 0.041859s
Mbpp_226.py: 0.363045s
Mbpp_230.py: 0.063060s
Mbpp_240.py: 0.002191s
Mbpp_256.py: 2.285306s
Mbpp_265.py: 0.065861s
Mbpp_281.py: 0.000773s
Mbpp_308.py: 0.046027s
Mbpp_392.py: 0.225603s
Mbpp_395.py: 0.002897s
Mbpp_405.py: 0.000934s
Mbpp_414.py: 0.000520s
Mbpp_421.py: 0.037743s
Mbpp_424.py: 0.000836s
Mbpp_425.py: 0.003011s
Mbpp_428.py: 0.006266s
Mbpp_433.py: 0.179595s
Mbpp_446.py: 0.001301s
Mbpp_451.py: 0.001388s
Mbpp_456.py: 0.014571s
Mbpp_460.py: 0.001931s
Mbpp_474.py: 0.028225s
Mbpp_477.py: 0.000761s
Mbpp_572.py: 0.954812s
Mbpp_578.py: 0.018277s
Mbpp_586.py: 0.000387s
Mbpp_587.py: 0.001367s
Mbpp_588.py: 0.033451s
Mbpp_604.py: 0.019906s
Mbpp_610.py: 0.013608s
Mbpp_611.py: 0.003619s
Mbpp_633.py: 0.023995s
Mbpp_644.py: 0.010402s
Mbpp_720.py: 0.013058s
Mbpp_732.py: 0.000196s
Mbpp_740.py: 0.004654s
Mbpp_744.py: 0.141005s
Mbpp_750.py: 0.010985s
Mbpp_753.py: 0.083674s
Mbpp_754.py: 0.002571s
Mbpp_755.py: 0.035959s
Mbpp_757.py: 54.560506s
Mbpp_758.py: 0.006872s
Mbpp_760.py: 0.000186s
Mbpp_764.py: 0.252787s
Mbpp_766.py: 0.228912s
Mbpp_775.py: 0.009740s
Mbpp_800.py: 0.001514s
Mbpp_805.py: 0.024717s
Mbpp_808.py: 0.004809s
