HumanEval_0.py: 0.013959s
Mbpp_3.py: 0.000433s
HumanEval_4.py: 0.016013s
HumanEval_9.py: 0.007204s
Mbpp_12.py: 0.005099s
Mbpp_19.py: 0.001612s
HumanEval_20.py: 31.116861s
HumanEval_31.py: 1.096939s
HumanEval_33.py: 0.002535s
HumanEval_34.py: 0.005952s
HumanEval_37.py: 0.001793s
HumanEval_49.py: 0.002071s
HumanEval_51.py: 0.397039s
HumanEval_54.py: 0.009797s
HumanEval_58.py: 66.735104s
HumanEval_64.py: 0.293292s
HumanEval_74.py: 0.001104s
Mbpp_75.py: 0.000429s
HumanEval_85.py: 0.024296s
HumanEval_86.py: 0.431813s
HumanEval_87.py: 0.016012s
Mbpp_88.py: 0.003885s
HumanEval_89.py: 0.790745s
Mbpp_90.py: 0.001302s
Mbpp_94.py: 0.002501s
Mbpp_96.py: 0.052596s
Mbpp_97.py: 0.002218s
Mbpp_106.py: 0.001277s
HumanEval_113.py: 1.943867s
HumanEval_121.py: 0.011310s
Mbpp_123.py: 0.363436s
Mbpp_128.py: 0.070094s
Mbpp_129.py: 0.209620s
Mbpp_137.py: 0.100701s
Mbpp_140.py: 0.009976s
Mbpp_141.py: 0.000696s
Mbpp_166.py: 0.108672s
Mbpp_170.py: 0.036609s
Mbpp_226.py: 0.345136s
Mbpp_230.py: 0.058214s
Mbpp_240.py: 0.001425s
Mbpp_256.py: 2.221942s
Mbpp_265.py: 0.063038s
Mbpp_281.py: 0.000786s
Mbpp_308.py: 0.046464s
Mbpp_392.py: 0.226307s
Mbpp_395.py: 0.002875s
Mbpp_405.py: 0.000905s
Mbpp_414.py: 0.000475s
Mbpp_421.py: 0.034442s
Mbpp_424.py: 0.000911s
Mbpp_425.py: 0.002914s
Mbpp_428.py: 0.006338s
Mbpp_433.py: 0.178378s
Mbpp_446.py: 0.001314s
Mbpp_451.py: 0.001392s
Mbpp_456.py: 0.014689s
Mbpp_460.py: 0.001941s
Mbpp_474.py: 0.029840s
Mbpp_477.py: 0.000746s
Mbpp_572.py: 0.966214s
Mbpp_578.py: 0.018272s
Mbpp_586.py: 0.000405s
Mbpp_587.py: 0.001353s
Mbpp_588.py: 0.034697s
Mbpp_604.py: 0.019342s
Mbpp_610.py: 0.013229s
Mbpp_611.py: 0.003660s
Mbpp_633.py: 0.024083s
Mbpp_644.py: 0.010076s
Mbpp_720.py: 0.012877s
Mbpp_732.py: 0.000194s
Mbpp_740.py: 0.004696s
Mbpp_744.py: 0.142923s
Mbpp_750.py: 0.010804s
Mbpp_753.py: 0.083249s
Mbpp_754.py: 0.002697s
Mbpp_755.py: 0.035762s
Mbpp_757.py: 54.987985s
Mbpp_758.py: 0.006553s
Mbpp_760.py: 0.000183s
Mbpp_764.py: 0.249748s
Mbpp_766.py: 0.219815s
Mbpp_775.py: 0.007282s
Mbpp_800.py: 0.001389s
Mbpp_805.py: 0.022166s
Mbpp_808.py: 0.004750s
