HumanEval_0.py: 0.013384s
Mbpp_3.py: 0.000440s
HumanEval_4.py: 0.014634s
HumanEval_9.py: 0.006560s
Mbpp_12.py: 0.004822s
Mbpp_19.py: 0.001562s
HumanEval_20.py: 31.129777s
HumanEval_31.py: 1.070294s
HumanEval_33.py: 0.002458s
HumanEval_34.py: 0.005459s
HumanEval_37.py: 0.001700s
HumanEval_49.py: 0.002050s
HumanEval_51.py: 0.382741s
HumanEval_54.py: 0.010085s
HumanEval_58.py: 64.594204s
HumanEval_64.py: 0.289176s
HumanEval_74.py: 0.001097s
Mbpp_75.py: 0.000408s
HumanEval_85.py: 0.022615s
HumanEval_86.py: 0.424648s
HumanEval_87.py: 0.016429s
Mbpp_88.py: 0.003980s
HumanEval_89.py: 0.740768s
Mbpp_90.py: 0.001296s
Mbpp_94.py: 0.002404s
Mbpp_96.py: 0.049283s
Mbpp_97.py: 0.002100s
Mbpp_106.py: 0.001293s
HumanEval_113.py: 1.876557s
HumanEval_121.py: 0.010677s
Mbpp_123.py: 0.347659s
Mbpp_128.py: 0.067411s
Mbpp_129.py: 0.213032s
Mbpp_137.py: 0.095272s
Mbpp_140.py: 0.009851s
Mbpp_141.py: 0.000671s
Mbpp_166.py: 0.106372s
Mbpp_170.py: 0.036616s
Mbpp_226.py: 0.345762s
Mbpp_230.py: 0.058501s
Mbpp_240.py: 0.001027s
Mbpp_256.py: 2.229937s
Mbpp_265.py: 0.042832s
Mbpp_281.py: 0.000760s
Mbpp_308.py: 0.043265s
Mbpp_392.py: 0.209150s
Mbpp_395.py: 0.002792s
Mbpp_405.py: 0.000856s
Mbpp_414.py: 0.000451s
Mbpp_421.py: 0.032600s
Mbpp_424.py: 0.000802s
Mbpp_425.py: 0.002686s
Mbpp_428.py: 0.005828s
Mbpp_433.py: 0.172189s
Mbpp_446.py: 0.001272s
Mbpp_451.py: 0.001360s
Mbpp_456.py: 0.014343s
Mbpp_460.py: 0.001934s
Mbpp_474.py: 0.027303s
Mbpp_477.py: 0.000722s
Mbpp_572.py: 0.953500s
Mbpp_578.py: 0.017587s
Mbpp_586.py: 0.000363s
Mbpp_587.py: 0.001381s
Mbpp_588.py: 0.033712s
Mbpp_604.py: 0.019349s
Mbpp_610.py: 0.013025s
Mbpp_611.py: 0.003503s
Mbpp_633.py: 0.022358s
Mbpp_644.py: 0.010388s
Mbpp_720.py: 0.012530s
Mbpp_732.py: 0.000183s
Mbpp_740.py: 0.004422s
Mbpp_744.py: 0.137464s
Mbpp_750.py: 0.010321s
Mbpp_753.py: 0.085148s
Mbpp_754.py: 0.002728s
Mbpp_755.py: 0.046455s
Mbpp_757.py: 54.213652s
Mbpp_758.py: 0.006864s
Mbpp_760.py: 0.000190s
Mbpp_764.py: 0.286438s
Mbpp_766.py: 0.243195s
Mbpp_775.py: 0.007391s
Mbpp_800.py: 0.001387s
Mbpp_805.py: 0.021613s
Mbpp_808.py: 0.004615s
