HumanEval_0.py: 0.000435s
HumanEval_1.py: 0.000412s
HumanEval_2.py: 0.000018s
HumanEval_3.py: 0.000045s
HumanEval_4.py: 0.000148s
HumanEval_5.py: 0.000051s
HumanEval_6.py: 0.000239s
HumanEval_7.py: 0.000047s
HumanEval_8.py: 0.000031s
HumanEval_9.py: 0.000103s
HumanEval_10.py: 0.000074s
HumanEval_11.py: 0.000116s
HumanEval_12.py: 0.000090s
HumanEval_13.py: 0.000019s
HumanEval_14.py: 0.000065s
HumanEval_15.py: 0.000071s
HumanEval_16.py: 0.000064s
HumanEval_17.py: 0.000103s
HumanEval_18.py: 0.000108s
HumanEval_19.py: 0.000223s
HumanEval_20.py: 0.000617s
HumanEval_21.py: 0.000128s
HumanEval_22.py: 0.000062s
HumanEval_23.py: 0.000017s
HumanEval_24.py: 0.000096s
HumanEval_25.py: 0.000532s
HumanEval_26.py: 0.000158s
HumanEval_27.py: 0.000026s
HumanEval_28.py: 0.000022s
HumanEval_29.py: 0.000044s
HumanEval_30.py: 0.000044s
HumanEval_31.py: 0.009721s
HumanEval_32.py: 0.278593s
HumanEval_33.py: 0.000124s
HumanEval_34.py: 0.000017s
HumanEval_35.py: 0.000018s
HumanEval_36.py: 0.232269s
HumanEval_37.py: 0.000136s
HumanEval_38.py: 0.061405s
HumanEval_39.py: 0.023425s
HumanEval_40.py: 0.000366s
HumanEval_41.py: 0.000033s
HumanEval_42.py: 0.000033s
HumanEval_43.py: 0.000231s
HumanEval_44.py: 0.000129s
HumanEval_45.py: 0.000011s
HumanEval_46.py: 0.000183s
HumanEval_47.py: 0.000080s
HumanEval_48.py: 0.000103s
HumanEval_49.py: 0.000859s
HumanEval_50.py: 0.066970s
HumanEval_51.py: 0.000219s
HumanEval_52.py: 0.000032s
HumanEval_53.py: 0.005546s
HumanEval_54.py: 0.000060s
HumanEval_55.py: 0.002733s
HumanEval_56.py: 0.000144s
HumanEval_57.py: 0.000085s
HumanEval_58.py: 0.000128s
HumanEval_59.py: 0.009873s
HumanEval_60.py: 0.000046s
HumanEval_61.py: 0.000141s
HumanEval_62.py: 0.000069s
HumanEval_63.py: 0.013931s
HumanEval_64.py: 0.000157s
HumanEval_65.py: 0.000063s
HumanEval_66.py: 0.000390s
HumanEval_67.py: 0.000263s
HumanEval_68.py: 0.000280s
HumanEval_69.py: 0.000831s
HumanEval_70.py: 0.000565s
HumanEval_71.py: 0.000093s
HumanEval_72.py: 0.000069s
HumanEval_73.py: 0.000119s
HumanEval_74.py: 0.000136s
HumanEval_75.py: 3.642524s
HumanEval_76.py: 0.000053s
HumanEval_77.py: 0.000127s
HumanEval_78.py: 0.000145s
HumanEval_79.py: 0.000033s
HumanEval_80.py: 0.000117s
HumanEval_81.py: 0.000123s
HumanEval_82.py: 0.000137s
HumanEval_83.py: 0.000030s
HumanEval_84.py: 0.000144s
HumanEval_85.py: 0.000082s
HumanEval_86.py: 0.000305s
HumanEval_87.py: 0.000538s
HumanEval_88.py: 0.000091s
HumanEval_89.py: 0.000457s
HumanEval_90.py: 0.000101s
HumanEval_91.py: 0.000256s
HumanEval_92.py: 0.000086s
HumanEval_93.py: 0.000492s
HumanEval_94.py: 0.001113s
HumanEval_95.py: 0.000231s
HumanEval_96.py: 0.001623s
HumanEval_97.py: 0.000059s
HumanEval_98.py: 0.000065s
HumanEval_99.py: 0.000155s
HumanEval_100.py: 0.000070s
HumanEval_101.py: 0.000405s
HumanEval_102.py: 0.000029s
HumanEval_103.py: 0.001032s
HumanEval_104.py: 0.000361s
HumanEval_105.py: 0.000138s
HumanEval_106.py: 0.000112s
HumanEval_107.py: 0.001847s
HumanEval_108.py: 0.000795s
HumanEval_109.py: 0.000148s
HumanEval_110.py: 0.000082s
HumanEval_111.py: 0.000312s
HumanEval_112.py: 0.000167s
HumanEval_113.py: 0.000251s
HumanEval_114.py: 0.000356s
HumanEval_115.py: 0.000184s
HumanEval_116.py: 0.000550s
HumanEval_117.py: 0.000564s
HumanEval_118.py: 0.000173s
HumanEval_119.py: 0.000276s
HumanEval_120.py: 0.000104s
HumanEval_121.py: 0.000122s
HumanEval_122.py: 0.000148s
HumanEval_123.py: 0.000173s
HumanEval_124.py: 0.000285s
HumanEval_125.py: 0.000199s
HumanEval_126.py: 0.000848s
HumanEval_127.py: 0.000131s
HumanEval_128.py: 0.000336s
HumanEval_129.py: 0.000763s
HumanEval_130.py: 0.000310s
HumanEval_131.py: 0.000100s
HumanEval_132.py: 0.000567s
HumanEval_133.py: 0.000297s
HumanEval_134.py: 0.000137s
HumanEval_135.py: 0.000094s
HumanEval_136.py: 0.000538s
HumanEval_137.py: 0.000128s
HumanEval_138.py: 0.000026s
HumanEval_139.py: 0.000039s
HumanEval_140.py: 0.000425s
HumanEval_141.py: 0.000703s
HumanEval_142.py: 0.000615s
HumanEval_143.py: 0.000458s
HumanEval_144.py: 0.000220s
HumanEval_145.py: 0.000832s
HumanEval_146.py: 0.000122s
HumanEval_147.py: 0.353194s
HumanEval_148.py: 0.000079s
HumanEval_149.py: 0.000246s
HumanEval_150.py: 0.006367s
HumanEval_151.py: 0.000761s
HumanEval_152.py: 0.000103s
HumanEval_153.py: 0.002630s
HumanEval_154.py: 0.000200s
HumanEval_155.py: 0.000125s
HumanEval_156.py: 0.000359s
HumanEval_157.py: 0.000066s
HumanEval_158.py: 0.000352s
HumanEval_159.py: 0.000027s
HumanEval_160.py: 0.000293s
HumanEval_161.py: 0.000283s
HumanEval_162.py: 0.000085s
HumanEval_163.py: 0.000129s
