HumanEval_0.py: 0.000437s
HumanEval_1.py: 0.000417s
HumanEval_2.py: 0.000019s
HumanEval_3.py: 0.000045s
HumanEval_4.py: 0.000150s
HumanEval_5.py: 0.000050s
HumanEval_6.py: 0.000251s
HumanEval_7.py: 0.000047s
HumanEval_8.py: 0.000031s
HumanEval_9.py: 0.000105s
HumanEval_10.py: 0.000075s
HumanEval_11.py: 0.000115s
HumanEval_12.py: 0.000089s
HumanEval_13.py: 0.000019s
HumanEval_14.py: 0.000065s
HumanEval_15.py: 0.000071s
HumanEval_16.py: 0.000062s
HumanEval_17.py: 0.000102s
HumanEval_18.py: 0.000112s
HumanEval_19.py: 0.000222s
HumanEval_20.py: 0.000619s
HumanEval_21.py: 0.000124s
HumanEval_22.py: 0.000062s
HumanEval_23.py: 0.000017s
HumanEval_24.py: 0.000101s
HumanEval_25.py: 0.000539s
HumanEval_26.py: 0.000158s
HumanEval_27.py: 0.000026s
HumanEval_28.py: 0.000022s
HumanEval_29.py: 0.000045s
HumanEval_30.py: 0.000045s
HumanEval_31.py: 0.009952s
HumanEval_32.py: 0.280645s
HumanEval_33.py: 0.000124s
HumanEval_34.py: 0.000018s
HumanEval_35.py: 0.000017s
HumanEval_36.py: 0.234236s
HumanEval_37.py: 0.000129s
HumanEval_38.py: 0.060658s
HumanEval_39.py: 0.023857s
HumanEval_40.py: 0.000359s
HumanEval_41.py: 0.000031s
HumanEval_42.py: 0.000033s
HumanEval_43.py: 0.000230s
HumanEval_44.py: 0.000130s
HumanEval_45.py: 0.000011s
HumanEval_46.py: 0.000184s
HumanEval_47.py: 0.000080s
HumanEval_48.py: 0.000103s
HumanEval_49.py: 0.000862s
HumanEval_50.py: 0.068144s
HumanEval_51.py: 0.000218s
HumanEval_52.py: 0.000032s
HumanEval_53.py: 0.005737s
HumanEval_54.py: 0.000061s
HumanEval_55.py: 0.002732s
HumanEval_56.py: 0.000144s
HumanEval_57.py: 0.000088s
HumanEval_58.py: 0.000128s
HumanEval_59.py: 0.010169s
HumanEval_60.py: 0.000047s
HumanEval_61.py: 0.000142s
HumanEval_62.py: 0.000069s
HumanEval_63.py: 0.014380s
HumanEval_64.py: 0.000159s
HumanEval_65.py: 0.000061s
HumanEval_66.py: 0.000410s
HumanEval_67.py: 0.000274s
HumanEval_68.py: 0.000277s
HumanEval_69.py: 0.000865s
HumanEval_70.py: 0.000557s
HumanEval_71.py: 0.000094s
HumanEval_72.py: 0.000067s
HumanEval_73.py: 0.000117s
HumanEval_74.py: 0.000132s
HumanEval_75.py: 3.659347s
HumanEval_76.py: 0.000052s
HumanEval_77.py: 0.000124s
HumanEval_78.py: 0.000176s
HumanEval_79.py: 0.000032s
HumanEval_80.py: 0.000119s
HumanEval_81.py: 0.000123s
HumanEval_82.py: 0.000157s
HumanEval_83.py: 0.000030s
HumanEval_84.py: 0.000145s
HumanEval_85.py: 0.000086s
HumanEval_86.py: 0.000315s
HumanEval_87.py: 0.000539s
HumanEval_88.py: 0.000090s
HumanEval_89.py: 0.000471s
HumanEval_90.py: 0.000100s
HumanEval_91.py: 0.000256s
HumanEval_92.py: 0.000088s
HumanEval_93.py: 0.000677s
HumanEval_94.py: 0.001075s
HumanEval_95.py: 0.000231s
HumanEval_96.py: 0.001655s
HumanEval_97.py: 0.000059s
HumanEval_98.py: 0.000066s
HumanEval_99.py: 0.000154s
HumanEval_100.py: 0.000070s
HumanEval_101.py: 0.000407s
HumanEval_102.py: 0.000029s
HumanEval_103.py: 0.001122s
HumanEval_104.py: 0.000359s
HumanEval_105.py: 0.000138s
HumanEval_106.py: 0.000112s
HumanEval_107.py: 0.001766s
HumanEval_108.py: 0.000808s
HumanEval_109.py: 0.000153s
HumanEval_110.py: 0.000086s
HumanEval_111.py: 0.000312s
HumanEval_112.py: 0.000168s
HumanEval_113.py: 0.000255s
HumanEval_114.py: 0.000357s
HumanEval_115.py: 0.000174s
HumanEval_116.py: 0.000558s
HumanEval_117.py: 0.000554s
HumanEval_118.py: 0.000181s
HumanEval_119.py: 0.000273s
HumanEval_120.py: 0.000105s
HumanEval_121.py: 0.000124s
HumanEval_122.py: 0.000151s
HumanEval_123.py: 0.000175s
HumanEval_124.py: 0.000280s
HumanEval_125.py: 0.000193s
HumanEval_126.py: 0.000827s
HumanEval_127.py: 0.000132s
HumanEval_128.py: 0.000335s
HumanEval_129.py: 0.000765s
HumanEval_130.py: 0.000299s
HumanEval_131.py: 0.000101s
HumanEval_132.py: 0.000567s
HumanEval_133.py: 0.000297s
HumanEval_134.py: 0.000134s
HumanEval_135.py: 0.000099s
HumanEval_136.py: 0.000526s
HumanEval_137.py: 0.000124s
HumanEval_138.py: 0.000026s
HumanEval_139.py: 0.000038s
HumanEval_140.py: 0.000432s
HumanEval_141.py: 0.000707s
HumanEval_142.py: 0.000636s
HumanEval_143.py: 0.000452s
HumanEval_144.py: 0.000217s
HumanEval_145.py: 0.000829s
HumanEval_146.py: 0.000122s
HumanEval_147.py: 0.353768s
HumanEval_148.py: 0.000077s
HumanEval_149.py: 0.000234s
HumanEval_150.py: 0.006338s
HumanEval_151.py: 0.000747s
HumanEval_152.py: 0.000102s
HumanEval_153.py: 0.002604s
HumanEval_154.py: 0.000198s
HumanEval_155.py: 0.000136s
HumanEval_156.py: 0.000365s
HumanEval_157.py: 0.000065s
HumanEval_158.py: 0.000343s
HumanEval_159.py: 0.000028s
HumanEval_160.py: 0.000300s
HumanEval_161.py: 0.000304s
HumanEval_162.py: 0.000099s
HumanEval_163.py: 0.000126s
