HumanEval_0.py: 0.000438s
HumanEval_1.py: 0.000410s
HumanEval_2.py: 0.000018s
HumanEval_3.py: 0.000045s
HumanEval_4.py: 0.000146s
HumanEval_5.py: 0.000052s
HumanEval_6.py: 0.000237s
HumanEval_7.py: 0.000047s
HumanEval_8.py: 0.000030s
HumanEval_9.py: 0.000104s
HumanEval_10.py: 0.000074s
HumanEval_11.py: 0.000114s
HumanEval_12.py: 0.000086s
HumanEval_13.py: 0.000019s
HumanEval_14.py: 0.000065s
HumanEval_15.py: 0.000070s
HumanEval_16.py: 0.000062s
HumanEval_17.py: 0.000103s
HumanEval_18.py: 0.000108s
HumanEval_19.py: 0.000228s
HumanEval_20.py: 0.000611s
HumanEval_21.py: 0.000126s
HumanEval_22.py: 0.000065s
HumanEval_23.py: 0.000017s
HumanEval_24.py: 0.000098s
HumanEval_25.py: 0.000535s
HumanEval_26.py: 0.000163s
HumanEval_27.py: 0.000027s
HumanEval_28.py: 0.000021s
HumanEval_29.py: 0.000044s
HumanEval_30.py: 0.000044s
HumanEval_31.py: 0.009576s
HumanEval_32.py: 0.280742s
HumanEval_33.py: 0.000127s
HumanEval_34.py: 0.000018s
HumanEval_35.py: 0.000018s
HumanEval_36.py: 0.238325s
HumanEval_37.py: 0.000136s
HumanEval_38.py: 0.064782s
HumanEval_39.py: 0.024777s
HumanEval_40.py: 0.000378s
HumanEval_41.py: 0.000031s
HumanEval_42.py: 0.000033s
HumanEval_43.py: 0.000245s
HumanEval_44.py: 0.000132s
HumanEval_45.py: 0.000012s
HumanEval_46.py: 0.000185s
HumanEval_47.py: 0.000080s
HumanEval_48.py: 0.000102s
HumanEval_49.py: 0.000967s
HumanEval_50.py: 0.070192s
HumanEval_51.py: 0.000221s
HumanEval_52.py: 0.000032s
HumanEval_53.py: 0.005594s
HumanEval_54.py: 0.000060s
HumanEval_55.py: 0.002673s
HumanEval_56.py: 0.000143s
HumanEval_57.py: 0.000089s
HumanEval_58.py: 0.000129s
HumanEval_59.py: 0.010137s
HumanEval_60.py: 0.000046s
HumanEval_61.py: 0.000145s
HumanEval_62.py: 0.000071s
HumanEval_63.py: 0.014620s
HumanEval_64.py: 0.000155s
HumanEval_65.py: 0.000063s
HumanEval_66.py: 0.000403s
HumanEval_67.py: 0.000274s
HumanEval_68.py: 0.000287s
HumanEval_69.py: 0.000847s
HumanEval_70.py: 0.000566s
HumanEval_71.py: 0.000093s
HumanEval_72.py: 0.000067s
HumanEval_73.py: 0.000116s
HumanEval_74.py: 0.000132s
HumanEval_75.py: 3.623298s
HumanEval_76.py: 0.000053s
HumanEval_77.py: 0.000138s
HumanEval_78.py: 0.000141s
HumanEval_79.py: 0.000033s
HumanEval_80.py: 0.000119s
HumanEval_81.py: 0.000126s
HumanEval_82.py: 0.000132s
HumanEval_83.py: 0.000030s
HumanEval_84.py: 0.000149s
HumanEval_85.py: 0.000084s
HumanEval_86.py: 0.000313s
HumanEval_87.py: 0.000545s
HumanEval_88.py: 0.000093s
HumanEval_89.py: 0.000453s
HumanEval_90.py: 0.000100s
HumanEval_91.py: 0.000252s
HumanEval_92.py: 0.000092s
HumanEval_93.py: 0.000678s
HumanEval_94.py: 0.001066s
HumanEval_95.py: 0.000234s
HumanEval_96.py: 0.001652s
HumanEval_97.py: 0.000059s
HumanEval_98.py: 0.000065s
HumanEval_99.py: 0.000156s
HumanEval_100.py: 0.000070s
HumanEval_101.py: 0.000410s
HumanEval_102.py: 0.000029s
HumanEval_103.py: 0.001028s
HumanEval_104.py: 0.000376s
HumanEval_105.py: 0.000137s
HumanEval_106.py: 0.000111s
HumanEval_107.py: 0.001759s
HumanEval_108.py: 0.000803s
HumanEval_109.py: 0.000149s
HumanEval_110.py: 0.000085s
HumanEval_111.py: 0.000316s
HumanEval_112.py: 0.000173s
HumanEval_113.py: 0.000249s
HumanEval_114.py: 0.000356s
HumanEval_115.py: 0.000176s
HumanEval_116.py: 0.000559s
HumanEval_117.py: 0.000557s
HumanEval_118.py: 0.000176s
HumanEval_119.py: 0.000159s
HumanEval_120.py: 0.000104s
HumanEval_121.py: 0.000126s
HumanEval_122.py: 0.000152s
HumanEval_123.py: 0.000174s
HumanEval_124.py: 0.000282s
HumanEval_125.py: 0.000195s
HumanEval_126.py: 0.000835s
HumanEval_127.py: 0.000131s
HumanEval_128.py: 0.000342s
HumanEval_129.py: 0.000762s
HumanEval_130.py: 0.000303s
HumanEval_131.py: 0.000100s
HumanEval_132.py: 0.000558s
HumanEval_133.py: 0.000298s
HumanEval_134.py: 0.000133s
HumanEval_135.py: 0.000093s
HumanEval_136.py: 0.000526s
HumanEval_137.py: 0.000128s
HumanEval_138.py: 0.000026s
HumanEval_139.py: 0.000037s
HumanEval_140.py: 0.000437s
HumanEval_141.py: 0.000704s
HumanEval_142.py: 0.000619s
HumanEval_143.py: 0.000475s
HumanEval_144.py: 0.000223s
HumanEval_145.py: 0.000834s
HumanEval_146.py: 0.000119s
HumanEval_147.py: 0.349556s
HumanEval_148.py: 0.000078s
HumanEval_149.py: 0.000229s
HumanEval_150.py: 0.006278s
HumanEval_151.py: 0.000739s
HumanEval_152.py: 0.000101s
HumanEval_153.py: 0.002634s
HumanEval_154.py: 0.000203s
HumanEval_155.py: 0.000145s
HumanEval_156.py: 0.000392s
HumanEval_157.py: 0.000067s
HumanEval_158.py: 0.000348s
HumanEval_159.py: 0.000026s
HumanEval_160.py: 0.000289s
HumanEval_161.py: 0.000274s
HumanEval_162.py: 0.000086s
HumanEval_163.py: 0.000129s
