HumanEval_0.py: 0.000429s
HumanEval_1.py: 0.000214s
HumanEval_2.py: 0.000019s
HumanEval_3.py: 0.000046s
HumanEval_4.py: 0.000146s
HumanEval_5.py: 0.000076s
HumanEval_6.py: 0.000235s
HumanEval_7.py: 0.000046s
HumanEval_8.py: 0.000029s
HumanEval_9.py: 0.000062s
HumanEval_10.py: 0.000099s
HumanEval_11.py: 0.000078s
HumanEval_12.py: 0.000044s
HumanEval_13.py: 0.000018s
HumanEval_14.py: 0.000059s
HumanEval_15.py: 0.000100s
HumanEval_16.py: 0.000060s
HumanEval_17.py: 0.000098s
HumanEval_18.py: 0.000106s
HumanEval_19.py: 0.000175s
HumanEval_20.py: 0.000184s
HumanEval_21.py: 0.000123s
HumanEval_22.py: 0.000039s
HumanEval_23.py: 0.000015s
HumanEval_24.py: 0.000042s
HumanEval_25.py: 0.000198s
HumanEval_26.py: 0.000084s
HumanEval_27.py: 0.000025s
HumanEval_28.py: 0.000020s
HumanEval_29.py: 0.000042s
HumanEval_30.py: 0.000045s
HumanEval_31.py: 0.000196s
HumanEval_33.py: 0.000407s
HumanEval_34.py: 0.000015s
HumanEval_35.py: 0.000018s
HumanEval_36.py: 0.208139s
HumanEval_37.py: 0.000156s
HumanEval_38.py: 0.052912s
HumanEval_39.py: 0.021844s
HumanEval_40.py: 0.000232s
HumanEval_41.py: 0.000014s
HumanEval_42.py: 0.000033s
HumanEval_43.py: 0.000193s
HumanEval_44.py: 0.000132s
HumanEval_45.py: 0.000010s
HumanEval_46.py: 0.000184s
HumanEval_47.py: 0.000067s
HumanEval_48.py: 0.000027s
HumanEval_49.py: 0.000113s
HumanEval_50.py: 0.066891s
HumanEval_51.py: 0.000195s
HumanEval_52.py: 0.000117s
HumanEval_53.py: 0.005530s
HumanEval_54.py: 0.000058s
HumanEval_55.py: 0.000049s
HumanEval_56.py: 0.000151s
HumanEval_57.py: 0.000086s
HumanEval_58.py: 0.000060s
HumanEval_59.py: 0.000079s
HumanEval_60.py: 0.000018s
HumanEval_61.py: 0.000155s
HumanEval_62.py: 0.000081s
HumanEval_63.py: 0.000076s
HumanEval_64.py: 0.000147s
HumanEval_66.py: 0.000297s
HumanEval_67.py: 0.000239s
HumanEval_68.py: 0.000091s
HumanEval_69.py: 0.001815s
HumanEval_70.py: 0.000581s
HumanEval_71.py: 0.000090s
HumanEval_72.py: 0.000045s
HumanEval_73.py: 0.000092s
HumanEval_74.py: 0.000353s
HumanEval_76.py: 0.000051s
HumanEval_77.py: 0.000106s
HumanEval_78.py: 0.000182s
HumanEval_79.py: 0.000032s
HumanEval_80.py: 0.000143s
HumanEval_81.py: 0.000129s
HumanEval_82.py: 0.000140s
HumanEval_83.py: 0.000029s
HumanEval_84.py: 0.000139s
HumanEval_85.py: 0.000088s
HumanEval_86.py: 0.000306s
HumanEval_87.py: 0.000491s
HumanEval_88.py: 0.000067s
HumanEval_89.py: 0.000461s
HumanEval_90.py: 0.000098s
HumanEval_92.py: 0.000083s
HumanEval_94.py: 0.001109s
HumanEval_95.py: 0.000369s
HumanEval_96.py: 0.001687s
HumanEval_97.py: 0.000058s
HumanEval_98.py: 0.000156s
HumanEval_99.py: 0.000061s
HumanEval_100.py: 0.000071s
HumanEval_101.py: 0.000118s
HumanEval_102.py: 0.000034s
HumanEval_103.py: 0.000147s
HumanEval_104.py: 0.000349s
HumanEval_105.py: 0.000152s
HumanEval_106.py: 0.000159s
HumanEval_107.py: 0.000756s
HumanEval_109.py: 0.000111s
HumanEval_110.py: 0.000245s
HumanEval_111.py: 0.000732s
HumanEval_112.py: 0.000168s
HumanEval_113.py: 0.000210s
HumanEval_114.py: 0.000394s
HumanEval_115.py: 0.000134s
HumanEval_116.py: 0.000803s
HumanEval_117.py: 0.000684s
HumanEval_118.py: 0.000130s
HumanEval_119.py: 0.000272s
HumanEval_120.py: 0.000148s
HumanEval_121.py: 0.000139s
HumanEval_122.py: 0.000124s
HumanEval_123.py: 0.000146s
HumanEval_124.py: 0.000283s
HumanEval_125.py: 0.000239s
HumanEval_126.py: 0.001388s
HumanEval_127.py: 0.000150s
HumanEval_128.py: 0.000214s
HumanEval_130.py: 0.000924s
HumanEval_131.py: 0.000096s
HumanEval_133.py: 0.000451s
HumanEval_136.py: 0.000293s
HumanEval_137.py: 0.000161s
HumanEval_138.py: 0.000025s
HumanEval_139.py: 0.000037s
HumanEval_140.py: 0.000165s
HumanEval_142.py: 0.000355s
HumanEval_143.py: 0.000396s
HumanEval_144.py: 0.000234s
HumanEval_146.py: 0.000281s
HumanEval_147.py: 0.277387s
HumanEval_148.py: 0.000097s
HumanEval_149.py: 0.000258s
HumanEval_150.py: 0.000153s
HumanEval_151.py: 0.000975s
HumanEval_152.py: 0.000084s
HumanEval_153.py: 0.003133s
HumanEval_154.py: 0.000109s
HumanEval_155.py: 0.000381s
HumanEval_156.py: 0.000491s
HumanEval_157.py: 0.000063s
HumanEval_158.py: 0.000353s
HumanEval_159.py: 0.000027s
HumanEval_161.py: 0.000476s
HumanEval_162.py: 0.000081s
HumanEval_163.py: 0.000243s
