HumanEval_0.py: 0.000449s
HumanEval_1.py: 0.000217s
HumanEval_2.py: 0.000018s
HumanEval_3.py: 0.000044s
HumanEval_4.py: 0.000144s
HumanEval_5.py: 0.000078s
HumanEval_6.py: 0.000238s
HumanEval_7.py: 0.000048s
HumanEval_8.py: 0.000030s
HumanEval_9.py: 0.000061s
HumanEval_10.py: 0.000097s
HumanEval_11.py: 0.000078s
HumanEval_12.py: 0.000046s
HumanEval_13.py: 0.000019s
HumanEval_14.py: 0.000057s
HumanEval_15.py: 0.000100s
HumanEval_16.py: 0.000061s
HumanEval_17.py: 0.000099s
HumanEval_18.py: 0.000107s
HumanEval_19.py: 0.000174s
HumanEval_20.py: 0.000183s
HumanEval_21.py: 0.000122s
HumanEval_22.py: 0.000040s
HumanEval_23.py: 0.000015s
HumanEval_24.py: 0.000041s
HumanEval_25.py: 0.000202s
HumanEval_26.py: 0.000085s
HumanEval_27.py: 0.000025s
HumanEval_28.py: 0.000020s
HumanEval_29.py: 0.000043s
HumanEval_30.py: 0.000044s
HumanEval_31.py: 0.000200s
HumanEval_33.py: 0.000408s
HumanEval_34.py: 0.000015s
HumanEval_35.py: 0.000017s
HumanEval_36.py: 0.209647s
HumanEval_37.py: 0.000151s
HumanEval_38.py: 0.054767s
HumanEval_39.py: 0.021832s
HumanEval_40.py: 0.000228s
HumanEval_41.py: 0.000013s
HumanEval_42.py: 0.000032s
HumanEval_43.py: 0.000192s
HumanEval_44.py: 0.000156s
HumanEval_45.py: 0.000010s
HumanEval_46.py: 0.000182s
HumanEval_47.py: 0.000066s
HumanEval_48.py: 0.000027s
HumanEval_49.py: 0.000094s
HumanEval_50.py: 0.067353s
HumanEval_51.py: 0.000203s
HumanEval_52.py: 0.000122s
HumanEval_53.py: 0.005669s
HumanEval_54.py: 0.000059s
HumanEval_55.py: 0.000049s
HumanEval_56.py: 0.000159s
HumanEval_57.py: 0.000084s
HumanEval_58.py: 0.000061s
HumanEval_59.py: 0.000079s
HumanEval_60.py: 0.000018s
HumanEval_61.py: 0.000152s
HumanEval_62.py: 0.000079s
HumanEval_63.py: 0.000076s
HumanEval_64.py: 0.000149s
HumanEval_66.py: 0.000302s
HumanEval_67.py: 0.000226s
HumanEval_68.py: 0.000090s
HumanEval_69.py: 0.001815s
HumanEval_70.py: 0.000569s
HumanEval_71.py: 0.000091s
HumanEval_72.py: 0.000043s
HumanEval_73.py: 0.000088s
HumanEval_74.py: 0.000347s
HumanEval_76.py: 0.000051s
HumanEval_77.py: 0.000105s
HumanEval_78.py: 0.000179s
HumanEval_79.py: 0.000036s
HumanEval_80.py: 0.000142s
HumanEval_81.py: 0.000124s
HumanEval_82.py: 0.000141s
HumanEval_83.py: 0.000029s
HumanEval_84.py: 0.000142s
HumanEval_85.py: 0.000090s
HumanEval_86.py: 0.000305s
HumanEval_87.py: 0.000478s
HumanEval_88.py: 0.000068s
HumanEval_89.py: 0.000462s
HumanEval_90.py: 0.000101s
HumanEval_92.py: 0.000083s
HumanEval_94.py: 0.001100s
HumanEval_95.py: 0.000377s
HumanEval_96.py: 0.001668s
HumanEval_97.py: 0.000056s
HumanEval_98.py: 0.000152s
HumanEval_99.py: 0.000061s
HumanEval_100.py: 0.000070s
HumanEval_101.py: 0.000117s
HumanEval_102.py: 0.000034s
HumanEval_103.py: 0.000150s
HumanEval_104.py: 0.000357s
HumanEval_105.py: 0.000152s
HumanEval_106.py: 0.000163s
HumanEval_107.py: 0.000780s
HumanEval_109.py: 0.000104s
HumanEval_110.py: 0.000242s
HumanEval_111.py: 0.000712s
HumanEval_112.py: 0.000167s
HumanEval_113.py: 0.000206s
HumanEval_114.py: 0.000378s
HumanEval_115.py: 0.000134s
HumanEval_116.py: 0.000812s
HumanEval_117.py: 0.000672s
HumanEval_118.py: 0.000129s
HumanEval_119.py: 0.000278s
HumanEval_120.py: 0.000145s
HumanEval_121.py: 0.000133s
HumanEval_122.py: 0.000122s
HumanEval_123.py: 0.000147s
HumanEval_124.py: 0.000292s
HumanEval_125.py: 0.000240s
HumanEval_126.py: 0.001377s
HumanEval_127.py: 0.000153s
HumanEval_128.py: 0.000207s
HumanEval_130.py: 0.000922s
HumanEval_131.py: 0.000096s
HumanEval_133.py: 0.000450s
HumanEval_136.py: 0.000303s
HumanEval_137.py: 0.000160s
HumanEval_138.py: 0.000025s
HumanEval_139.py: 0.000037s
HumanEval_140.py: 0.000164s
HumanEval_142.py: 0.000339s
HumanEval_143.py: 0.000395s
HumanEval_144.py: 0.000239s
HumanEval_146.py: 0.000283s
HumanEval_147.py: 0.276503s
HumanEval_148.py: 0.000103s
HumanEval_149.py: 0.000258s
HumanEval_150.py: 0.000158s
HumanEval_151.py: 0.000977s
HumanEval_152.py: 0.000088s
HumanEval_153.py: 0.003246s
HumanEval_154.py: 0.000085s
HumanEval_155.py: 0.000366s
HumanEval_156.py: 0.000474s
HumanEval_157.py: 0.000063s
HumanEval_158.py: 0.000356s
HumanEval_159.py: 0.000027s
HumanEval_161.py: 0.000470s
HumanEval_162.py: 0.000086s
HumanEval_163.py: 0.000243s
