HumanEval_0.py: 0.000432s
HumanEval_1.py: 0.000218s
HumanEval_2.py: 0.000020s
HumanEval_3.py: 0.000045s
HumanEval_4.py: 0.000146s
HumanEval_5.py: 0.000078s
HumanEval_6.py: 0.000236s
HumanEval_7.py: 0.000046s
HumanEval_8.py: 0.000029s
HumanEval_9.py: 0.000063s
HumanEval_10.py: 0.000098s
HumanEval_11.py: 0.000076s
HumanEval_12.py: 0.000046s
HumanEval_13.py: 0.000019s
HumanEval_14.py: 0.000056s
HumanEval_15.py: 0.000101s
HumanEval_16.py: 0.000060s
HumanEval_17.py: 0.000101s
HumanEval_18.py: 0.000110s
HumanEval_19.py: 0.000175s
HumanEval_20.py: 0.000180s
HumanEval_21.py: 0.000125s
HumanEval_22.py: 0.000040s
HumanEval_23.py: 0.000015s
HumanEval_24.py: 0.000041s
HumanEval_25.py: 0.000201s
HumanEval_26.py: 0.000086s
HumanEval_27.py: 0.000025s
HumanEval_28.py: 0.000020s
HumanEval_29.py: 0.000044s
HumanEval_30.py: 0.000042s
HumanEval_31.py: 0.000197s
HumanEval_33.py: 0.000407s
HumanEval_34.py: 0.000016s
HumanEval_35.py: 0.000021s
HumanEval_36.py: 0.214216s
HumanEval_37.py: 0.000152s
HumanEval_38.py: 0.053334s
HumanEval_39.py: 0.021936s
HumanEval_40.py: 0.000228s
HumanEval_41.py: 0.000014s
HumanEval_42.py: 0.000033s
HumanEval_43.py: 0.000194s
HumanEval_44.py: 0.000131s
HumanEval_45.py: 0.000010s
HumanEval_46.py: 0.000180s
HumanEval_47.py: 0.000066s
HumanEval_48.py: 0.000026s
HumanEval_49.py: 0.000094s
HumanEval_50.py: 0.066009s
HumanEval_51.py: 0.000195s
HumanEval_52.py: 0.000116s
HumanEval_53.py: 0.005533s
HumanEval_54.py: 0.000058s
HumanEval_55.py: 0.000050s
HumanEval_56.py: 0.000154s
HumanEval_57.py: 0.000086s
HumanEval_58.py: 0.000060s
HumanEval_59.py: 0.000079s
HumanEval_60.py: 0.000020s
HumanEval_61.py: 0.000151s
HumanEval_62.py: 0.000078s
HumanEval_63.py: 0.000081s
HumanEval_64.py: 0.000148s
HumanEval_66.py: 0.000296s
HumanEval_67.py: 0.000233s
HumanEval_68.py: 0.000092s
HumanEval_69.py: 0.001806s
HumanEval_70.py: 0.000575s
HumanEval_71.py: 0.000091s
HumanEval_72.py: 0.000043s
HumanEval_73.py: 0.000089s
HumanEval_74.py: 0.000349s
HumanEval_76.py: 0.000051s
HumanEval_77.py: 0.000107s
HumanEval_78.py: 0.000177s
HumanEval_79.py: 0.000033s
HumanEval_80.py: 0.000143s
HumanEval_81.py: 0.000127s
HumanEval_82.py: 0.000144s
HumanEval_83.py: 0.000030s
HumanEval_84.py: 0.000144s
HumanEval_85.py: 0.000090s
HumanEval_86.py: 0.000300s
HumanEval_87.py: 0.000488s
HumanEval_88.py: 0.000069s
HumanEval_89.py: 0.000462s
HumanEval_90.py: 0.000098s
HumanEval_92.py: 0.000084s
HumanEval_94.py: 0.001097s
HumanEval_95.py: 0.000368s
HumanEval_96.py: 0.001643s
HumanEval_97.py: 0.000056s
HumanEval_98.py: 0.000153s
HumanEval_99.py: 0.000062s
HumanEval_100.py: 0.000070s
HumanEval_101.py: 0.000119s
HumanEval_102.py: 0.000034s
HumanEval_103.py: 0.000146s
HumanEval_104.py: 0.000354s
HumanEval_105.py: 0.000150s
HumanEval_106.py: 0.000158s
HumanEval_107.py: 0.000767s
HumanEval_109.py: 0.000107s
HumanEval_110.py: 0.000250s
HumanEval_111.py: 0.000743s
HumanEval_112.py: 0.000170s
HumanEval_113.py: 0.000210s
HumanEval_114.py: 0.000374s
HumanEval_115.py: 0.000133s
HumanEval_116.py: 0.000802s
HumanEval_117.py: 0.000686s
HumanEval_118.py: 0.000131s
HumanEval_119.py: 0.000285s
HumanEval_120.py: 0.000144s
HumanEval_121.py: 0.000134s
HumanEval_122.py: 0.000122s
HumanEval_123.py: 0.000151s
HumanEval_124.py: 0.000287s
HumanEval_125.py: 0.000241s
HumanEval_126.py: 0.001441s
HumanEval_127.py: 0.000155s
HumanEval_128.py: 0.000209s
HumanEval_130.py: 0.000918s
HumanEval_131.py: 0.000096s
HumanEval_133.py: 0.000455s
HumanEval_136.py: 0.000299s
HumanEval_137.py: 0.000159s
HumanEval_138.py: 0.000025s
HumanEval_139.py: 0.000037s
HumanEval_140.py: 0.000170s
HumanEval_142.py: 0.000344s
HumanEval_143.py: 0.000397s
HumanEval_144.py: 0.000246s
HumanEval_146.py: 0.000292s
HumanEval_147.py: 0.277861s
HumanEval_148.py: 0.000091s
HumanEval_149.py: 0.000259s
HumanEval_150.py: 0.000152s
HumanEval_151.py: 0.000936s
HumanEval_152.py: 0.000090s
HumanEval_153.py: 0.003095s
HumanEval_154.py: 0.000085s
HumanEval_155.py: 0.000367s
HumanEval_156.py: 0.000491s
HumanEval_157.py: 0.000063s
HumanEval_158.py: 0.000344s
HumanEval_159.py: 0.000026s
HumanEval_161.py: 0.000462s
HumanEval_162.py: 0.000079s
HumanEval_163.py: 0.000237s
