Mbpp_2.py: Kernel usage: 5.19%, CPU usage: 166.12%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_3.py: Kernel usage: 5.90%, CPU usage: 188.77%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_7.py: Kernel usage: 8.15%, CPU usage: 260.78%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_8.py: Kernel usage: 7.67%, CPU usage: 245.34%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_12.py: Kernel usage: 5.60%, CPU usage: 179.17%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_14.py: Kernel usage: 4.26%, CPU usage: 136.40%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_17.py: Kernel usage: 4.20%, CPU usage: 134.28%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_19.py: Kernel usage: 5.73%, CPU usage: 183.21%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_20.py: Kernel usage: 5.90%, CPU usage: 188.89%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_21.py: Kernel usage: 6.30%, CPU usage: 201.76%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_22.py: Kernel usage: 6.19%, CPU usage: 198.03%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_23.py: Kernel usage: 6.43%, CPU usage: 205.84%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_24.py: Kernel usage: 7.45%, CPU usage: 238.47%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_28.py: Kernel usage: 6.25%, CPU usage: 199.95%, CPU Runtime: 0.04s, Total Runtime: 0.02s
Mbpp_30.py: Kernel usage: 6.07%, CPU usage: 194.22%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_31.py: Kernel usage: 6.71%, CPU usage: 214.75%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_37.py: Kernel usage: 7.76%, CPU usage: 248.23%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_38.py: Kernel usage: 7.80%, CPU usage: 249.47%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_40.py: Kernel usage: 5.78%, CPU usage: 184.93%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_41.py: Kernel usage: 6.83%, CPU usage: 218.50%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_42.py: Kernel usage: 6.95%, CPU usage: 222.51%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_46.py: Kernel usage: 5.81%, CPU usage: 185.79%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_49.py: Kernel usage: 5.63%, CPU usage: 180.08%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_50.py: Kernel usage: 10.03%, CPU usage: 321.07%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_51.py: Kernel usage: 4.36%, CPU usage: 139.51%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_53.py: Kernel usage: 4.42%, CPU usage: 141.43%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_54.py: Kernel usage: 6.06%, CPU usage: 194.03%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_55.py: Kernel usage: 5.11%, CPU usage: 163.53%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_57.py: Kernel usage: 5.94%, CPU usage: 190.16%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_58.py: Kernel usage: 4.22%, CPU usage: 135.12%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_60.py: Kernel usage: 6.53%, CPU usage: 209.05%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_61.py: Kernel usage: 6.84%, CPU usage: 218.87%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_63.py: Kernel usage: 8.15%, CPU usage: 260.82%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_64.py: Kernel usage: 7.95%, CPU usage: 254.48%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_65.py: Kernel usage: 5.72%, CPU usage: 183.08%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_66.py: Kernel usage: 5.04%, CPU usage: 161.15%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_68.py: Kernel usage: 8.20%, CPU usage: 262.51%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_69.py: Kernel usage: 6.19%, CPU usage: 198.11%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_70.py: Kernel usage: 8.99%, CPU usage: 287.64%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_71.py: Kernel usage: 6.57%, CPU usage: 210.09%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_74.py: Kernel usage: 6.71%, CPU usage: 214.62%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_75.py: Kernel usage: 7.97%, CPU usage: 255.09%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_76.py: Kernel usage: 5.03%, CPU usage: 160.89%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_79.py: Kernel usage: 6.13%, CPU usage: 196.17%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_80.py: Kernel usage: 4.49%, CPU usage: 143.82%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_81.py: Kernel usage: 6.59%, CPU usage: 210.76%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_82.py: Kernel usage: 4.34%, CPU usage: 138.94%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_84.py: Kernel usage: 6.24%, CPU usage: 199.84%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_85.py: Kernel usage: 4.24%, CPU usage: 135.74%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_86.py: Kernel usage: 4.33%, CPU usage: 138.52%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_88.py: Kernel usage: 5.39%, CPU usage: 172.60%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_89.py: Kernel usage: 3.96%, CPU usage: 126.56%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_90.py: Kernel usage: 6.32%, CPU usage: 202.18%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_91.py: Kernel usage: 4.78%, CPU usage: 153.03%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_92.py: Kernel usage: 6.02%, CPU usage: 192.48%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_93.py: Kernel usage: 5.75%, CPU usage: 184.07%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_94.py: Kernel usage: 8.17%, CPU usage: 261.54%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_95.py: Kernel usage: 5.88%, CPU usage: 188.09%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_96.py: Kernel usage: 5.81%, CPU usage: 185.88%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_97.py: Kernel usage: 6.17%, CPU usage: 197.31%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_98.py: Kernel usage: 5.67%, CPU usage: 181.48%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_102.py: Kernel usage: 9.52%, CPU usage: 304.62%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_103.py: Kernel usage: 6.08%, CPU usage: 194.44%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_104.py: Kernel usage: 10.01%, CPU usage: 320.24%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_105.py: Kernel usage: 5.55%, CPU usage: 177.61%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_106.py: Kernel usage: 4.52%, CPU usage: 144.56%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_107.py: Kernel usage: 5.53%, CPU usage: 176.87%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_109.py: Kernel usage: 5.47%, CPU usage: 175.00%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_110.py: Kernel usage: 6.13%, CPU usage: 196.03%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_112.py: Kernel usage: 4.12%, CPU usage: 131.92%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_113.py: Kernel usage: 7.78%, CPU usage: 249.04%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_115.py: Kernel usage: 4.25%, CPU usage: 135.87%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_116.py: Kernel usage: 4.96%, CPU usage: 158.84%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_117.py: Kernel usage: 6.64%, CPU usage: 212.37%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_118.py: Kernel usage: 6.21%, CPU usage: 198.76%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_121.py: Kernel usage: 6.15%, CPU usage: 196.93%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_126.py: Kernel usage: 6.18%, CPU usage: 197.66%, CPU Runtime: 0.00s, Total Runtime: 0.00s
