HumanEval_2.py: 0.000022s
HumanEval_3.py: 0.000048s
HumanEval_5.py: 0.000057s
HumanEval_7.py: 0.000053s
HumanEval_9.py: 0.000128s
HumanEval_10.py: 0.000081s
HumanEval_11.py: 0.000137s
HumanEval_12.py: 0.000091s
HumanEval_13.py: 0.000019s
HumanEval_14.py: 0.000058s
HumanEval_15.py: 0.000076s
HumanEval_22.py: 0.000067s
HumanEval_23.py: 0.000017s
HumanEval_24.py: 0.000095s
HumanEval_27.py: 0.000420s
HumanEval_28.py: 0.000020s
HumanEval_30.py: 0.000045s
HumanEval_31.py: 0.010869s
HumanEval_34.py: 0.000021s
HumanEval_35.py: 0.000019s
HumanEval_38.py: 0.057726s
HumanEval_42.py: 0.000037s
HumanEval_45.py: 0.000013s
HumanEval_48.py: 0.000029s
HumanEval_50.py: 0.074064s
HumanEval_51.py: 0.000239s
HumanEval_52.py: 0.000135s
HumanEval_53.py: 0.006282s
HumanEval_55.py: 0.002950s
HumanEval_58.py: 0.000070s
HumanEval_60.py: 0.000050s
HumanEval_62.py: 0.000077s
HumanEval_63.py: 0.015514s
HumanEval_67.py: 0.000295s
HumanEval_76.py: 0.000113s
HumanEval_77.py: 0.000137s
HumanEval_79.py: 0.000034s
HumanEval_80.py: 0.000128s
HumanEval_92.py: 0.000095s
HumanEval_95.py: 0.000242s
HumanEval_102.py: 0.000032s
HumanEval_103.py: 0.001095s
HumanEval_109.py: 0.000180s
HumanEval_111.py: 0.000337s
HumanEval_121.py: 0.000138s
HumanEval_131.py: 0.000118s
HumanEval_138.py: 0.000028s
HumanEval_142.py: 0.000524s
HumanEval_144.py: 0.000242s
HumanEval_148.py: 0.000086s
HumanEval_149.py: 0.000273s
HumanEval_150.py: 0.007390s
HumanEval_157.py: 0.000072s
