HumanEval_2.py: 0.000021s
HumanEval_3.py: 0.000046s
HumanEval_5.py: 0.000053s
HumanEval_7.py: 0.000049s
HumanEval_9.py: 0.000119s
HumanEval_10.py: 0.000078s
HumanEval_11.py: 0.000129s
HumanEval_12.py: 0.000090s
HumanEval_13.py: 0.000019s
HumanEval_14.py: 0.000058s
HumanEval_15.py: 0.000073s
HumanEval_22.py: 0.000063s
HumanEval_23.py: 0.000017s
HumanEval_24.py: 0.000092s
HumanEval_27.py: 0.000411s
HumanEval_28.py: 0.000019s
HumanEval_30.py: 0.000045s
HumanEval_31.py: 0.010346s
HumanEval_34.py: 0.000020s
HumanEval_35.py: 0.000024s
HumanEval_38.py: 0.054800s
HumanEval_42.py: 0.000033s
HumanEval_45.py: 0.000012s
HumanEval_48.py: 0.000028s
HumanEval_50.py: 0.071420s
HumanEval_51.py: 0.000225s
HumanEval_52.py: 0.000122s
HumanEval_53.py: 0.005929s
HumanEval_55.py: 0.002886s
HumanEval_58.py: 0.000066s
HumanEval_60.py: 0.000048s
HumanEval_62.py: 0.000071s
HumanEval_63.py: 0.014803s
HumanEval_67.py: 0.000277s
HumanEval_76.py: 0.000106s
HumanEval_77.py: 0.000124s
HumanEval_79.py: 0.000035s
HumanEval_80.py: 0.000119s
HumanEval_92.py: 0.000091s
HumanEval_95.py: 0.000237s
HumanEval_102.py: 0.000029s
HumanEval_103.py: 0.001042s
HumanEval_109.py: 0.000154s
HumanEval_111.py: 0.000326s
HumanEval_121.py: 0.000127s
HumanEval_131.py: 0.000106s
HumanEval_138.py: 0.000026s
HumanEval_142.py: 0.000575s
HumanEval_144.py: 0.000250s
HumanEval_148.py: 0.000093s
HumanEval_149.py: 0.000286s
HumanEval_150.py: 0.006844s
HumanEval_157.py: 0.000067s
