HumanEval_0.py: Kernel usage: 3.20%, CPU usage: 102.26%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_3.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 11.85s, Total Runtime: 5.92s
Mbpp_4.py: Kernel usage: 9.36%, CPU usage: 299.48%, CPU Runtime: 0.25s, Total Runtime: 0.08s
HumanEval_4.py: Kernel usage: 12.00%, CPU usage: 384.03%, CPU Runtime: 0.03s, Total Runtime: 0.01s
HumanEval_9.py: Kernel usage: 7.53%, CPU usage: 240.99%, CPU Runtime: 0.01s, Total Runtime: 0.01s
Mbpp_12.py: Kernel usage: 9.27%, CPU usage: 296.48%, CPU Runtime: 6.85s, Total Runtime: 2.31s
HumanEval_16.py: Kernel usage: 7.23%, CPU usage: 231.32%, CPU Runtime: 0.17s, Total Runtime: 0.07s
Mbpp_19.py: Kernel usage: 6.00%, CPU usage: 192.14%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_20.py: Kernel usage: 6.91%, CPU usage: 221.00%, CPU Runtime: 56.91s, Total Runtime: 25.75s
HumanEval_24.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 1.84s, Total Runtime: 0.92s
HumanEval_31.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 1.57s, Total Runtime: 0.79s
HumanEval_34.py: Kernel usage: 6.27%, CPU usage: 200.53%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_37.py: Kernel usage: 7.36%, CPU usage: 235.46%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_49.py: Kernel usage: 6.25%, CPU usage: 199.89%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_51.py: Kernel usage: 10.30%, CPU usage: 329.56%, CPU Runtime: 1.04s, Total Runtime: 0.32s
HumanEval_54.py: Kernel usage: 6.25%, CPU usage: 199.99%, CPU Runtime: 0.07s, Total Runtime: 0.04s
HumanEval_58.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 99.66s, Total Runtime: 49.83s
Mbpp_62.py: Kernel usage: 5.82%, CPU usage: 186.33%, CPU Runtime: 0.04s, Total Runtime: 0.02s
HumanEval_74.py: Kernel usage: 7.08%, CPU usage: 226.57%, CPU Runtime: 0.00s, Total Runtime: 0.00s
