HumanEval_0.py: Kernel usage: 6.74%, CPU usage: 215.66%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_1.py: Kernel usage: 6.91%, CPU usage: 221.07%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_2.py: Kernel usage: 4.25%, CPU usage: 136.06%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_3.py: Kernel usage: 5.08%, CPU usage: 162.42%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_4.py: Kernel usage: 6.34%, CPU usage: 202.98%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_7.py: Kernel usage: 6.23%, CPU usage: 199.25%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_8.py: Kernel usage: 4.71%, CPU usage: 150.58%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_9.py: Kernel usage: 6.75%, CPU usage: 216.06%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_10.py: Kernel usage: 6.69%, CPU usage: 214.16%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_11.py: Kernel usage: 8.91%, CPU usage: 285.02%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_12.py: Kernel usage: 6.27%, CPU usage: 200.51%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_13.py: Kernel usage: 5.23%, CPU usage: 167.43%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_14.py: Kernel usage: 6.24%, CPU usage: 199.54%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_15.py: Kernel usage: 7.36%, CPU usage: 235.51%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_16.py: Kernel usage: 8.65%, CPU usage: 276.83%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_18.py: Kernel usage: 6.98%, CPU usage: 223.29%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_19.py: Kernel usage: 7.97%, CPU usage: 255.02%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_20.py: Kernel usage: 6.13%, CPU usage: 196.26%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_21.py: Kernel usage: 6.89%, CPU usage: 220.36%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_22.py: Kernel usage: 6.47%, CPU usage: 207.02%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_23.py: Kernel usage: 4.88%, CPU usage: 156.18%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_24.py: Kernel usage: 5.87%, CPU usage: 187.71%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_25.py: Kernel usage: 6.25%, CPU usage: 199.99%, CPU Runtime: 0.24s, Total Runtime: 0.12s
HumanEval_27.py: Kernel usage: 7.01%, CPU usage: 224.22%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_28.py: Kernel usage: 4.70%, CPU usage: 150.54%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_29.py: Kernel usage: 8.27%, CPU usage: 264.51%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_31.py: Kernel usage: 6.22%, CPU usage: 198.98%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_32.py: Kernel usage: 11.37%, CPU usage: 363.85%, CPU Runtime: 1.03s, Total Runtime: 0.28s
HumanEval_34.py: Kernel usage: 5.74%, CPU usage: 183.80%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_35.py: Kernel usage: 5.56%, CPU usage: 178.04%, CPU Runtime: 0.00s, Total Runtime: 0.00s
