HumanEval_0.py: 0.010625s
Mbpp_3.py: 0.000415s
HumanEval_4.py: 11.475847s
HumanEval_9.py: 0.006340s
Mbpp_12.py: 1.673301s
HumanEval_16.py: 0.005364s
Mbpp_19.py: 0.001524s
HumanEval_20.py: 30.353783s
HumanEval_31.py: 1.012896s
HumanEval_33.py: 0.002403s
HumanEval_34.py: 0.005166s
HumanEval_37.py: 0.001630s
HumanEval_49.py: 0.001916s
HumanEval_51.py: 0.346689s
HumanEval_54.py: 0.008562s
HumanEval_58.py: 63.100397s
HumanEval_59.py: 0.000009s
Mbpp_62.py: 0.033932s
HumanEval_64.py: 0.311239s
HumanEval_74.py: 0.001082s
Mbpp_75.py: 0.000469s
HumanEval_85.py: 0.023854s
HumanEval_86.py: 0.439164s
HumanEval_87.py: 0.016408s
Mbpp_88.py: 0.003785s
HumanEval_89.py: 0.754650s
HumanEval_90.py: 0.003331s
Mbpp_90.py: 0.001439s
Mbpp_94.py: 0.002549s
Mbpp_96.py: 0.043155s
Mbpp_97.py: 0.002567s
Mbpp_106.py: 0.001249s
HumanEval_113.py: 1.978461s
HumanEval_121.py: 0.010495s
Mbpp_123.py: 0.348116s
Mbpp_128.py: 0.074497s
Mbpp_129.py: 0.208392s
Mbpp_130.py: 0.003540s
Mbpp_137.py: 0.096935s
Mbpp_140.py: 0.009706s
Mbpp_141.py: 0.000680s
HumanEval_149.py: 0.039508s
Mbpp_166.py: 0.104515s
Mbpp_170.py: 0.025052s
Mbpp_226.py: 0.256914s
Mbpp_230.py: 0.039635s
Mbpp_240.py: 0.001309s
Mbpp_256.py: 2.161225s
Mbpp_265.py: 0.063618s
Mbpp_281.py: 0.000747s
Mbpp_308.py: 0.040988s
Mbpp_392.py: 0.217329s
Mbpp_395.py: 0.002777s
Mbpp_405.py: 0.000919s
Mbpp_414.py: 0.000386s
Mbpp_421.py: 0.033194s
Mbpp_424.py: 0.000722s
Mbpp_425.py: 0.002834s
Mbpp_428.py: 0.006210s
Mbpp_433.py: 0.166479s
Mbpp_446.py: 0.001242s
Mbpp_451.py: 0.001315s
Mbpp_456.py: 0.014454s
Mbpp_460.py: 0.002456s
Mbpp_474.py: 0.034092s
Mbpp_476.py: 0.025136s
Mbpp_477.py: 0.000708s
Mbpp_572.py: 0.952693s
Mbpp_578.py: 0.019247s
Mbpp_586.py: 0.000406s
Mbpp_587.py: 0.001395s
Mbpp_588.py: 0.032527s
Mbpp_592.py: 0.416001s
Mbpp_604.py: 0.012501s
Mbpp_610.py: 0.038415s
Mbpp_611.py: 0.004079s
Mbpp_631.py: 0.000354s
Mbpp_632.py: 0.002079s
Mbpp_633.py: 0.022909s
Mbpp_644.py: 0.010828s
Mbpp_720.py: 0.012446s
Mbpp_732.py: 0.000185s
Mbpp_740.py: 0.004459s
Mbpp_744.py: 0.152152s
Mbpp_750.py: 0.010108s
Mbpp_754.py: 0.003266s
Mbpp_755.py: 0.039864s
Mbpp_757.py: 52.772769s
Mbpp_758.py: 0.007757s
Mbpp_760.py: 0.000253s
Mbpp_764.py: 0.676319s
Mbpp_766.py: 0.224045s
Mbpp_775.py: 0.006812s
Mbpp_777.py: 14.741594s
Mbpp_800.py: 0.001352s
Mbpp_805.py: 0.020760s
Mbpp_808.py: 0.002129s
