HumanEval_0.py: 0.008966s
Mbpp_3.py: 0.000442s
HumanEval_4.py: 8.999218s
HumanEval_9.py: 0.005673s
Mbpp_12.py: 1.481403s
HumanEval_16.py: 0.004500s
Mbpp_19.py: 0.001176s
HumanEval_20.py: 27.722643s
HumanEval_31.py: 0.972007s
HumanEval_33.py: 0.002227s
HumanEval_34.py: 0.004217s
HumanEval_37.py: 0.001513s
HumanEval_49.py: 0.001837s
HumanEval_51.py: 0.337122s
HumanEval_54.py: 0.007961s
HumanEval_58.py: 56.809143s
HumanEval_59.py: 0.000008s
Mbpp_62.py: 0.020263s
HumanEval_64.py: 0.272150s
HumanEval_74.py: 0.001052s
Mbpp_75.py: 0.000447s
HumanEval_85.py: 0.021245s
HumanEval_86.py: 0.403240s
HumanEval_87.py: 0.014685s
Mbpp_88.py: 0.003328s
HumanEval_89.py: 0.681937s
HumanEval_90.py: 0.002877s
Mbpp_90.py: 0.001112s
Mbpp_94.py: 0.002417s
Mbpp_96.py: 0.035575s
Mbpp_97.py: 0.002257s
Mbpp_106.py: 0.001146s
HumanEval_113.py: 1.779421s
HumanEval_121.py: 0.009740s
Mbpp_123.py: 0.322722s
Mbpp_128.py: 0.065129s
Mbpp_129.py: 0.191990s
Mbpp_130.py: 0.003314s
Mbpp_137.py: 0.089218s
Mbpp_140.py: 0.009252s
Mbpp_141.py: 0.000649s
HumanEval_149.py: 0.038191s
Mbpp_166.py: 0.099238s
Mbpp_170.py: 0.022925s
Mbpp_226.py: 0.239047s
Mbpp_230.py: 0.040129s
Mbpp_240.py: 0.001478s
Mbpp_256.py: 1.971471s
Mbpp_265.py: 0.039455s
Mbpp_281.py: 0.000681s
Mbpp_308.py: 0.038357s
Mbpp_392.py: 0.204170s
Mbpp_395.py: 0.002691s
Mbpp_405.py: 0.000879s
Mbpp_414.py: 0.000346s
Mbpp_421.py: 0.028959s
Mbpp_424.py: 0.000745s
Mbpp_425.py: 0.002990s
Mbpp_428.py: 0.005906s
Mbpp_433.py: 0.167805s
Mbpp_446.py: 0.001196s
Mbpp_451.py: 0.001289s
Mbpp_456.py: 0.013353s
Mbpp_460.py: 0.002092s
Mbpp_474.py: 0.026692s
Mbpp_476.py: 0.031690s
Mbpp_477.py: 0.000697s
Mbpp_572.py: 0.896526s
Mbpp_578.py: 0.020215s
Mbpp_586.py: 0.000376s
Mbpp_587.py: 0.001182s
Mbpp_588.py: 0.033730s
Mbpp_592.py: 0.422495s
Mbpp_604.py: 0.012805s
Mbpp_610.py: 0.030769s
Mbpp_611.py: 0.003852s
Mbpp_631.py: 0.000353s
Mbpp_632.py: 0.002004s
Mbpp_633.py: 0.022916s
Mbpp_644.py: 0.008961s
Mbpp_720.py: 0.012173s
Mbpp_732.py: 0.000177s
Mbpp_740.py: 0.004537s
Mbpp_744.py: 0.132692s
Mbpp_750.py: 0.009662s
Mbpp_754.py: 0.003140s
Mbpp_755.py: 0.037102s
Mbpp_757.py: 50.783705s
Mbpp_758.py: 0.008621s
Mbpp_760.py: 0.000219s
Mbpp_764.py: 0.550485s
Mbpp_766.py: 0.216181s
Mbpp_775.py: 0.006182s
Mbpp_777.py: 13.301243s
Mbpp_800.py: 0.001216s
Mbpp_805.py: 0.018655s
Mbpp_808.py: 0.001487s
