HumanEval_0.py: 0.009320s
Mbpp_3.py: 0.000432s
Mbpp_4.py: 0.001042s
HumanEval_4.py: 0.009298s
HumanEval_9.py: 0.003229s
Mbpp_9.py: 0.001903s
Mbpp_11.py: 0.000133s
Mbpp_12.py: 0.005565s
HumanEval_16.py: 0.003655s
Mbpp_16.py: 0.000016s
Mbpp_19.py: 0.001566s
HumanEval_20.py: 0.001958s
HumanEval_24.py: 0.535532s
HumanEval_26.py: 0.004845s
HumanEval_31.py: 0.000156s
HumanEval_33.py: 0.005487s
HumanEval_34.py: 0.004939s
HumanEval_36.py: 0.069086s
HumanEval_37.py: 0.001907s
HumanEval_49.py: 0.000004s
HumanEval_51.py: 0.357221s
HumanEval_54.py: 0.006987s
HumanEval_58.py: 0.005031s
HumanEval_59.py: 0.000008s
Mbpp_62.py: 0.023614s
HumanEval_64.py: 0.325803s
HumanEval_74.py: 0.001456s
Mbpp_75.py: 0.000431s
HumanEval_85.py: 0.055858s
HumanEval_86.py: 0.472478s
HumanEval_87.py: 0.012086s
Mbpp_88.py: 0.007894s
HumanEval_89.py: 1.433839s
HumanEval_90.py: 0.003156s
Mbpp_90.py: 0.001685s
Mbpp_94.py: 0.002919s
Mbpp_96.py: 0.042875s
Mbpp_97.py: 0.001599s
Mbpp_106.py: 0.000838s
HumanEval_113.py: 1.517583s
HumanEval_119.py: 0.000651s
HumanEval_120.py: 0.000039s
HumanEval_121.py: 0.013653s
Mbpp_123.py: 0.244506s
Mbpp_128.py: 0.072415s
Mbpp_129.py: 0.014732s
Mbpp_130.py: 0.001463s
Mbpp_137.py: 0.027674s
Mbpp_141.py: 0.000633s
HumanEval_149.py: 0.075187s
Mbpp_166.py: 0.118273s
Mbpp_170.py: 0.021989s
Mbpp_226.py: 0.001255s
Mbpp_230.py: 0.000322s
Mbpp_239.py: 0.051007s
Mbpp_240.py: 0.001581s
Mbpp_251.py: 0.010819s
Mbpp_256.py: 0.001498s
Mbpp_265.py: 0.043580s
Mbpp_281.py: 0.000783s
Mbpp_296.py: 4.826445s
Mbpp_392.py: 0.000171s
Mbpp_395.py: 0.003256s
Mbpp_405.py: 0.000200s
Mbpp_414.py: 0.000497s
Mbpp_421.py: 0.048201s
Mbpp_424.py: 0.000205s
Mbpp_425.py: 0.003066s
Mbpp_428.py: 0.005705s
Mbpp_433.py: 0.015977s
Mbpp_437.py: 0.001274s
Mbpp_440.py: 0.000026s
Mbpp_446.py: 0.358039s
Mbpp_451.py: 0.005679s
Mbpp_456.py: 0.013230s
Mbpp_460.py: 0.001870s
Mbpp_474.py: 0.000181s
Mbpp_476.py: 0.026088s
Mbpp_477.py: 0.000760s
Mbpp_563.py: 0.007052s
Mbpp_572.py: 0.001044s
Mbpp_578.py: 0.006031s
Mbpp_586.py: 0.000381s
Mbpp_587.py: 0.001361s
Mbpp_588.py: 0.028476s
Mbpp_597.py: 0.025819s
Mbpp_604.py: 0.015659s
Mbpp_611.py: 0.003499s
Mbpp_631.py: 0.001391s
Mbpp_632.py: 0.002526s
Mbpp_633.py: 0.023228s
Mbpp_644.py: 0.008305s
Mbpp_720.py: 0.010333s
Mbpp_725.py: 0.024584s
Mbpp_740.py: 0.001977s
Mbpp_744.py: 0.008207s
Mbpp_750.py: 0.014833s
Mbpp_753.py: 0.082657s
Mbpp_755.py: 0.006092s
Mbpp_757.py: 0.004289s
Mbpp_758.py: 0.004683s
Mbpp_760.py: 0.000135s
Mbpp_764.py: 0.588147s
Mbpp_766.py: 0.123464s
Mbpp_775.py: 0.195544s
Mbpp_781.py: 5.767057s
Mbpp_800.py: 0.001270s
Mbpp_805.py: 0.005642s
Mbpp_808.py: 0.001842s
