HumanEval_0.py: 0.162699s
Mbpp_3.py: 0.000396s
Mbpp_4.py: 0.000933s
HumanEval_4.py: 0.008195s
HumanEval_9.py: 0.002909s
Mbpp_12.py: 0.005177s
HumanEval_16.py: 0.005069s
Mbpp_19.py: 0.001416s
HumanEval_20.py: 0.001718s
HumanEval_24.py: 0.984050s
HumanEval_31.py: 0.000067s
HumanEval_34.py: 0.004381s
HumanEval_37.py: 0.001945s
HumanEval_49.py: 0.000003s
HumanEval_51.py: 0.047103s
HumanEval_58.py: 0.004538s
Mbpp_62.py: 0.019549s
HumanEval_74.py: 0.001299s
Mbpp_75.py: 0.000401s
HumanEval_85.py: 0.051476s
HumanEval_86.py: 0.418971s
HumanEval_87.py: 0.010634s
Mbpp_88.py: 10.033786s
HumanEval_90.py: 0.002988s
Mbpp_90.py: 0.001557s
Mbpp_94.py: 0.002628s
Mbpp_97.py: 0.001291s
Mbpp_106.py: 0.000762s
Mbpp_108.py: 0.005624s
HumanEval_113.py: 1.404261s
HumanEval_120.py: 0.000045s
HumanEval_121.py: 0.008305s
Mbpp_123.py: 0.008818s
Mbpp_128.py: 0.065206s
Mbpp_129.py: 0.015047s
Mbpp_130.py: 0.001350s
Mbpp_141.py: 0.000558s
HumanEval_149.py: 0.059393s
Mbpp_166.py: 0.000116s
Mbpp_170.py: 0.020471s
Mbpp_226.py: 0.001174s
Mbpp_230.py: 0.000311s
Mbpp_240.py: 0.000889s
Mbpp_251.py: 0.005520s
Mbpp_256.py: 0.001387s
Mbpp_265.py: 0.038737s
Mbpp_281.py: 0.000135s
Mbpp_296.py: 0.031684s
Mbpp_308.py: 0.037033s
Mbpp_392.py: 0.000158s
Mbpp_395.py: 0.008188s
Mbpp_405.py: 0.000200s
Mbpp_414.py: 0.001954s
Mbpp_421.py: 0.010566s
Mbpp_424.py: 0.000204s
Mbpp_425.py: 0.002757s
Mbpp_428.py: 0.005177s
Mbpp_433.py: 0.090134s
Mbpp_437.py: 0.001210s
Mbpp_446.py: 0.325934s
Mbpp_451.py: 0.005154s
Mbpp_456.py: 0.012417s
Mbpp_460.py: 0.001915s
Mbpp_474.py: 0.000168s
Mbpp_476.py: 0.023720s
Mbpp_477.py: 0.000691s
Mbpp_572.py: 0.000800s
Mbpp_578.py: 0.005763s
Mbpp_586.py: 0.000345s
Mbpp_587.py: 0.001237s
Mbpp_588.py: 0.031936s
Mbpp_597.py: 0.026920s
Mbpp_604.py: 0.018051s
Mbpp_610.py: 0.030538s
Mbpp_611.py: 0.003400s
Mbpp_631.py: 0.030999s
Mbpp_632.py: 0.001792s
Mbpp_644.py: 0.009536s
Mbpp_720.py: 0.010310s
Mbpp_725.py: 0.042772s
Mbpp_740.py: 0.001829s
Mbpp_744.py: 0.007432s
Mbpp_750.py: 0.016472s
Mbpp_753.py: 0.077029s
Mbpp_754.py: 0.001527s
Mbpp_755.py: 0.005748s
Mbpp_757.py: 0.004255s
Mbpp_758.py: 0.003618s
Mbpp_760.py: 0.000129s
Mbpp_764.py: 0.549572s
Mbpp_766.py: 0.137046s
Mbpp_775.py: 0.057710s
Mbpp_777.py: 44.087289s
Mbpp_781.py: 0.000393s
Mbpp_800.py: 0.001239s
Mbpp_805.py: 0.005540s
Mbpp_808.py: 0.001649s
