HumanEval_0.py: 0.175567s
Mbpp_3.py: 0.000738s
Mbpp_4.py: 0.001702s
HumanEval_4.py: 0.008266s
HumanEval_9.py: 0.002812s
Mbpp_12.py: 0.005201s
HumanEval_16.py: 0.005038s
Mbpp_19.py: 0.001425s
HumanEval_20.py: 0.001692s
HumanEval_24.py: 0.971910s
HumanEval_31.py: 0.000069s
HumanEval_34.py: 0.004292s
HumanEval_37.py: 0.001904s
HumanEval_49.py: 0.000004s
HumanEval_51.py: 0.046565s
HumanEval_58.py: 0.004686s
Mbpp_62.py: 0.018336s
HumanEval_74.py: 0.001321s
Mbpp_75.py: 0.000395s
HumanEval_85.py: 0.050826s
HumanEval_86.py: 0.417078s
HumanEval_87.py: 0.011552s
Mbpp_88.py: 9.696226s
HumanEval_90.py: 0.002856s
Mbpp_90.py: 0.001644s
Mbpp_94.py: 0.002843s
Mbpp_97.py: 0.001328s
Mbpp_106.py: 0.000800s
Mbpp_108.py: 0.005947s
HumanEval_113.py: 1.439317s
HumanEval_120.py: 0.000034s
HumanEval_121.py: 0.008388s
Mbpp_123.py: 0.009367s
Mbpp_128.py: 0.065422s
Mbpp_129.py: 0.014651s
Mbpp_130.py: 0.001290s
Mbpp_141.py: 0.000555s
HumanEval_149.py: 0.058621s
Mbpp_166.py: 0.000117s
Mbpp_170.py: 0.020277s
Mbpp_226.py: 0.001164s
Mbpp_230.py: 0.000286s
Mbpp_240.py: 0.000877s
Mbpp_251.py: 0.005295s
Mbpp_256.py: 0.001373s
Mbpp_265.py: 0.036903s
Mbpp_281.py: 0.000137s
Mbpp_296.py: 0.031789s
Mbpp_308.py: 0.037105s
Mbpp_392.py: 0.000155s
Mbpp_395.py: 0.008098s
Mbpp_405.py: 0.000183s
Mbpp_414.py: 0.001914s
Mbpp_421.py: 0.010390s
Mbpp_424.py: 0.000277s
Mbpp_425.py: 0.002779s
Mbpp_428.py: 0.005198s
Mbpp_433.py: 0.109163s
Mbpp_437.py: 0.001439s
Mbpp_446.py: 0.400844s
Mbpp_451.py: 0.006974s
Mbpp_456.py: 0.012643s
Mbpp_460.py: 0.001615s
Mbpp_474.py: 0.000169s
Mbpp_476.py: 0.024835s
Mbpp_477.py: 0.000693s
Mbpp_572.py: 0.000784s
Mbpp_578.py: 0.005717s
Mbpp_586.py: 0.000359s
Mbpp_587.py: 0.001215s
Mbpp_588.py: 0.028971s
Mbpp_597.py: 0.025806s
Mbpp_604.py: 0.016014s
Mbpp_610.py: 0.028744s
Mbpp_611.py: 0.003505s
Mbpp_631.py: 0.032362s
Mbpp_632.py: 0.001897s
Mbpp_644.py: 0.007922s
Mbpp_720.py: 0.010120s
Mbpp_725.py: 0.045578s
Mbpp_740.py: 0.002592s
Mbpp_744.py: 0.007564s
Mbpp_750.py: 0.014554s
Mbpp_753.py: 0.082186s
Mbpp_754.py: 0.001874s
Mbpp_755.py: 0.005756s
Mbpp_757.py: 0.004241s
Mbpp_758.py: 0.003770s
Mbpp_760.py: 0.000126s
Mbpp_764.py: 0.531814s
Mbpp_766.py: 0.135503s
Mbpp_775.py: 0.058626s
Mbpp_777.py: 42.582596s
Mbpp_781.py: 0.000355s
Mbpp_800.py: 0.001283s
Mbpp_805.py: 0.005523s
Mbpp_808.py: 0.001772s
