HumanEval_0.py: 0.162006s
Mbpp_3.py: 0.000390s
Mbpp_4.py: 0.000939s
HumanEval_4.py: 0.008294s
HumanEval_9.py: 0.002871s
Mbpp_12.py: 0.005407s
HumanEval_16.py: 0.005349s
Mbpp_19.py: 0.001522s
HumanEval_20.py: 0.001819s
HumanEval_24.py: 1.041125s
HumanEval_31.py: 0.000076s
HumanEval_34.py: 0.006119s
HumanEval_37.py: 0.002419s
HumanEval_49.py: 0.000004s
HumanEval_51.py: 0.058465s
HumanEval_58.py: 0.006657s
Mbpp_62.py: 0.030208s
HumanEval_74.py: 0.001299s
Mbpp_75.py: 0.000398s
HumanEval_85.py: 0.051170s
HumanEval_86.py: 0.426364s
HumanEval_87.py: 0.010628s
Mbpp_88.py: 9.872426s
HumanEval_90.py: 0.002895s
Mbpp_90.py: 0.001570s
Mbpp_94.py: 0.002624s
Mbpp_97.py: 0.001255s
Mbpp_106.py: 0.000766s
Mbpp_108.py: 0.005485s
HumanEval_113.py: 1.365831s
HumanEval_120.py: 0.000034s
HumanEval_121.py: 0.008584s
Mbpp_123.py: 0.008757s
Mbpp_128.py: 0.066144s
Mbpp_129.py: 0.014391s
Mbpp_130.py: 0.001442s
Mbpp_141.py: 0.000591s
HumanEval_149.py: 0.061753s
Mbpp_166.py: 0.000205s
Mbpp_170.py: 0.018830s
Mbpp_226.py: 0.001168s
Mbpp_230.py: 0.000302s
Mbpp_240.py: 0.000872s
Mbpp_251.py: 0.005255s
Mbpp_256.py: 0.001372s
Mbpp_265.py: 0.038697s
Mbpp_281.py: 0.000122s
Mbpp_296.py: 0.032763s
Mbpp_308.py: 0.037615s
Mbpp_392.py: 0.000158s
Mbpp_395.py: 0.007727s
Mbpp_405.py: 0.000184s
Mbpp_414.py: 0.001884s
Mbpp_421.py: 0.010856s
Mbpp_424.py: 0.000192s
Mbpp_425.py: 0.002682s
Mbpp_428.py: 0.005251s
Mbpp_433.py: 0.089818s
Mbpp_437.py: 0.001214s
Mbpp_446.py: 0.319760s
Mbpp_451.py: 0.005056s
Mbpp_456.py: 0.012293s
Mbpp_460.py: 0.001762s
Mbpp_474.py: 0.000185s
Mbpp_476.py: 0.022722s
Mbpp_477.py: 0.000689s
Mbpp_572.py: 0.000801s
Mbpp_578.py: 0.005601s
Mbpp_586.py: 0.000341s
Mbpp_587.py: 0.001238s
Mbpp_588.py: 0.029995s
Mbpp_597.py: 0.025369s
Mbpp_604.py: 0.015869s
Mbpp_610.py: 0.028331s
Mbpp_611.py: 0.004862s
Mbpp_631.py: 0.030407s
Mbpp_632.py: 0.001757s
Mbpp_644.py: 0.007929s
Mbpp_720.py: 0.009762s
Mbpp_725.py: 0.042189s
Mbpp_740.py: 0.001785s
Mbpp_744.py: 0.007422s
Mbpp_750.py: 0.014973s
Mbpp_753.py: 0.077698s
Mbpp_754.py: 0.001582s
Mbpp_755.py: 0.006248s
Mbpp_757.py: 0.004322s
Mbpp_758.py: 0.003784s
Mbpp_760.py: 0.000123s
Mbpp_764.py: 0.529364s
Mbpp_766.py: 0.131474s
Mbpp_775.py: 0.087148s
Mbpp_777.py: 43.460630s
Mbpp_781.py: 0.000329s
Mbpp_800.py: 0.001217s
Mbpp_805.py: 0.005295s
Mbpp_808.py: 0.001779s
