HumanEval_0.py: 0.000405s
HumanEval_1.py: 0.000418s
HumanEval_2.py: 0.000018s
HumanEval_3.py: 0.000045s
HumanEval_4.py: 0.000090s
HumanEval_7.py: 0.000047s
HumanEval_8.py: 0.000030s
HumanEval_9.py: 0.000099s
HumanEval_10.py: 0.000074s
HumanEval_11.py: 0.000077s
HumanEval_12.py: 0.000046s
HumanEval_13.py: 0.000027s
HumanEval_14.py: 0.000066s
HumanEval_15.py: 0.000071s
HumanEval_16.py: 0.000212s
HumanEval_18.py: 0.000139s
HumanEval_19.py: 0.000223s
HumanEval_20.py: 0.000124s
HumanEval_21.py: 0.000123s
HumanEval_22.py: 0.000070s
HumanEval_23.py: 0.000016s
HumanEval_24.py: 0.000094s
HumanEval_25.py: 0.140258s
HumanEval_27.py: 0.000280s
HumanEval_28.py: 0.000018s
HumanEval_29.py: 0.000043s
HumanEval_31.py: 0.002510s
HumanEval_32.py: 0.300945s
HumanEval_34.py: 0.000029s
HumanEval_35.py: 0.000027s
HumanEval_37.py: 0.000260s
HumanEval_38.py: 0.053630s
HumanEval_40.py: 0.000264s
HumanEval_41.py: 0.000013s
HumanEval_42.py: 0.000052s
HumanEval_44.py: 0.000258s
HumanEval_45.py: 0.000011s
HumanEval_46.py: 0.000177s
HumanEval_47.py: 0.000059s
HumanEval_48.py: 0.000063s
HumanEval_49.py: 0.000874s
HumanEval_50.py: 0.069008s
HumanEval_51.py: 0.000226s
HumanEval_52.py: 0.000043s
HumanEval_53.py: 0.005736s
HumanEval_55.py: 0.000050s
HumanEval_56.py: 0.000404s
HumanEval_57.py: 0.000084s
HumanEval_58.py: 0.000068s
HumanEval_60.py: 0.000018s
HumanEval_61.py: 0.000139s
HumanEval_62.py: 0.000069s
HumanEval_63.py: 0.014061s
HumanEval_65.py: 0.000061s
HumanEval_66.py: 0.000399s
HumanEval_67.py: 0.000234s
HumanEval_68.py: 0.000259s
HumanEval_70.py: 0.000694s
HumanEval_71.py: 0.000092s
HumanEval_73.py: 0.000115s
HumanEval_74.py: 0.000288s
HumanEval_76.py: 0.000092s
HumanEval_78.py: 0.000145s
HumanEval_80.py: 0.000118s
HumanEval_81.py: 0.000130s
HumanEval_82.py: 0.000223s
HumanEval_84.py: 0.000115s
HumanEval_85.py: 0.000044s
HumanEval_86.py: 0.000300s
HumanEval_87.py: 0.000579s
HumanEval_88.py: 0.000088s
HumanEval_89.py: 0.000810s
HumanEval_90.py: 0.000102s
HumanEval_92.py: 0.000084s
HumanEval_93.py: 0.000489s
HumanEval_95.py: 0.000228s
HumanEval_96.py: 0.000762s
HumanEval_97.py: 0.000057s
HumanEval_98.py: 0.000091s
HumanEval_100.py: 0.000071s
HumanEval_101.py: 0.000078s
HumanEval_102.py: 0.000028s
HumanEval_103.py: 0.000997s
HumanEval_104.py: 0.000383s
HumanEval_105.py: 0.000137s
HumanEval_107.py: 0.001191s
HumanEval_109.py: 0.000240s
HumanEval_110.py: 0.000256s
HumanEval_111.py: 0.000416s
HumanEval_112.py: 0.000165s
HumanEval_113.py: 0.000243s
HumanEval_116.py: 0.000477s
HumanEval_117.py: 0.000356s
HumanEval_118.py: 0.000175s
HumanEval_120.py: 0.000100s
HumanEval_121.py: 0.000125s
HumanEval_122.py: 0.000086s
HumanEval_124.py: 0.000205s
HumanEval_125.py: 0.000191s
HumanEval_126.py: 0.000290s
HumanEval_128.py: 0.000326s
HumanEval_130.py: 0.000299s
HumanEval_131.py: 0.000144s
HumanEval_135.py: 0.000054s
HumanEval_136.py: 0.000117s
HumanEval_138.py: 0.000026s
HumanEval_139.py: 0.000100s
HumanEval_140.py: 0.000202s
HumanEval_141.py: 0.000685s
HumanEval_142.py: 0.000379s
HumanEval_143.py: 0.000386s
HumanEval_144.py: 0.000226s
HumanEval_145.py: 0.000803s
HumanEval_146.py: 0.000120s
HumanEval_147.py: 0.367657s
HumanEval_148.py: 0.000143s
HumanEval_149.py: 0.000320s
HumanEval_150.py: 0.006646s
HumanEval_151.py: 0.000724s
HumanEval_152.py: 0.000151s
HumanEval_153.py: 0.002688s
HumanEval_155.py: 0.000123s
HumanEval_156.py: 0.000493s
HumanEval_157.py: 0.000054s
HumanEval_158.py: 0.000216s
HumanEval_159.py: 0.000072s
HumanEval_161.py: 0.000290s
HumanEval_162.py: 0.000097s
