HumanEval_0.py: 0.000401s
HumanEval_1.py: 0.000413s
HumanEval_2.py: 0.000019s
HumanEval_3.py: 0.000044s
HumanEval_4.py: 0.000088s
HumanEval_7.py: 0.000047s
HumanEval_8.py: 0.000029s
HumanEval_9.py: 0.000098s
HumanEval_10.py: 0.000072s
HumanEval_11.py: 0.000076s
HumanEval_12.py: 0.000045s
HumanEval_13.py: 0.000028s
HumanEval_14.py: 0.000063s
HumanEval_15.py: 0.000070s
HumanEval_16.py: 0.000212s
HumanEval_18.py: 0.000141s
HumanEval_19.py: 0.000219s
HumanEval_20.py: 0.000114s
HumanEval_21.py: 0.000122s
HumanEval_22.py: 0.000070s
HumanEval_23.py: 0.000018s
HumanEval_24.py: 0.000095s
HumanEval_25.py: 0.142413s
HumanEval_27.py: 0.000282s
HumanEval_28.py: 0.000019s
HumanEval_29.py: 0.000045s
HumanEval_31.py: 0.002583s
HumanEval_32.py: 0.297039s
HumanEval_34.py: 0.000015s
HumanEval_35.py: 0.000028s
HumanEval_37.py: 0.000265s
HumanEval_38.py: 0.050758s
HumanEval_40.py: 0.000258s
HumanEval_41.py: 0.000014s
HumanEval_42.py: 0.000053s
HumanEval_44.py: 0.000248s
HumanEval_45.py: 0.000011s
HumanEval_46.py: 0.000180s
HumanEval_47.py: 0.000061s
HumanEval_48.py: 0.000071s
HumanEval_49.py: 0.000870s
HumanEval_50.py: 0.069937s
HumanEval_51.py: 0.000224s
HumanEval_52.py: 0.000043s
HumanEval_53.py: 0.005720s
HumanEval_55.py: 0.000052s
HumanEval_56.py: 0.000391s
HumanEval_57.py: 0.000084s
HumanEval_58.py: 0.000063s
HumanEval_60.py: 0.000018s
HumanEval_61.py: 0.000143s
HumanEval_62.py: 0.000069s
HumanEval_63.py: 0.014234s
HumanEval_65.py: 0.000059s
HumanEval_66.py: 0.000395s
HumanEval_67.py: 0.000230s
HumanEval_68.py: 0.000252s
HumanEval_70.py: 0.000724s
HumanEval_71.py: 0.000093s
HumanEval_73.py: 0.000118s
HumanEval_74.py: 0.000290s
HumanEval_76.py: 0.000093s
HumanEval_78.py: 0.000145s
HumanEval_80.py: 0.000117s
HumanEval_81.py: 0.000126s
HumanEval_82.py: 0.000222s
HumanEval_84.py: 0.000120s
HumanEval_85.py: 0.000044s
HumanEval_86.py: 0.000298s
HumanEval_87.py: 0.000581s
HumanEval_88.py: 0.000090s
HumanEval_89.py: 0.000800s
HumanEval_90.py: 0.000104s
HumanEval_92.py: 0.000085s
HumanEval_93.py: 0.000492s
HumanEval_95.py: 0.000228s
HumanEval_96.py: 0.000765s
HumanEval_97.py: 0.000057s
HumanEval_98.py: 0.000093s
HumanEval_100.py: 0.000070s
HumanEval_101.py: 0.000075s
HumanEval_102.py: 0.000028s
HumanEval_103.py: 0.000999s
HumanEval_104.py: 0.000395s
HumanEval_105.py: 0.000137s
HumanEval_107.py: 0.001191s
HumanEval_109.py: 0.000241s
HumanEval_110.py: 0.000246s
HumanEval_111.py: 0.000418s
HumanEval_112.py: 0.000167s
HumanEval_113.py: 0.000243s
HumanEval_116.py: 0.000486s
HumanEval_117.py: 0.000357s
HumanEval_118.py: 0.000169s
HumanEval_120.py: 0.000099s
HumanEval_121.py: 0.000125s
HumanEval_122.py: 0.000087s
HumanEval_124.py: 0.000206s
HumanEval_125.py: 0.000193s
HumanEval_126.py: 0.000286s
HumanEval_128.py: 0.000326s
HumanEval_130.py: 0.000304s
HumanEval_131.py: 0.000145s
HumanEval_135.py: 0.000057s
HumanEval_136.py: 0.000115s
HumanEval_138.py: 0.000026s
HumanEval_139.py: 0.000098s
HumanEval_140.py: 0.000205s
HumanEval_141.py: 0.000689s
HumanEval_142.py: 0.000378s
HumanEval_143.py: 0.000378s
HumanEval_144.py: 0.000222s
HumanEval_145.py: 0.000816s
HumanEval_146.py: 0.000125s
HumanEval_147.py: 0.366817s
HumanEval_148.py: 0.000138s
HumanEval_149.py: 0.000327s
HumanEval_150.py: 0.006739s
HumanEval_151.py: 0.000724s
HumanEval_152.py: 0.000151s
HumanEval_153.py: 0.002713s
HumanEval_155.py: 0.000143s
HumanEval_156.py: 0.000494s
HumanEval_157.py: 0.000051s
HumanEval_158.py: 0.000220s
HumanEval_159.py: 0.000073s
HumanEval_161.py: 0.000284s
HumanEval_162.py: 0.000097s
