HumanEval_0.py: 0.000407s
HumanEval_1.py: 0.000414s
HumanEval_2.py: 0.000019s
HumanEval_3.py: 0.000045s
HumanEval_4.py: 0.000088s
HumanEval_7.py: 0.000047s
HumanEval_8.py: 0.000029s
HumanEval_9.py: 0.000099s
HumanEval_10.py: 0.000076s
HumanEval_11.py: 0.000076s
HumanEval_12.py: 0.000046s
HumanEval_13.py: 0.000027s
HumanEval_14.py: 0.000064s
HumanEval_15.py: 0.000069s
HumanEval_16.py: 0.000205s
HumanEval_18.py: 0.000140s
HumanEval_19.py: 0.000227s
HumanEval_20.py: 0.000117s
HumanEval_21.py: 0.000122s
HumanEval_22.py: 0.000069s
HumanEval_23.py: 0.000016s
HumanEval_24.py: 0.000094s
HumanEval_25.py: 0.140136s
HumanEval_27.py: 0.000284s
HumanEval_28.py: 0.000019s
HumanEval_29.py: 0.000045s
HumanEval_31.py: 0.002516s
HumanEval_32.py: 0.298889s
HumanEval_34.py: 0.000017s
HumanEval_35.py: 0.000028s
HumanEval_37.py: 0.000256s
HumanEval_38.py: 0.053462s
HumanEval_40.py: 0.000270s
HumanEval_41.py: 0.000013s
HumanEval_42.py: 0.000053s
HumanEval_44.py: 0.000256s
HumanEval_45.py: 0.000011s
HumanEval_46.py: 0.000189s
HumanEval_47.py: 0.000062s
HumanEval_48.py: 0.000063s
HumanEval_49.py: 0.000884s
HumanEval_50.py: 0.069729s
HumanEval_51.py: 0.000226s
HumanEval_52.py: 0.000044s
HumanEval_53.py: 0.005827s
HumanEval_55.py: 0.000056s
HumanEval_56.py: 0.000398s
HumanEval_57.py: 0.000083s
HumanEval_58.py: 0.000066s
HumanEval_60.py: 0.000018s
HumanEval_61.py: 0.000147s
HumanEval_62.py: 0.000069s
HumanEval_63.py: 0.014312s
HumanEval_65.py: 0.000060s
HumanEval_66.py: 0.000404s
HumanEval_67.py: 0.000234s
HumanEval_68.py: 0.000250s
HumanEval_70.py: 0.000708s
HumanEval_71.py: 0.000092s
HumanEval_73.py: 0.000118s
HumanEval_74.py: 0.000285s
HumanEval_76.py: 0.000098s
HumanEval_78.py: 0.000147s
HumanEval_80.py: 0.000117s
HumanEval_81.py: 0.000122s
HumanEval_82.py: 0.000222s
HumanEval_84.py: 0.000116s
HumanEval_85.py: 0.000044s
HumanEval_86.py: 0.000301s
HumanEval_87.py: 0.000575s
HumanEval_88.py: 0.000092s
HumanEval_89.py: 0.000795s
HumanEval_90.py: 0.000103s
HumanEval_92.py: 0.000083s
HumanEval_93.py: 0.000483s
HumanEval_95.py: 0.000224s
HumanEval_96.py: 0.000757s
HumanEval_97.py: 0.000067s
HumanEval_98.py: 0.000091s
HumanEval_100.py: 0.000072s
HumanEval_101.py: 0.000077s
HumanEval_102.py: 0.000028s
HumanEval_103.py: 0.001048s
HumanEval_104.py: 0.000399s
HumanEval_105.py: 0.000137s
HumanEval_107.py: 0.001175s
HumanEval_109.py: 0.000238s
HumanEval_110.py: 0.000248s
HumanEval_111.py: 0.000415s
HumanEval_112.py: 0.000170s
HumanEval_113.py: 0.000241s
HumanEval_116.py: 0.000481s
HumanEval_117.py: 0.000373s
HumanEval_118.py: 0.000172s
HumanEval_120.py: 0.000100s
HumanEval_121.py: 0.000123s
HumanEval_122.py: 0.000087s
HumanEval_124.py: 0.000205s
HumanEval_125.py: 0.000193s
HumanEval_126.py: 0.000278s
HumanEval_128.py: 0.000327s
HumanEval_130.py: 0.000302s
HumanEval_131.py: 0.000147s
HumanEval_135.py: 0.000054s
HumanEval_136.py: 0.000117s
HumanEval_138.py: 0.000025s
HumanEval_139.py: 0.000100s
HumanEval_140.py: 0.000199s
HumanEval_141.py: 0.000687s
HumanEval_142.py: 0.000376s
HumanEval_143.py: 0.000373s
HumanEval_144.py: 0.000235s
HumanEval_145.py: 0.000832s
HumanEval_146.py: 0.000121s
HumanEval_147.py: 0.367390s
HumanEval_148.py: 0.000147s
HumanEval_149.py: 0.000332s
HumanEval_150.py: 0.006536s
HumanEval_151.py: 0.000731s
HumanEval_152.py: 0.000162s
HumanEval_153.py: 0.002708s
HumanEval_155.py: 0.000126s
HumanEval_156.py: 0.000496s
HumanEval_157.py: 0.000052s
HumanEval_158.py: 0.000225s
HumanEval_159.py: 0.000075s
HumanEval_161.py: 0.000286s
HumanEval_162.py: 0.000098s
