HumanEval_0.py: 0.012568s
Mbpp_3.py: 6.358049s
Mbpp_4.py: 0.084263s
HumanEval_4.py: 0.008305s
HumanEval_9.py: 0.006052s
Mbpp_12.py: 2.342953s
HumanEval_16.py: 0.072120s
Mbpp_19.py: 0.001316s
HumanEval_20.py: 27.711762s
HumanEval_24.py: 1.008623s
HumanEval_31.py: 0.871524s
HumanEval_34.py: 0.004705s
HumanEval_37.py: 0.003184s
HumanEval_49.py: 0.001822s
HumanEval_51.py: 0.332918s
HumanEval_54.py: 0.037467s
HumanEval_58.py: 51.904114s
Mbpp_62.py: 0.029526s
HumanEval_74.py: 0.000753s
Mbpp_75.py: 0.000482s
HumanEval_85.py: 0.020689s
HumanEval_86.py: 0.432734s
HumanEval_87.py: 0.013938s
Mbpp_88.py: 0.003102s
HumanEval_89.py: 0.612013s
HumanEval_90.py: 0.002570s
Mbpp_90.py: 0.001100s
Mbpp_94.py: 0.002493s
Mbpp_97.py: 0.001896s
Mbpp_106.py: 0.000655s
Mbpp_108.py: 0.001911s
HumanEval_113.py: 1.799363s
HumanEval_120.py: 0.000033s
HumanEval_121.py: 0.009077s
Mbpp_123.py: 0.305539s
Mbpp_128.py: 0.060455s
Mbpp_129.py: 0.159180s
Mbpp_130.py: 3.569469s
Mbpp_137.py: 0.083816s
Mbpp_140.py: 1.526033s
Mbpp_141.py: 0.000641s
HumanEval_149.py: 0.036044s
Mbpp_166.py: 0.101062s
Mbpp_170.py: 0.025769s
Mbpp_226.py: 0.263867s
Mbpp_230.py: 0.036529s
Mbpp_239.py: 0.000818s
Mbpp_240.py: 0.000789s
Mbpp_251.py: 0.003504s
Mbpp_256.py: 1.757382s
Mbpp_265.py: 0.041306s
Mbpp_281.py: 0.000646s
Mbpp_296.py: 4.253834s
Mbpp_308.py: 0.036359s
Mbpp_392.py: 0.191827s
Mbpp_395.py: 0.124789s
Mbpp_405.py: 0.000174s
Mbpp_414.py: 0.000902s
Mbpp_421.py: 0.028453s
Mbpp_424.py: 0.000642s
Mbpp_425.py: 0.002715s
Mbpp_428.py: 0.005231s
Mbpp_433.py: 0.022600s
Mbpp_437.py: 0.298728s
Mbpp_446.py: 0.001056s
Mbpp_451.py: 0.004779s
Mbpp_456.py: 0.011761s
Mbpp_460.py: 0.001625s
Mbpp_474.py: 0.019710s
Mbpp_476.py: 0.023640s
Mbpp_477.py: 0.000670s
Mbpp_572.py: 0.814944s
Mbpp_578.py: 0.016112s
Mbpp_586.py: 0.000289s
Mbpp_587.py: 0.001093s
Mbpp_588.py: 0.209470s
Mbpp_597.py: 0.021946s
Mbpp_604.py: 0.015272s
Mbpp_610.py: 0.009434s
Mbpp_611.py: 0.003151s
Mbpp_631.py: 0.000336s
Mbpp_632.py: 0.001659s
Mbpp_633.py: 0.020125s
Mbpp_644.py: 0.003365s
Mbpp_720.py: 0.009350s
Mbpp_725.py: 0.039869s
Mbpp_740.py: 0.003997s
Mbpp_744.py: 0.132074s
Mbpp_750.py: 0.042617s
Mbpp_753.py: 0.071109s
Mbpp_754.py: 0.002399s
Mbpp_755.py: 0.005480s
Mbpp_757.py: 57.226914s
Mbpp_758.py: 0.006077s
Mbpp_760.py: 0.000481s
Mbpp_764.py: 0.207934s
Mbpp_766.py: 0.214401s
Mbpp_775.py: 0.136064s
Mbpp_777.py: 0.011471s
Mbpp_781.py: 5.371295s
Mbpp_800.py: 0.001159s
Mbpp_805.py: 0.021611s
Mbpp_808.py: 0.003675s
