HumanEval_0.py: 0.008176s
Mbpp_3.py: 0.000353s
Mbpp_4.py: 0.000426s
HumanEval_4.py: 0.005364s
HumanEval_9.py: 0.002837s
Mbpp_9.py: 0.000005s
Mbpp_11.py: 0.000114s
Mbpp_12.py: 0.005414s
HumanEval_16.py: 0.004581s
Mbpp_16.py: 0.000202s
Mbpp_19.py: 0.000311s
HumanEval_20.py: 0.001870s
HumanEval_24.py: 0.000079s
HumanEval_26.py: 0.008162s
HumanEval_31.py: 0.000054s
HumanEval_33.py: 0.002385s
HumanEval_34.py: 0.004626s
HumanEval_36.py: 0.022985s
HumanEval_37.py: 0.000744s
HumanEval_49.py: 0.000012s
HumanEval_51.py: 0.001154s
HumanEval_54.py: 0.007998s
HumanEval_58.py: 0.003317s
HumanEval_59.py: 0.000057s
Mbpp_62.py: 0.017633s
HumanEval_64.py: 0.004946s
HumanEval_74.py: 0.003243s
Mbpp_75.py: 0.000109s
HumanEval_85.py: 0.016214s
HumanEval_86.py: 0.470067s
HumanEval_87.py: 0.005355s
Mbpp_88.py: 0.002229s
HumanEval_89.py: 0.001540s
HumanEval_90.py: 0.000836s
Mbpp_90.py: 0.000629s
Mbpp_94.py: 0.000738s
Mbpp_96.py: 0.000040s
Mbpp_97.py: 0.000364s
Mbpp_106.py: 0.000835s
Mbpp_108.py: 0.000488s
Mbpp_111.py: 0.003467s
HumanEval_113.py: 0.329266s
HumanEval_119.py: 0.000581s
HumanEval_120.py: 0.000042s
HumanEval_121.py: 0.003398s
Mbpp_123.py: 0.001475s
Mbpp_128.py: 0.000138s
Mbpp_129.py: 0.016255s
Mbpp_130.py: 0.001098s
Mbpp_137.py: 0.025911s
Mbpp_140.py: 0.003386s
Mbpp_141.py: 0.000015s
HumanEval_149.py: 0.028913s
Mbpp_166.py: 0.000068s
Mbpp_170.py: 0.020912s
Mbpp_226.py: 0.001174s
Mbpp_230.py: 0.000324s
Mbpp_239.py: 0.000371s
Mbpp_240.py: 0.001181s
Mbpp_251.py: 0.000796s
Mbpp_256.py: 0.000489s
Mbpp_265.py: 0.042096s
Mbpp_281.py: 0.000159s
Mbpp_296.py: 0.037163s
Mbpp_308.py: 0.015015s
Mbpp_392.py: 0.000194s
Mbpp_395.py: 0.001003s
Mbpp_405.py: 0.000195s
Mbpp_414.py: 0.000319s
Mbpp_421.py: 0.010415s
Mbpp_424.py: 0.000203s
Mbpp_425.py: 0.002957s
Mbpp_428.py: 0.000905s
Mbpp_433.py: 0.023489s
Mbpp_437.py: 0.001173s
Mbpp_440.py: 0.000153s
Mbpp_446.py: 0.001082s
Mbpp_451.py: 0.001151s
Mbpp_456.py: 0.017757s
Mbpp_460.py: 0.002031s
Mbpp_474.py: 0.000191s
Mbpp_476.py: 0.026140s
Mbpp_477.py: 0.000758s
Mbpp_563.py: 0.001277s
Mbpp_572.py: 0.000821s
Mbpp_578.py: 0.002240s
Mbpp_586.py: 0.000212s
Mbpp_587.py: 0.001108s
Mbpp_588.py: 0.030451s
Mbpp_592.py: 0.002680s
Mbpp_597.py: 0.040454s
Mbpp_604.py: 0.014992s
Mbpp_610.py: 0.009326s
Mbpp_611.py: 0.003211s
Mbpp_631.py: 0.000387s
Mbpp_632.py: 0.008109s
Mbpp_633.py: 0.000948s
Mbpp_644.py: 0.003262s
Mbpp_720.py: 0.009504s
Mbpp_725.py: 0.052415s
Mbpp_732.py: 0.000177s
Mbpp_740.py: 0.001258s
Mbpp_744.py: 0.007485s
Mbpp_750.py: 0.007238s
Mbpp_753.py: 0.044028s
Mbpp_754.py: 0.002293s
Mbpp_755.py: 0.006266s
Mbpp_757.py: 0.004313s
Mbpp_758.py: 0.003754s
Mbpp_760.py: 0.000093s
Mbpp_764.py: 0.041854s
Mbpp_766.py: 0.124080s
Mbpp_775.py: 0.039282s
Mbpp_777.py: 0.004975s
Mbpp_781.py: 0.000358s
Mbpp_800.py: 0.001156s
Mbpp_805.py: 0.005963s
Mbpp_808.py: 0.001903s
