HumanEval_0.py: 0.008884s
Mbpp_3.py: 0.000358s
Mbpp_4.py: 0.000440s
HumanEval_4.py: 0.005452s
HumanEval_9.py: 0.002952s
Mbpp_9.py: 0.000004s
Mbpp_11.py: 0.000114s
Mbpp_12.py: 0.005399s
HumanEval_16.py: 0.004508s
Mbpp_16.py: 0.000054s
Mbpp_19.py: 0.000317s
HumanEval_20.py: 0.001878s
HumanEval_24.py: 0.000080s
HumanEval_26.py: 0.007985s
HumanEval_31.py: 0.000053s
HumanEval_33.py: 0.002277s
HumanEval_34.py: 0.004623s
HumanEval_36.py: 0.022831s
HumanEval_37.py: 0.000711s
HumanEval_49.py: 0.000009s
HumanEval_51.py: 0.001155s
HumanEval_54.py: 0.007998s
HumanEval_58.py: 0.003269s
HumanEval_59.py: 0.000056s
Mbpp_62.py: 0.017454s
HumanEval_64.py: 0.005057s
HumanEval_74.py: 0.002965s
Mbpp_75.py: 0.000094s
HumanEval_85.py: 0.015253s
HumanEval_86.py: 0.466990s
HumanEval_87.py: 0.004158s
Mbpp_88.py: 0.002189s
HumanEval_89.py: 0.001559s
HumanEval_90.py: 0.000821s
Mbpp_90.py: 0.000217s
Mbpp_94.py: 0.000710s
Mbpp_96.py: 0.000041s
Mbpp_97.py: 0.000329s
Mbpp_106.py: 0.000829s
Mbpp_108.py: 0.000459s
Mbpp_111.py: 0.003144s
HumanEval_113.py: 0.326402s
HumanEval_119.py: 0.000580s
HumanEval_120.py: 0.000041s
HumanEval_121.py: 0.003499s
Mbpp_123.py: 0.001484s
Mbpp_128.py: 0.000014s
Mbpp_129.py: 0.013596s
Mbpp_130.py: 0.001083s
Mbpp_137.py: 0.026170s
Mbpp_140.py: 0.003267s
Mbpp_141.py: 0.000050s
HumanEval_149.py: 0.028296s
Mbpp_166.py: 0.000075s
Mbpp_170.py: 0.017523s
Mbpp_226.py: 0.001198s
Mbpp_230.py: 0.000296s
Mbpp_239.py: 0.000378s
Mbpp_240.py: 0.000913s
Mbpp_251.py: 0.000752s
Mbpp_256.py: 0.000493s
Mbpp_265.py: 0.044685s
Mbpp_281.py: 0.000155s
Mbpp_296.py: 0.037321s
Mbpp_308.py: 0.014864s
Mbpp_392.py: 0.000196s
Mbpp_395.py: 0.000979s
Mbpp_405.py: 0.000182s
Mbpp_414.py: 0.000288s
Mbpp_421.py: 0.010440s
Mbpp_424.py: 0.000164s
Mbpp_425.py: 0.002866s
Mbpp_428.py: 0.000922s
Mbpp_433.py: 0.021321s
Mbpp_437.py: 0.001257s
Mbpp_440.py: 0.000023s
Mbpp_446.py: 0.001097s
Mbpp_451.py: 0.001186s
Mbpp_456.py: 0.017424s
Mbpp_460.py: 0.001795s
Mbpp_474.py: 0.000192s
Mbpp_476.py: 0.022159s
Mbpp_477.py: 0.000723s
Mbpp_563.py: 0.001286s
Mbpp_572.py: 0.000792s
Mbpp_578.py: 0.002091s
Mbpp_586.py: 0.000195s
Mbpp_587.py: 0.001200s
Mbpp_588.py: 0.028526s
Mbpp_592.py: 0.002590s
Mbpp_597.py: 0.039256s
Mbpp_604.py: 0.014639s
Mbpp_610.py: 0.009418s
Mbpp_611.py: 0.004345s
Mbpp_631.py: 0.000358s
Mbpp_632.py: 0.007984s
Mbpp_633.py: 0.000915s
Mbpp_644.py: 0.003239s
Mbpp_720.py: 0.009602s
Mbpp_725.py: 0.053844s
Mbpp_732.py: 0.000197s
Mbpp_740.py: 0.001157s
Mbpp_744.py: 0.007627s
Mbpp_750.py: 0.007348s
Mbpp_753.py: 0.053732s
Mbpp_754.py: 0.002429s
Mbpp_755.py: 0.006269s
Mbpp_757.py: 0.004323s
Mbpp_758.py: 0.003807s
Mbpp_760.py: 0.000108s
Mbpp_764.py: 0.042222s
Mbpp_766.py: 0.128011s
Mbpp_775.py: 0.038924s
Mbpp_777.py: 0.004141s
Mbpp_781.py: 0.000341s
Mbpp_800.py: 0.001154s
Mbpp_805.py: 0.005466s
Mbpp_808.py: 0.001532s
