HumanEval_0.py: Kernel usage: 3.18%, CPU usage: 101.61%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_3.py: Kernel usage: 6.23%, CPU usage: 199.35%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_4.py: Kernel usage: 12.55%, CPU usage: 401.63%, CPU Runtime: 0.05s, Total Runtime: 0.01s
HumanEval_9.py: Kernel usage: 7.51%, CPU usage: 240.19%, CPU Runtime: 0.01s, Total Runtime: 0.01s
Mbpp_12.py: Kernel usage: 5.97%, CPU usage: 191.18%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_19.py: Kernel usage: 5.48%, CPU usage: 175.42%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_20.py: Kernel usage: 6.91%, CPU usage: 220.97%, CPU Runtime: 60.08s, Total Runtime: 27.19s
HumanEval_31.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 1.74s, Total Runtime: 0.87s
HumanEval_33.py: Kernel usage: 8.65%, CPU usage: 276.76%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_34.py: Kernel usage: 6.26%, CPU usage: 200.29%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_37.py: Kernel usage: 7.80%, CPU usage: 249.44%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_49.py: Kernel usage: 6.25%, CPU usage: 199.91%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_51.py: Kernel usage: 10.31%, CPU usage: 329.83%, CPU Runtime: 1.10s, Total Runtime: 0.33s
HumanEval_54.py: Kernel usage: 6.25%, CPU usage: 199.93%, CPU Runtime: 0.02s, Total Runtime: 0.01s
HumanEval_58.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 110.16s, Total Runtime: 55.08s
HumanEval_64.py: Kernel usage: 10.97%, CPU usage: 350.97%, CPU Runtime: 1.05s, Total Runtime: 0.30s
HumanEval_74.py: Kernel usage: 6.98%, CPU usage: 223.43%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_75.py: Kernel usage: 8.08%, CPU usage: 258.42%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_85.py: Kernel usage: 8.91%, CPU usage: 284.98%, CPU Runtime: 0.06s, Total Runtime: 0.02s
HumanEval_86.py: Kernel usage: 12.10%, CPU usage: 387.15%, CPU Runtime: 1.80s, Total Runtime: 0.46s
HumanEval_87.py: Kernel usage: 8.17%, CPU usage: 261.59%, CPU Runtime: 0.04s, Total Runtime: 0.02s
