HumanEval_0.py: Kernel usage: 3.17%, CPU usage: 101.47%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_3.py: Kernel usage: 6.23%, CPU usage: 199.22%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_4.py: Kernel usage: 12.53%, CPU usage: 400.99%, CPU Runtime: 0.05s, Total Runtime: 0.01s
HumanEval_9.py: Kernel usage: 7.48%, CPU usage: 239.39%, CPU Runtime: 0.01s, Total Runtime: 0.01s
Mbpp_12.py: Kernel usage: 6.17%, CPU usage: 197.42%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_19.py: Kernel usage: 5.50%, CPU usage: 175.91%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_20.py: Kernel usage: 6.91%, CPU usage: 221.01%, CPU Runtime: 60.24s, Total Runtime: 27.26s
HumanEval_31.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 1.86s, Total Runtime: 0.93s
HumanEval_33.py: Kernel usage: 8.66%, CPU usage: 277.09%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_34.py: Kernel usage: 6.30%, CPU usage: 201.47%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_37.py: Kernel usage: 7.77%, CPU usage: 248.71%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_49.py: Kernel usage: 6.25%, CPU usage: 199.91%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_51.py: Kernel usage: 10.32%, CPU usage: 330.19%, CPU Runtime: 1.10s, Total Runtime: 0.33s
HumanEval_54.py: Kernel usage: 6.25%, CPU usage: 199.93%, CPU Runtime: 0.02s, Total Runtime: 0.01s
HumanEval_58.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 109.32s, Total Runtime: 54.66s
HumanEval_64.py: Kernel usage: 10.97%, CPU usage: 350.93%, CPU Runtime: 1.01s, Total Runtime: 0.29s
HumanEval_74.py: Kernel usage: 7.00%, CPU usage: 223.92%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_75.py: Kernel usage: 8.09%, CPU usage: 258.99%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_85.py: Kernel usage: 8.90%, CPU usage: 284.93%, CPU Runtime: 0.06s, Total Runtime: 0.02s
HumanEval_86.py: Kernel usage: 12.09%, CPU usage: 386.94%, CPU Runtime: 1.81s, Total Runtime: 0.47s
HumanEval_87.py: Kernel usage: 8.77%, CPU usage: 280.70%, CPU Runtime: 0.04s, Total Runtime: 0.02s
Mbpp_88.py: Kernel usage: 6.11%, CPU usage: 195.41%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_89.py: Kernel usage: 7.27%, CPU usage: 232.52%, CPU Runtime: 1.43s, Total Runtime: 0.61s
Mbpp_90.py: Kernel usage: 7.10%, CPU usage: 227.13%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_94.py: Kernel usage: 10.35%, CPU usage: 331.35%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_96.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 0.09s, Total Runtime: 0.04s
Mbpp_97.py: Kernel usage: 6.89%, CPU usage: 220.38%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_106.py: Kernel usage: 5.25%, CPU usage: 168.06%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_113.py: Kernel usage: 11.51%, CPU usage: 368.36%, CPU Runtime: 7.18s, Total Runtime: 1.95s
HumanEval_121.py: Kernel usage: 9.18%, CPU usage: 293.69%, CPU Runtime: 0.03s, Total Runtime: 0.01s
Mbpp_123.py: Kernel usage: 9.35%, CPU usage: 299.22%, CPU Runtime: 0.97s, Total Runtime: 0.32s
Mbpp_128.py: Kernel usage: 7.70%, CPU usage: 246.44%, CPU Runtime: 0.20s, Total Runtime: 0.08s
Mbpp_129.py: Kernel usage: 10.77%, CPU usage: 344.61%, CPU Runtime: 0.45s, Total Runtime: 0.13s
Mbpp_137.py: Kernel usage: 5.81%, CPU usage: 185.82%, CPU Runtime: 0.18s, Total Runtime: 0.10s
Mbpp_140.py: Kernel usage: 4.45%, CPU usage: 142.49%, CPU Runtime: 0.03s, Total Runtime: 0.02s
Mbpp_141.py: Kernel usage: 7.32%, CPU usage: 234.20%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_166.py: Kernel usage: 6.25%, CPU usage: 200.05%, CPU Runtime: 0.20s, Total Runtime: 0.10s
Mbpp_170.py: Kernel usage: 5.72%, CPU usage: 183.18%, CPU Runtime: 0.05s, Total Runtime: 0.02s
