HumanEval_0.py: 0.000179s
HumanEval_1.py: 0.000216s
HumanEval_2.py: 0.000020s
HumanEval_3.py: 0.000044s
HumanEval_4.py: 0.000148s
HumanEval_5.py: 0.000045s
HumanEval_6.py: 0.000201s
HumanEval_7.py: 0.000049s
HumanEval_8.py: 0.000043s
HumanEval_9.py: 0.000062s
HumanEval_10.py: 0.000069s
HumanEval_11.py: 0.000131s
HumanEval_12.py: 0.000047s
HumanEval_13.py: 0.000019s
HumanEval_14.py: 0.000055s
HumanEval_15.py: 0.000107s
HumanEval_16.py: 0.000064s
HumanEval_17.py: 0.000114s
HumanEval_18.py: 0.000182s
HumanEval_19.py: 0.000240s
HumanEval_20.py: 0.000192s
HumanEval_21.py: 0.000133s
HumanEval_22.py: 0.000042s
HumanEval_23.py: 0.000016s
HumanEval_24.py: 0.000041s
HumanEval_25.py: 0.000260s
HumanEval_26.py: 0.000215s
HumanEval_27.py: 0.000026s
HumanEval_28.py: 0.000023s
HumanEval_29.py: 0.000044s
HumanEval_30.py: 0.000044s
HumanEval_31.py: 0.000147s
HumanEval_35.py: 0.000017s
HumanEval_36.py: 0.239910s
HumanEval_37.py: 0.000143s
HumanEval_38.py: 0.054345s
HumanEval_39.py: 0.013438s
HumanEval_40.py: 0.000213s
HumanEval_41.py: 0.000014s
HumanEval_42.py: 0.000033s
HumanEval_43.py: 0.000112s
HumanEval_44.py: 0.000285s
HumanEval_45.py: 0.000011s
HumanEval_46.py: 0.000122s
HumanEval_47.py: 0.000065s
HumanEval_48.py: 0.000027s
HumanEval_49.py: 0.000094s
HumanEval_50.py: 0.076450s
HumanEval_51.py: 0.000150s
HumanEval_52.py: 0.000132s
HumanEval_53.py: 0.006513s
HumanEval_54.py: 0.000067s
HumanEval_55.py: 0.000058s
HumanEval_56.py: 0.000177s
HumanEval_57.py: 0.000343s
HumanEval_58.py: 0.000066s
HumanEval_59.py: 0.000089s
HumanEval_60.py: 0.000020s
HumanEval_61.py: 0.000181s
HumanEval_62.py: 0.000090s
HumanEval_63.py: 0.000194s
HumanEval_64.py: 0.000169s
HumanEval_66.py: 0.000339s
HumanEval_67.py: 0.000326s
HumanEval_68.py: 0.000262s
HumanEval_69.py: 0.002236s
HumanEval_70.py: 0.000808s
HumanEval_71.py: 0.000106s
HumanEval_72.py: 0.000049s
HumanEval_73.py: 0.000103s
HumanEval_74.py: 0.000406s
HumanEval_76.py: 0.000062s
HumanEval_77.py: 0.000122s
HumanEval_78.py: 0.000214s
HumanEval_79.py: 0.000036s
HumanEval_80.py: 0.000184s
HumanEval_81.py: 0.000148s
HumanEval_82.py: 0.000240s
HumanEval_83.py: 0.000033s
HumanEval_84.py: 0.000164s
HumanEval_85.py: 0.000093s
HumanEval_87.py: 0.000581s
HumanEval_88.py: 0.000101s
HumanEval_89.py: 0.001416s
HumanEval_90.py: 0.000124s
HumanEval_92.py: 0.000263s
HumanEval_94.py: 0.001187s
HumanEval_95.py: 0.000431s
HumanEval_96.py: 0.001354s
HumanEval_97.py: 0.000059s
HumanEval_98.py: 0.000167s
HumanEval_99.py: 0.000074s
HumanEval_100.py: 0.000097s
HumanEval_101.py: 0.000272s
HumanEval_102.py: 0.000033s
HumanEval_103.py: 0.000132s
HumanEval_104.py: 0.000380s
HumanEval_105.py: 0.000183s
HumanEval_106.py: 0.000201s
HumanEval_107.py: 0.000971s
HumanEval_109.py: 0.000127s
HumanEval_110.py: 0.000285s
HumanEval_111.py: 0.000788s
HumanEval_112.py: 0.000292s
HumanEval_113.py: 0.000204s
HumanEval_114.py: 0.000458s
HumanEval_115.py: 0.000158s
HumanEval_116.py: 0.000915s
HumanEval_117.py: 0.000784s
HumanEval_118.py: 0.000193s
HumanEval_119.py: 0.000312s
HumanEval_120.py: 0.000186s
HumanEval_121.py: 0.000153s
HumanEval_122.py: 0.000109s
HumanEval_123.py: 0.000138s
HumanEval_124.py: 0.000427s
HumanEval_126.py: 0.001079s
HumanEval_127.py: 0.000185s
HumanEval_128.py: 0.000832s
HumanEval_130.py: 0.001305s
HumanEval_131.py: 0.000170s
HumanEval_133.py: 0.000582s
HumanEval_136.py: 0.000346s
HumanEval_137.py: 0.000188s
HumanEval_138.py: 0.000028s
HumanEval_139.py: 0.000089s
HumanEval_140.py: 0.000191s
HumanEval_142.py: 0.000398s
HumanEval_143.py: 0.000469s
HumanEval_144.py: 0.000365s
HumanEval_147.py: 0.000651s
HumanEval_148.py: 0.000146s
HumanEval_149.py: 0.000304s
HumanEval_150.py: 0.000184s
HumanEval_151.py: 0.001159s
HumanEval_152.py: 0.000109s
HumanEval_153.py: 0.002558s
HumanEval_154.py: 0.000104s
HumanEval_155.py: 0.000432s
HumanEval_156.py: 0.000379s
HumanEval_157.py: 0.000250s
HumanEval_158.py: 0.000247s
HumanEval_159.py: 0.000088s
HumanEval_161.py: 0.000563s
HumanEval_162.py: 0.000096s
