HumanEval_0.py: 0.000184s
HumanEval_1.py: 0.000219s
HumanEval_2.py: 0.000019s
HumanEval_3.py: 0.000045s
HumanEval_4.py: 0.000144s
HumanEval_5.py: 0.000047s
HumanEval_6.py: 0.000202s
HumanEval_7.py: 0.000048s
HumanEval_8.py: 0.000046s
HumanEval_9.py: 0.000060s
HumanEval_10.py: 0.000067s
HumanEval_11.py: 0.000119s
HumanEval_12.py: 0.000045s
HumanEval_13.py: 0.000019s
HumanEval_14.py: 0.000056s
HumanEval_15.py: 0.000101s
HumanEval_16.py: 0.000059s
HumanEval_17.py: 0.000109s
HumanEval_18.py: 0.000182s
HumanEval_19.py: 0.000228s
HumanEval_20.py: 0.000183s
HumanEval_21.py: 0.000129s
HumanEval_22.py: 0.000039s
HumanEval_23.py: 0.000015s
HumanEval_24.py: 0.000041s
HumanEval_25.py: 0.000227s
HumanEval_26.py: 0.000199s
HumanEval_27.py: 0.000025s
HumanEval_28.py: 0.000020s
HumanEval_29.py: 0.000043s
HumanEval_30.py: 0.000043s
HumanEval_31.py: 0.000145s
HumanEval_35.py: 0.000017s
HumanEval_36.py: 0.241582s
HumanEval_37.py: 0.000144s
HumanEval_38.py: 0.054316s
HumanEval_39.py: 0.013450s
HumanEval_40.py: 0.000214s
HumanEval_41.py: 0.000014s
HumanEval_42.py: 0.000031s
HumanEval_43.py: 0.000111s
HumanEval_44.py: 0.000287s
HumanEval_45.py: 0.000010s
HumanEval_46.py: 0.000123s
HumanEval_47.py: 0.000066s
HumanEval_48.py: 0.000027s
HumanEval_49.py: 0.000092s
HumanEval_50.py: 0.069663s
HumanEval_51.py: 0.000138s
HumanEval_52.py: 0.000119s
HumanEval_53.py: 0.005910s
HumanEval_54.py: 0.000058s
HumanEval_55.py: 0.000050s
HumanEval_56.py: 0.000159s
HumanEval_57.py: 0.000311s
HumanEval_58.py: 0.000060s
HumanEval_59.py: 0.000080s
HumanEval_60.py: 0.000018s
HumanEval_61.py: 0.000159s
HumanEval_62.py: 0.000081s
HumanEval_63.py: 0.000177s
HumanEval_64.py: 0.000152s
HumanEval_66.py: 0.000307s
HumanEval_67.py: 0.000288s
HumanEval_68.py: 0.000227s
HumanEval_69.py: 0.001967s
HumanEval_70.py: 0.000720s
HumanEval_71.py: 0.000095s
HumanEval_72.py: 0.000044s
HumanEval_73.py: 0.000090s
HumanEval_74.py: 0.000352s
HumanEval_76.py: 0.000053s
HumanEval_77.py: 0.000106s
HumanEval_78.py: 0.000193s
HumanEval_79.py: 0.000032s
HumanEval_80.py: 0.000166s
HumanEval_81.py: 0.000130s
HumanEval_82.py: 0.000207s
HumanEval_83.py: 0.000030s
HumanEval_84.py: 0.000145s
HumanEval_85.py: 0.000086s
HumanEval_87.py: 0.000478s
HumanEval_88.py: 0.000087s
HumanEval_89.py: 0.001204s
HumanEval_90.py: 0.000109s
HumanEval_92.py: 0.000225s
HumanEval_94.py: 0.000994s
HumanEval_95.py: 0.000413s
HumanEval_96.py: 0.001307s
HumanEval_97.py: 0.000057s
HumanEval_98.py: 0.000137s
HumanEval_99.py: 0.000072s
HumanEval_100.py: 0.000093s
HumanEval_101.py: 0.000251s
HumanEval_102.py: 0.000030s
HumanEval_103.py: 0.000120s
HumanEval_104.py: 0.000350s
HumanEval_105.py: 0.000155s
HumanEval_106.py: 0.000172s
HumanEval_107.py: 0.000759s
HumanEval_109.py: 0.000108s
HumanEval_110.py: 0.000202s
HumanEval_111.py: 0.000650s
HumanEval_112.py: 0.000237s
HumanEval_113.py: 0.000172s
HumanEval_114.py: 0.000371s
HumanEval_115.py: 0.000131s
HumanEval_116.py: 0.000753s
HumanEval_117.py: 0.000689s
HumanEval_118.py: 0.000171s
HumanEval_119.py: 0.000269s
HumanEval_120.py: 0.000157s
HumanEval_121.py: 0.000136s
HumanEval_122.py: 0.000096s
HumanEval_123.py: 0.000117s
HumanEval_124.py: 0.000202s
HumanEval_126.py: 0.000915s
HumanEval_127.py: 0.000147s
HumanEval_128.py: 0.000729s
HumanEval_130.py: 0.001136s
HumanEval_131.py: 0.000141s
HumanEval_133.py: 0.000478s
HumanEval_136.py: 0.000298s
HumanEval_137.py: 0.000160s
HumanEval_138.py: 0.000024s
HumanEval_139.py: 0.000076s
HumanEval_140.py: 0.000164s
HumanEval_142.py: 0.000340s
HumanEval_143.py: 0.000395s
HumanEval_144.py: 0.000308s
HumanEval_147.py: 0.000554s
HumanEval_148.py: 0.000123s
HumanEval_149.py: 0.000255s
HumanEval_150.py: 0.000154s
HumanEval_151.py: 0.000986s
HumanEval_152.py: 0.000088s
HumanEval_153.py: 0.002145s
HumanEval_154.py: 0.000089s
HumanEval_155.py: 0.000371s
HumanEval_156.py: 0.000324s
HumanEval_157.py: 0.000214s
HumanEval_158.py: 0.000215s
HumanEval_159.py: 0.000076s
HumanEval_161.py: 0.000472s
HumanEval_162.py: 0.000083s
