HumanEval_0.py: 0.000211s
HumanEval_1.py: 0.000251s
HumanEval_2.py: 0.000023s
HumanEval_3.py: 0.000052s
HumanEval_4.py: 0.000176s
HumanEval_5.py: 0.000053s
HumanEval_6.py: 0.000229s
HumanEval_7.py: 0.000056s
HumanEval_8.py: 0.000050s
HumanEval_9.py: 0.000071s
HumanEval_10.py: 0.000079s
HumanEval_11.py: 0.000141s
HumanEval_12.py: 0.000055s
HumanEval_13.py: 0.000023s
HumanEval_14.py: 0.000065s
HumanEval_15.py: 0.000117s
HumanEval_16.py: 0.000074s
HumanEval_17.py: 0.000129s
HumanEval_18.py: 0.000216s
HumanEval_19.py: 0.000265s
HumanEval_20.py: 0.000214s
HumanEval_21.py: 0.000149s
HumanEval_22.py: 0.000047s
HumanEval_23.py: 0.000017s
HumanEval_24.py: 0.000049s
HumanEval_25.py: 0.000263s
HumanEval_26.py: 0.000234s
HumanEval_27.py: 0.000029s
HumanEval_28.py: 0.000024s
HumanEval_29.py: 0.000050s
HumanEval_30.py: 0.000052s
HumanEval_31.py: 0.000173s
HumanEval_35.py: 0.000020s
HumanEval_36.py: 0.284321s
HumanEval_37.py: 0.000265s
HumanEval_38.py: 0.073531s
HumanEval_39.py: 0.013564s
HumanEval_40.py: 0.000219s
HumanEval_41.py: 0.000014s
HumanEval_42.py: 0.000032s
HumanEval_43.py: 0.000110s
HumanEval_44.py: 0.000289s
HumanEval_45.py: 0.000010s
HumanEval_46.py: 0.000120s
HumanEval_47.py: 0.000068s
HumanEval_48.py: 0.000026s
HumanEval_49.py: 0.000093s
HumanEval_50.py: 0.069617s
HumanEval_51.py: 0.000137s
HumanEval_52.py: 0.000120s
HumanEval_53.py: 0.005802s
HumanEval_54.py: 0.000057s
HumanEval_55.py: 0.000050s
HumanEval_56.py: 0.000157s
HumanEval_57.py: 0.000302s
HumanEval_58.py: 0.000060s
HumanEval_59.py: 0.000079s
HumanEval_60.py: 0.000018s
HumanEval_61.py: 0.000156s
HumanEval_62.py: 0.000079s
HumanEval_63.py: 0.000175s
HumanEval_64.py: 0.000154s
HumanEval_66.py: 0.000299s
HumanEval_67.py: 0.000289s
HumanEval_68.py: 0.000227s
HumanEval_69.py: 0.001958s
HumanEval_70.py: 0.000706s
HumanEval_71.py: 0.000092s
HumanEval_72.py: 0.000043s
HumanEval_73.py: 0.000088s
HumanEval_74.py: 0.000353s
HumanEval_76.py: 0.000053s
HumanEval_77.py: 0.000105s
HumanEval_78.py: 0.000189s
HumanEval_79.py: 0.000031s
HumanEval_80.py: 0.000161s
HumanEval_81.py: 0.000124s
HumanEval_82.py: 0.000202s
HumanEval_83.py: 0.000028s
HumanEval_84.py: 0.000143s
HumanEval_85.py: 0.000081s
HumanEval_87.py: 0.000489s
HumanEval_88.py: 0.000089s
HumanEval_89.py: 0.001198s
HumanEval_90.py: 0.000111s
HumanEval_92.py: 0.000225s
HumanEval_94.py: 0.000990s
HumanEval_95.py: 0.000424s
HumanEval_96.py: 0.001269s
HumanEval_97.py: 0.000056s
HumanEval_98.py: 0.000134s
HumanEval_99.py: 0.000072s
HumanEval_100.py: 0.000093s
HumanEval_101.py: 0.000252s
HumanEval_102.py: 0.000030s
HumanEval_103.py: 0.000119s
HumanEval_104.py: 0.000346s
HumanEval_105.py: 0.000157s
HumanEval_106.py: 0.000171s
HumanEval_107.py: 0.000750s
HumanEval_109.py: 0.000107s
HumanEval_110.py: 0.000192s
HumanEval_111.py: 0.000648s
HumanEval_112.py: 0.000237s
HumanEval_113.py: 0.000175s
HumanEval_114.py: 0.000367s
HumanEval_115.py: 0.000131s
HumanEval_116.py: 0.000752s
HumanEval_117.py: 0.000678s
HumanEval_118.py: 0.000170s
HumanEval_119.py: 0.000264s
HumanEval_120.py: 0.000158s
HumanEval_121.py: 0.000134s
HumanEval_122.py: 0.000096s
HumanEval_123.py: 0.000118s
HumanEval_124.py: 0.000203s
HumanEval_126.py: 0.000890s
HumanEval_127.py: 0.000149s
HumanEval_128.py: 0.000730s
HumanEval_130.py: 0.001014s
HumanEval_131.py: 0.000144s
HumanEval_133.py: 0.000491s
HumanEval_136.py: 0.000296s
HumanEval_137.py: 0.000159s
HumanEval_138.py: 0.000025s
HumanEval_139.py: 0.000080s
HumanEval_140.py: 0.000167s
HumanEval_142.py: 0.000346s
HumanEval_143.py: 0.000394s
HumanEval_144.py: 0.000312s
HumanEval_147.py: 0.000563s
HumanEval_148.py: 0.000120s
HumanEval_149.py: 0.000256s
HumanEval_150.py: 0.000157s
HumanEval_151.py: 0.000996s
HumanEval_152.py: 0.000088s
HumanEval_153.py: 0.002154s
HumanEval_154.py: 0.000089s
HumanEval_155.py: 0.000368s
HumanEval_156.py: 0.000329s
HumanEval_157.py: 0.000213s
HumanEval_158.py: 0.000212s
HumanEval_159.py: 0.000075s
HumanEval_161.py: 0.000473s
HumanEval_162.py: 0.000082s
