HumanEval_0.py: Kernel usage: 3.20%, CPU usage: 102.55%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_3.py: Kernel usage: 6.23%, CPU usage: 199.45%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_4.py: Kernel usage: 15.62%, CPU usage: 499.71%, CPU Runtime: 32.11s, Total Runtime: 6.42s
HumanEval_9.py: Kernel usage: 7.51%, CPU usage: 240.44%, CPU Runtime: 0.01s, Total Runtime: 0.01s
Mbpp_12.py: Kernel usage: 9.23%, CPU usage: 295.21%, CPU Runtime: 4.44s, Total Runtime: 1.50s
HumanEval_16.py: Kernel usage: 6.40%, CPU usage: 204.92%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_19.py: Kernel usage: 5.47%, CPU usage: 174.94%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_20.py: Kernel usage: 6.90%, CPU usage: 220.79%, CPU Runtime: 63.81s, Total Runtime: 28.90s
HumanEval_31.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 1.88s, Total Runtime: 0.94s
HumanEval_33.py: Kernel usage: 8.67%, CPU usage: 277.54%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_34.py: Kernel usage: 6.30%, CPU usage: 201.50%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_37.py: Kernel usage: 7.77%, CPU usage: 248.70%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_49.py: Kernel usage: 6.25%, CPU usage: 199.90%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_51.py: Kernel usage: 10.32%, CPU usage: 330.10%, CPU Runtime: 1.10s, Total Runtime: 0.33s
HumanEval_54.py: Kernel usage: 6.25%, CPU usage: 199.93%, CPU Runtime: 0.01s, Total Runtime: 0.01s
HumanEval_58.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 116.53s, Total Runtime: 58.27s
HumanEval_59.py: Kernel usage: 5.23%, CPU usage: 167.46%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_62.py: Kernel usage: 6.62%, CPU usage: 211.89%, CPU Runtime: 0.02s, Total Runtime: 0.01s
HumanEval_64.py: Kernel usage: 11.02%, CPU usage: 352.59%, CPU Runtime: 0.97s, Total Runtime: 0.27s
HumanEval_74.py: Kernel usage: 7.03%, CPU usage: 224.95%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_75.py: Kernel usage: 8.05%, CPU usage: 257.47%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_85.py: Kernel usage: 8.98%, CPU usage: 287.22%, CPU Runtime: 0.06s, Total Runtime: 0.02s
HumanEval_86.py: Kernel usage: 12.08%, CPU usage: 386.71%, CPU Runtime: 1.55s, Total Runtime: 0.40s
HumanEval_87.py: Kernel usage: 8.89%, CPU usage: 284.34%, CPU Runtime: 0.04s, Total Runtime: 0.01s
Mbpp_88.py: Kernel usage: 6.12%, CPU usage: 195.86%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_89.py: Kernel usage: 7.22%, CPU usage: 230.97%, CPU Runtime: 1.55s, Total Runtime: 0.67s
HumanEval_90.py: Kernel usage: 6.63%, CPU usage: 212.12%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_90.py: Kernel usage: 7.13%, CPU usage: 228.21%, CPU Runtime: 0.00s, Total Runtime: 0.00s
