HumanEval_0.py: Kernel usage: 3.19%, CPU usage: 102.09%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_3.py: Kernel usage: 6.23%, CPU usage: 199.34%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_4.py: Kernel usage: 15.62%, CPU usage: 499.69%, CPU Runtime: 33.84s, Total Runtime: 6.77s
HumanEval_9.py: Kernel usage: 7.52%, CPU usage: 240.54%, CPU Runtime: 0.01s, Total Runtime: 0.01s
Mbpp_12.py: Kernel usage: 9.22%, CPU usage: 295.20%, CPU Runtime: 5.01s, Total Runtime: 1.70s
HumanEval_16.py: Kernel usage: 6.41%, CPU usage: 205.02%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_19.py: Kernel usage: 5.48%, CPU usage: 175.24%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_20.py: Kernel usage: 6.90%, CPU usage: 220.85%, CPU Runtime: 64.27s, Total Runtime: 29.10s
HumanEval_31.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 2.13s, Total Runtime: 1.07s
HumanEval_33.py: Kernel usage: 8.65%, CPU usage: 276.84%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_34.py: Kernel usage: 6.29%, CPU usage: 201.21%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_37.py: Kernel usage: 7.70%, CPU usage: 246.39%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_49.py: Kernel usage: 6.25%, CPU usage: 199.92%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_51.py: Kernel usage: 10.31%, CPU usage: 329.77%, CPU Runtime: 1.12s, Total Runtime: 0.34s
HumanEval_54.py: Kernel usage: 6.25%, CPU usage: 199.91%, CPU Runtime: 0.01s, Total Runtime: 0.01s
HumanEval_58.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 119.53s, Total Runtime: 59.76s
HumanEval_59.py: Kernel usage: 5.02%, CPU usage: 160.77%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_62.py: Kernel usage: 6.38%, CPU usage: 204.21%, CPU Runtime: 0.02s, Total Runtime: 0.01s
HumanEval_64.py: Kernel usage: 11.03%, CPU usage: 352.83%, CPU Runtime: 0.92s, Total Runtime: 0.26s
HumanEval_74.py: Kernel usage: 7.04%, CPU usage: 225.36%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_75.py: Kernel usage: 8.02%, CPU usage: 256.68%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_85.py: Kernel usage: 8.99%, CPU usage: 287.72%, CPU Runtime: 0.06s, Total Runtime: 0.02s
HumanEval_86.py: Kernel usage: 12.08%, CPU usage: 386.53%, CPU Runtime: 1.49s, Total Runtime: 0.39s
HumanEval_87.py: Kernel usage: 8.90%, CPU usage: 284.79%, CPU Runtime: 0.04s, Total Runtime: 0.01s
Mbpp_88.py: Kernel usage: 6.12%, CPU usage: 195.96%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_89.py: Kernel usage: 7.22%, CPU usage: 231.12%, CPU Runtime: 1.49s, Total Runtime: 0.64s
HumanEval_90.py: Kernel usage: 6.76%, CPU usage: 216.44%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_90.py: Kernel usage: 7.09%, CPU usage: 226.95%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_94.py: Kernel usage: 10.39%, CPU usage: 332.34%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_96.py: Kernel usage: 9.37%, CPU usage: 299.99%, CPU Runtime: 0.11s, Total Runtime: 0.04s
Mbpp_97.py: Kernel usage: 7.04%, CPU usage: 225.30%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_106.py: Kernel usage: 5.23%, CPU usage: 167.51%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_113.py: Kernel usage: 11.55%, CPU usage: 369.67%, CPU Runtime: 7.30s, Total Runtime: 1.97s
HumanEval_121.py: Kernel usage: 9.19%, CPU usage: 293.96%, CPU Runtime: 0.03s, Total Runtime: 0.01s
Mbpp_123.py: Kernel usage: 9.35%, CPU usage: 299.18%, CPU Runtime: 1.00s, Total Runtime: 0.33s
Mbpp_128.py: Kernel usage: 7.68%, CPU usage: 245.60%, CPU Runtime: 0.19s, Total Runtime: 0.08s
Mbpp_129.py: Kernel usage: 10.78%, CPU usage: 344.83%, CPU Runtime: 0.45s, Total Runtime: 0.13s
Mbpp_130.py: Kernel usage: 8.35%, CPU usage: 267.24%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_137.py: Kernel usage: 6.03%, CPU usage: 193.02%, CPU Runtime: 0.18s, Total Runtime: 0.10s
Mbpp_140.py: Kernel usage: 5.85%, CPU usage: 187.18%, CPU Runtime: 0.02s, Total Runtime: 0.01s
Mbpp_141.py: Kernel usage: 7.21%, CPU usage: 230.61%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_149.py: Kernel usage: 8.31%, CPU usage: 265.76%, CPU Runtime: 0.10s, Total Runtime: 0.04s
Mbpp_166.py: Kernel usage: 6.25%, CPU usage: 200.05%, CPU Runtime: 0.20s, Total Runtime: 0.10s
Mbpp_170.py: Kernel usage: 5.81%, CPU usage: 185.79%, CPU Runtime: 0.02s, Total Runtime: 0.01s
Mbpp_226.py: Kernel usage: 9.34%, CPU usage: 298.99%, CPU Runtime: 0.72s, Total Runtime: 0.24s
Mbpp_230.py: Kernel usage: 6.25%, CPU usage: 199.97%, CPU Runtime: 0.08s, Total Runtime: 0.04s
Mbpp_240.py: Kernel usage: 3.87%, CPU usage: 123.81%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_256.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 4.42s, Total Runtime: 2.21s
