HumanEval_1.py: 0.000412s
HumanEval_3.py: 0.000044s
HumanEval_5.py: 0.000048s
HumanEval_7.py: 0.000049s
HumanEval_9.py: 0.000098s
HumanEval_10.py: 0.000074s
HumanEval_11.py: 0.000123s
HumanEval_13.py: 0.000025s
HumanEval_14.py: 0.000052s
HumanEval_16.py: 0.000062s
HumanEval_21.py: 0.000296s
HumanEval_22.py: 0.000061s
HumanEval_27.py: 0.000026s
HumanEval_28.py: 0.000019s
HumanEval_29.py: 0.000042s
HumanEval_30.py: 0.000045s
HumanEval_31.py: 0.009242s
HumanEval_32.py: 0.288883s
HumanEval_33.py: 0.000119s
HumanEval_34.py: 0.000018s
HumanEval_35.py: 0.000015s
HumanEval_38.py: 0.052955s
HumanEval_42.py: 0.000033s
HumanEval_45.py: 0.000011s
HumanEval_47.py: 0.000076s
HumanEval_48.py: 0.000027s
HumanEval_52.py: 0.000030s
HumanEval_53.py: 0.005888s
HumanEval_55.py: 0.002877s
HumanEval_57.py: 0.000081s
HumanEval_58.py: 0.000057s
HumanEval_62.py: 0.000067s
HumanEval_65.py: 0.000058s
HumanEval_67.py: 0.000264s
HumanEval_71.py: 0.000089s
HumanEval_76.py: 0.000052s
HumanEval_77.py: 0.000116s
HumanEval_78.py: 0.000130s
HumanEval_79.py: 0.000031s
HumanEval_80.py: 0.000111s
HumanEval_85.py: 0.000080s
HumanEval_89.py: 0.000437s
HumanEval_93.py: 0.000482s
HumanEval_95.py: 0.000220s
HumanEval_98.py: 0.000060s
HumanEval_102.py: 0.000028s
HumanEval_103.py: 0.000945s
HumanEval_111.py: 0.000302s
HumanEval_112.py: 0.000164s
HumanEval_113.py: 0.000242s
HumanEval_121.py: 0.000122s
HumanEval_128.py: 0.000324s
HumanEval_131.py: 0.000098s
HumanEval_138.py: 0.000026s
HumanEval_142.py: 0.000604s
HumanEval_144.py: 0.000210s
HumanEval_148.py: 0.000073s
HumanEval_149.py: 0.000244s
HumanEval_150.py: 0.006029s
HumanEval_155.py: 0.000118s
HumanEval_157.py: 0.000062s
