HumanEval_1.py: 0.000406s
HumanEval_3.py: 0.000045s
HumanEval_5.py: 0.000050s
HumanEval_7.py: 0.000046s
HumanEval_9.py: 0.000099s
HumanEval_10.py: 0.000074s
HumanEval_11.py: 0.000124s
HumanEval_13.py: 0.000027s
HumanEval_14.py: 0.000053s
HumanEval_16.py: 0.000062s
HumanEval_21.py: 0.000283s
HumanEval_22.py: 0.000061s
HumanEval_27.py: 0.000025s
HumanEval_28.py: 0.000018s
HumanEval_29.py: 0.000043s
HumanEval_30.py: 0.000043s
HumanEval_31.py: 0.009183s
HumanEval_32.py: 0.291273s
HumanEval_33.py: 0.000118s
HumanEval_34.py: 0.000017s
HumanEval_35.py: 0.000016s
HumanEval_38.py: 0.054061s
HumanEval_42.py: 0.000046s
HumanEval_45.py: 0.000010s
HumanEval_47.py: 0.000078s
HumanEval_48.py: 0.000027s
HumanEval_52.py: 0.000031s
HumanEval_53.py: 0.005882s
HumanEval_55.py: 0.002865s
HumanEval_57.py: 0.000081s
HumanEval_58.py: 0.000059s
HumanEval_62.py: 0.000066s
HumanEval_65.py: 0.000058s
HumanEval_67.py: 0.000277s
HumanEval_71.py: 0.000088s
HumanEval_76.py: 0.000052s
HumanEval_77.py: 0.000115s
HumanEval_78.py: 0.000133s
HumanEval_79.py: 0.000030s
HumanEval_80.py: 0.000111s
HumanEval_85.py: 0.000084s
HumanEval_89.py: 0.000438s
HumanEval_93.py: 0.000493s
HumanEval_95.py: 0.000224s
HumanEval_98.py: 0.000059s
HumanEval_102.py: 0.000029s
HumanEval_103.py: 0.000974s
HumanEval_111.py: 0.000302s
HumanEval_112.py: 0.000166s
HumanEval_113.py: 0.000244s
HumanEval_121.py: 0.000119s
HumanEval_128.py: 0.000323s
HumanEval_131.py: 0.000098s
HumanEval_138.py: 0.000024s
HumanEval_142.py: 0.000592s
HumanEval_144.py: 0.000215s
HumanEval_148.py: 0.000074s
HumanEval_149.py: 0.000238s
HumanEval_150.py: 0.006007s
HumanEval_155.py: 0.000121s
HumanEval_157.py: 0.000061s
