HumanEval_1.py: 0.000406s
HumanEval_3.py: 0.000042s
HumanEval_5.py: 0.000049s
HumanEval_7.py: 0.000045s
HumanEval_9.py: 0.000097s
HumanEval_10.py: 0.000075s
HumanEval_11.py: 0.000121s
HumanEval_13.py: 0.000025s
HumanEval_14.py: 0.000053s
HumanEval_16.py: 0.000061s
HumanEval_21.py: 0.000291s
HumanEval_22.py: 0.000060s
HumanEval_27.py: 0.000024s
HumanEval_28.py: 0.000018s
HumanEval_29.py: 0.000042s
HumanEval_30.py: 0.000042s
HumanEval_31.py: 0.009178s
HumanEval_32.py: 0.287691s
HumanEval_33.py: 0.000116s
HumanEval_34.py: 0.000016s
HumanEval_35.py: 0.000016s
HumanEval_38.py: 0.052806s
HumanEval_42.py: 0.000032s
HumanEval_45.py: 0.000011s
HumanEval_47.py: 0.000076s
HumanEval_48.py: 0.000027s
HumanEval_52.py: 0.000031s
HumanEval_53.py: 0.005594s
HumanEval_55.py: 0.002752s
HumanEval_57.py: 0.000080s
HumanEval_58.py: 0.000059s
HumanEval_62.py: 0.000064s
HumanEval_65.py: 0.000058s
HumanEval_67.py: 0.000273s
HumanEval_71.py: 0.000087s
HumanEval_76.py: 0.000052s
HumanEval_77.py: 0.000115s
HumanEval_78.py: 0.000131s
HumanEval_79.py: 0.000031s
HumanEval_80.py: 0.000110s
HumanEval_85.py: 0.000081s
HumanEval_89.py: 0.000431s
HumanEval_93.py: 0.000480s
HumanEval_95.py: 0.000223s
HumanEval_98.py: 0.000059s
HumanEval_102.py: 0.000028s
HumanEval_103.py: 0.000930s
HumanEval_111.py: 0.000292s
HumanEval_112.py: 0.000169s
HumanEval_113.py: 0.000241s
HumanEval_121.py: 0.000116s
HumanEval_128.py: 0.000323s
HumanEval_131.py: 0.000098s
HumanEval_138.py: 0.000025s
HumanEval_142.py: 0.000604s
HumanEval_144.py: 0.000210s
HumanEval_148.py: 0.000075s
HumanEval_149.py: 0.000244s
HumanEval_150.py: 0.005962s
HumanEval_155.py: 0.000120s
HumanEval_157.py: 0.000063s
