HumanEval_1.py: 0.000408s
HumanEval_3.py: 0.000043s
HumanEval_5.py: 0.000049s
HumanEval_7.py: 0.000046s
HumanEval_9.py: 0.000098s
HumanEval_10.py: 0.000074s
HumanEval_11.py: 0.000122s
HumanEval_13.py: 0.000026s
HumanEval_14.py: 0.000053s
HumanEval_16.py: 0.000063s
HumanEval_21.py: 0.000290s
HumanEval_22.py: 0.000060s
HumanEval_27.py: 0.000025s
HumanEval_28.py: 0.000018s
HumanEval_29.py: 0.000043s
HumanEval_30.py: 0.000042s
HumanEval_31.py: 0.009044s
HumanEval_32.py: 0.276968s
HumanEval_33.py: 0.000112s
HumanEval_34.py: 0.000016s
HumanEval_35.py: 0.000016s
HumanEval_38.py: 0.053384s
HumanEval_42.py: 0.000031s
HumanEval_45.py: 0.000011s
HumanEval_47.py: 0.000077s
HumanEval_48.py: 0.000027s
HumanEval_52.py: 0.000029s
HumanEval_53.py: 0.005671s
HumanEval_55.py: 0.002835s
HumanEval_57.py: 0.000082s
HumanEval_58.py: 0.000058s
HumanEval_62.py: 0.000065s
HumanEval_65.py: 0.000057s
HumanEval_67.py: 0.000260s
HumanEval_71.py: 0.000089s
HumanEval_76.py: 0.000051s
HumanEval_77.py: 0.000117s
HumanEval_78.py: 0.000131s
HumanEval_79.py: 0.000030s
HumanEval_80.py: 0.000109s
HumanEval_85.py: 0.000081s
HumanEval_89.py: 0.000430s
HumanEval_93.py: 0.000489s
HumanEval_95.py: 0.000224s
HumanEval_98.py: 0.000061s
HumanEval_102.py: 0.000028s
HumanEval_103.py: 0.000946s
HumanEval_111.py: 0.000297s
HumanEval_112.py: 0.000167s
HumanEval_113.py: 0.000244s
HumanEval_121.py: 0.000121s
HumanEval_128.py: 0.000324s
HumanEval_131.py: 0.000100s
HumanEval_138.py: 0.000025s
HumanEval_142.py: 0.000609s
HumanEval_144.py: 0.000212s
HumanEval_148.py: 0.000075s
HumanEval_149.py: 0.000240s
HumanEval_150.py: 0.006029s
HumanEval_155.py: 0.000120s
HumanEval_157.py: 0.000061s
