Mbpp_1.py: 0.000924s
Mbpp_3.py: 0.000019s
Mbpp_4.py: 0.000187s
Mbpp_5.py: 0.000078s
Mbpp_6.py: 0.000035s
Mbpp_7.py: 0.000109s
Mbpp_8.py: 0.000111s
Mbpp_10.py: 0.000029s
Mbpp_12.py: 0.000124s
Mbpp_13.py: 0.000169s
Mbpp_14.py: 0.000012s
Mbpp_17.py: 0.000010s
Mbpp_18.py: 0.000122s
Mbpp_19.py: 0.000079s
Mbpp_20.py: 0.000107s
Mbpp_21.py: 0.000060s
Mbpp_22.py: 0.000075s
Mbpp_24.py: 0.000102s
Mbpp_25.py: 0.000072s
Mbpp_26.py: 0.000042s
Mbpp_27.py: 0.000270s
Mbpp_28.py: 0.019791s
Mbpp_29.py: 0.000087s
Mbpp_30.py: 0.000076s
Mbpp_32.py: 0.000033s
Mbpp_33.py: 0.000076s
Mbpp_34.py: 0.000033s
Mbpp_35.py: 0.000010s
Mbpp_36.py: 0.000020s
Mbpp_37.py: 0.000054s
Mbpp_38.py: 0.000026s
Mbpp_40.py: 0.000082s
Mbpp_41.py: 0.000082s
Mbpp_42.py: 0.000126s
Mbpp_43.py: 0.000099s
Mbpp_45.py: 0.000036s
Mbpp_46.py: 0.000033s
Mbpp_47.py: 0.000051s
Mbpp_48.py: 0.000037s
Mbpp_49.py: 0.000046s
Mbpp_50.py: 0.000211s
Mbpp_51.py: 0.000011s
Mbpp_52.py: 0.000010s
Mbpp_53.py: 0.000011s
Mbpp_54.py: 0.000244s
Mbpp_55.py: 0.000022s
Mbpp_56.py: 0.000020s
Mbpp_57.py: 0.000040s
Mbpp_58.py: 0.000011s
Mbpp_59.py: 0.000012s
Mbpp_60.py: 0.000341s
Mbpp_61.py: 0.000178s
Mbpp_62.py: 0.000030s
Mbpp_63.py: 0.000075s
Mbpp_64.py: 0.000053s
Mbpp_65.py: 0.000071s
Mbpp_66.py: 0.000020s
Mbpp_67.py: 0.004899s
Mbpp_68.py: 0.000130s
Mbpp_69.py: 0.000067s
Mbpp_70.py: 0.000029s
Mbpp_71.py: 0.000196s
Mbpp_72.py: 0.000176s
Mbpp_73.py: 0.000309s
Mbpp_74.py: 0.000190s
Mbpp_75.py: 0.000183s
Mbpp_76.py: 0.000019s
Mbpp_78.py: 0.000234s
Mbpp_79.py: 0.000018s
Mbpp_80.py: 0.000012s
