Mbpp_3.py: 7.507584s
Mbpp_4.py: 0.093974s
HumanEval_9.py: 0.006440s
Mbpp_9.py: 0.001045s
Mbpp_12.py: 0.004999s
HumanEval_16.py: 0.004425s
Mbpp_19.py: 0.001537s
HumanEval_24.py: 1.231957s
HumanEval_26.py: 17.058968s
HumanEval_31.py: 0.954265s
HumanEval_33.py: 0.002407s
HumanEval_34.py: 0.004722s
HumanEval_51.py: 0.321483s
HumanEval_58.py: 0.004516s
Mbpp_62.py: 0.025318s
HumanEval_64.py: 0.266411s
Mbpp_75.py: 0.000434s
HumanEval_85.py: 0.020797s
Mbpp_88.py: 0.003315s
HumanEval_89.py: 0.660238s
Mbpp_90.py: 0.000721s
Mbpp_94.py: 0.002338s
Mbpp_96.py: 0.046067s
Mbpp_97.py: 0.002173s
Mbpp_106.py: 0.001142s
Mbpp_108.py: 0.013137s
HumanEval_113.py: 7.318513s
HumanEval_121.py: 0.010298s
Mbpp_123.py: 0.335892s
Mbpp_128.py: 0.065064s
Mbpp_130.py: 0.001749s
Mbpp_137.py: 0.090134s
Mbpp_140.py: 0.008984s
Mbpp_141.py: 0.000652s
HumanEval_149.py: 0.036278s
Mbpp_166.py: 0.100702s
Mbpp_170.py: 0.033856s
Mbpp_226.py: 0.322642s
Mbpp_230.py: 0.000531s
Mbpp_239.py: 0.000949s
Mbpp_240.py: 0.000918s
Mbpp_251.py: 0.009677s
Mbpp_256.py: 2.050582s
Mbpp_265.py: 0.041646s
Mbpp_281.py: 0.003107s
Mbpp_296.py: 4.678842s
Mbpp_308.py: 0.023264s
Mbpp_392.py: 0.229060s
Mbpp_395.py: 0.002896s
Mbpp_405.py: 0.000146s
Mbpp_421.py: 0.030193s
Mbpp_424.py: 0.000730s
Mbpp_425.py: 0.002607s
Mbpp_433.py: 0.147971s
Mbpp_437.py: 0.359809s
Mbpp_446.py: 0.001216s
Mbpp_451.py: 0.001184s
Mbpp_456.py: 0.013068s
Mbpp_460.py: 0.001691s
Mbpp_474.py: 0.022171s
Mbpp_477.py: 0.000714s
Mbpp_563.py: 3.316539s
Mbpp_572.py: 0.901982s
Mbpp_578.py: 0.016522s
Mbpp_586.py: 0.000347s
Mbpp_587.py: 0.001301s
Mbpp_592.py: 0.429286s
Mbpp_604.py: 0.011733s
Mbpp_610.py: 0.027088s
Mbpp_611.py: 0.002935s
Mbpp_632.py: 0.001797s
Mbpp_633.py: 0.021937s
Mbpp_644.py: 0.007649s
Mbpp_720.py: 0.009546s
Mbpp_725.py: 0.042795s
Mbpp_740.py: 0.004052s
Mbpp_744.py: 0.126619s
Mbpp_750.py: 0.003461s
Mbpp_753.py: 0.071503s
Mbpp_754.py: 0.002576s
Mbpp_757.py: 50.741224s
Mbpp_758.py: 0.006358s
Mbpp_760.py: 0.001296s
Mbpp_764.py: 0.343021s
Mbpp_766.py: 0.187663s
Mbpp_775.py: 0.230431s
Mbpp_777.py: 69.859423s
Mbpp_781.py: 6.084434s
Mbpp_800.py: 0.001263s
Mbpp_805.py: 0.021205s
Mbpp_808.py: 0.005699s
