Mbpp_3.py: 7.141731s
Mbpp_4.py: 0.086711s
HumanEval_9.py: 0.006214s
Mbpp_9.py: 0.000947s
Mbpp_12.py: 0.004215s
HumanEval_16.py: 0.004217s
Mbpp_19.py: 0.001310s
HumanEval_24.py: 1.157256s
HumanEval_26.py: 16.313677s
HumanEval_31.py: 1.002700s
HumanEval_33.py: 0.002406s
HumanEval_34.py: 0.004712s
HumanEval_51.py: 0.337518s
HumanEval_58.py: 0.004663s
Mbpp_62.py: 0.027917s
HumanEval_64.py: 0.295434s
Mbpp_75.py: 0.000511s
HumanEval_85.py: 0.022046s
Mbpp_88.py: 0.003475s
HumanEval_89.py: 0.684252s
Mbpp_90.py: 0.001066s
Mbpp_94.py: 0.002248s
Mbpp_96.py: 0.048233s
Mbpp_97.py: 0.002160s
Mbpp_106.py: 0.001183s
Mbpp_108.py: 0.013671s
HumanEval_113.py: 7.275491s
HumanEval_121.py: 0.009790s
Mbpp_123.py: 0.331850s
Mbpp_128.py: 0.064629s
Mbpp_130.py: 0.001806s
Mbpp_137.py: 0.087010s
Mbpp_140.py: 0.008820s
Mbpp_141.py: 0.000634s
HumanEval_149.py: 0.036686s
Mbpp_166.py: 0.099499s
Mbpp_170.py: 0.028299s
Mbpp_226.py: 0.308486s
Mbpp_230.py: 0.000265s
Mbpp_239.py: 0.000952s
Mbpp_240.py: 0.000912s
Mbpp_251.py: 0.009188s
Mbpp_256.py: 2.029398s
Mbpp_265.py: 0.042767s
Mbpp_281.py: 0.003078s
Mbpp_296.py: 4.839043s
Mbpp_308.py: 0.025027s
Mbpp_392.py: 0.238025s
Mbpp_395.py: 0.003188s
Mbpp_405.py: 0.000154s
Mbpp_421.py: 0.030100s
Mbpp_424.py: 0.000725s
Mbpp_425.py: 0.002580s
Mbpp_433.py: 0.147250s
Mbpp_437.py: 0.356403s
Mbpp_446.py: 0.001225s
Mbpp_451.py: 0.001169s
Mbpp_456.py: 0.012645s
Mbpp_460.py: 0.001726s
Mbpp_474.py: 0.022466s
Mbpp_477.py: 0.000696s
Mbpp_563.py: 3.352601s
Mbpp_572.py: 0.897085s
Mbpp_578.py: 0.016278s
Mbpp_586.py: 0.000335s
Mbpp_587.py: 0.001305s
Mbpp_592.py: 0.424406s
Mbpp_604.py: 0.011245s
Mbpp_610.py: 0.023432s
Mbpp_611.py: 0.003013s
Mbpp_632.py: 0.001888s
Mbpp_633.py: 0.022273s
Mbpp_644.py: 0.007619s
Mbpp_720.py: 0.009934s
Mbpp_725.py: 0.045180s
Mbpp_740.py: 0.004274s
Mbpp_744.py: 0.133294s
Mbpp_750.py: 0.004802s
Mbpp_753.py: 0.075833s
Mbpp_754.py: 0.002657s
Mbpp_757.py: 50.224533s
Mbpp_758.py: 0.006079s
Mbpp_760.py: 0.001372s
Mbpp_764.py: 0.349050s
Mbpp_766.py: 0.207738s
Mbpp_775.py: 0.234712s
Mbpp_777.py: 75.520534s
Mbpp_781.py: 6.230017s
Mbpp_800.py: 0.001343s
Mbpp_805.py: 0.004830s
Mbpp_808.py: 0.004308s
