Mbpp_3.py: 7.475794s
Mbpp_4.py: 0.090088s
HumanEval_9.py: 0.006325s
Mbpp_9.py: 0.000956s
Mbpp_12.py: 0.004403s
HumanEval_16.py: 0.004063s
Mbpp_19.py: 0.001342s
HumanEval_24.py: 1.127124s
HumanEval_26.py: 17.027744s
HumanEval_31.py: 1.032402s
HumanEval_33.py: 0.002716s
HumanEval_34.py: 0.005489s
HumanEval_51.py: 0.427242s
HumanEval_58.py: 0.005952s
Mbpp_62.py: 0.028876s
HumanEval_64.py: 0.273854s
Mbpp_75.py: 0.000451s
HumanEval_85.py: 0.022079s
Mbpp_88.py: 0.003844s
HumanEval_89.py: 0.689725s
Mbpp_90.py: 0.001310s
Mbpp_94.py: 0.002458s
Mbpp_96.py: 0.049939s
Mbpp_97.py: 0.002238s
Mbpp_106.py: 0.001274s
Mbpp_108.py: 0.013796s
HumanEval_113.py: 7.163036s
HumanEval_121.py: 0.010736s
Mbpp_123.py: 0.354805s
Mbpp_128.py: 0.068201s
Mbpp_130.py: 0.001835s
Mbpp_137.py: 0.087608s
Mbpp_140.py: 0.008743s
Mbpp_141.py: 0.000630s
HumanEval_149.py: 0.035629s
Mbpp_166.py: 0.096999s
Mbpp_170.py: 0.034135s
Mbpp_226.py: 0.322113s
Mbpp_230.py: 0.000276s
Mbpp_239.py: 0.000938s
Mbpp_240.py: 0.000996s
Mbpp_251.py: 0.009934s
Mbpp_256.py: 1.989254s
Mbpp_265.py: 0.041951s
Mbpp_281.py: 0.002995s
Mbpp_296.py: 4.473788s
Mbpp_308.py: 0.023216s
Mbpp_392.py: 0.204994s
Mbpp_395.py: 0.002572s
Mbpp_405.py: 0.000132s
Mbpp_421.py: 0.028695s
Mbpp_424.py: 0.000673s
Mbpp_425.py: 0.002389s
Mbpp_433.py: 0.139738s
Mbpp_437.py: 0.349483s
Mbpp_446.py: 0.001130s
Mbpp_451.py: 0.001100s
Mbpp_456.py: 0.011952s
Mbpp_460.py: 0.001428s
Mbpp_474.py: 0.021541s
Mbpp_477.py: 0.000658s
Mbpp_563.py: 3.152739s
Mbpp_572.py: 0.885890s
Mbpp_578.py: 0.017329s
Mbpp_586.py: 0.000257s
Mbpp_587.py: 0.001006s
Mbpp_592.py: 0.412692s
Mbpp_604.py: 0.011552s
Mbpp_610.py: 0.025271s
Mbpp_611.py: 0.002955s
Mbpp_632.py: 0.001793s
Mbpp_633.py: 0.022312s
Mbpp_644.py: 0.007645s
Mbpp_720.py: 0.009483s
Mbpp_725.py: 0.044721s
Mbpp_740.py: 0.004206s
Mbpp_744.py: 0.130734s
Mbpp_750.py: 0.003586s
Mbpp_753.py: 0.071118s
Mbpp_754.py: 0.002697s
Mbpp_757.py: 49.114239s
Mbpp_758.py: 0.005052s
Mbpp_760.py: 0.001207s
Mbpp_764.py: 0.324244s
Mbpp_766.py: 0.179514s
Mbpp_775.py: 0.212250s
Mbpp_777.py: 68.570435s
Mbpp_781.py: 5.927245s
Mbpp_800.py: 0.001220s
Mbpp_805.py: 0.004631s
Mbpp_808.py: 0.004290s
