Mbpp_3.py: 7.260921s
Mbpp_4.py: 0.098143s
HumanEval_9.py: 0.007161s
Mbpp_9.py: 0.001103s
Mbpp_12.py: 0.004685s
HumanEval_16.py: 0.004246s
Mbpp_19.py: 0.001379s
HumanEval_24.py: 1.145166s
HumanEval_26.py: 16.950331s
HumanEval_31.py: 0.972166s
HumanEval_33.py: 0.002568s
HumanEval_34.py: 0.004860s
HumanEval_51.py: 0.336030s
HumanEval_58.py: 0.004999s
Mbpp_62.py: 0.028788s
HumanEval_64.py: 0.275664s
Mbpp_75.py: 0.000491s
HumanEval_85.py: 0.020677s
Mbpp_88.py: 0.003300s
HumanEval_89.py: 0.661158s
Mbpp_90.py: 0.000664s
Mbpp_94.py: 0.002261s
Mbpp_96.py: 0.047266s
Mbpp_97.py: 0.002245s
Mbpp_106.py: 0.001087s
Mbpp_108.py: 0.013224s
HumanEval_113.py: 7.397269s
HumanEval_121.py: 0.010140s
Mbpp_123.py: 0.335364s
Mbpp_128.py: 0.065687s
Mbpp_130.py: 0.001778s
Mbpp_137.py: 0.091060s
Mbpp_140.py: 0.008983s
Mbpp_141.py: 0.000642s
HumanEval_149.py: 0.034613s
Mbpp_166.py: 0.098070s
Mbpp_170.py: 0.028318s
Mbpp_226.py: 0.319277s
Mbpp_230.py: 0.000283s
Mbpp_239.py: 0.000969s
Mbpp_240.py: 0.001085s
Mbpp_251.py: 0.009809s
Mbpp_256.py: 2.056988s
Mbpp_265.py: 0.042485s
Mbpp_281.py: 0.003083s
Mbpp_296.py: 4.611488s
Mbpp_308.py: 0.024232s
Mbpp_392.py: 0.216156s
Mbpp_395.py: 0.002686s
Mbpp_405.py: 0.000142s
Mbpp_421.py: 0.030728s
Mbpp_424.py: 0.000739s
Mbpp_425.py: 0.002555s
Mbpp_433.py: 0.151477s
Mbpp_437.py: 0.359425s
Mbpp_446.py: 0.001229s
Mbpp_451.py: 0.001182s
Mbpp_456.py: 0.012926s
Mbpp_460.py: 0.001584s
Mbpp_474.py: 0.022417s
Mbpp_477.py: 0.000709s
Mbpp_563.py: 3.286218s
Mbpp_572.py: 0.990776s
Mbpp_578.py: 0.021553s
Mbpp_586.py: 0.000324s
Mbpp_587.py: 0.001281s
Mbpp_592.py: 0.415029s
Mbpp_604.py: 0.011474s
Mbpp_610.py: 0.037806s
Mbpp_611.py: 0.003193s
Mbpp_632.py: 0.001953s
Mbpp_633.py: 0.022768s
Mbpp_644.py: 0.008362s
Mbpp_720.py: 0.010107s
Mbpp_725.py: 0.045138s
Mbpp_740.py: 0.004506s
Mbpp_744.py: 0.141485s
Mbpp_750.py: 0.007621s
Mbpp_753.py: 0.078705s
Mbpp_754.py: 0.002727s
Mbpp_757.py: 50.245550s
Mbpp_758.py: 0.005611s
Mbpp_760.py: 0.001279s
Mbpp_764.py: 0.347627s
Mbpp_766.py: 0.188019s
Mbpp_775.py: 0.217455s
Mbpp_777.py: 66.008638s
Mbpp_781.py: 5.824805s
Mbpp_800.py: 0.001221s
Mbpp_805.py: 0.004989s
Mbpp_808.py: 0.004433s
