HumanEval_0.py: 0.155176s
Mbpp_3.py: 6.040379s
HumanEval_4.py: 0.005252s
HumanEval_9.py: 0.005719s
Mbpp_12.py: 2.406463s
HumanEval_16.py: 0.112707s
Mbpp_19.py: 0.000734s
HumanEval_20.py: 0.001058s
HumanEval_24.py: 0.970101s
HumanEval_31.py: 0.208271s
HumanEval_34.py: 0.004347s
HumanEval_37.py: 0.002672s
HumanEval_49.py: 0.001816s
HumanEval_51.py: 0.334458s
HumanEval_58.py: 0.004426s
Mbpp_62.py: 0.024354s
HumanEval_74.py: 0.001119s
Mbpp_75.py: 0.000422s
HumanEval_85.py: 0.021263s
HumanEval_86.py: 0.437543s
HumanEval_87.py: 0.014181s
Mbpp_88.py: 0.003321s
HumanEval_89.py: 1.137299s
HumanEval_90.py: 0.002523s
Mbpp_90.py: 0.000754s
Mbpp_94.py: 0.001006s
Mbpp_97.py: 0.001790s
Mbpp_106.py: 0.010199s
Mbpp_108.py: 0.005477s
HumanEval_113.py: 1.845360s
HumanEval_120.py: 0.000033s
HumanEval_121.py: 0.009403s
Mbpp_123.py: 0.245506s
Mbpp_128.py: 0.078072s
Mbpp_129.py: 0.015692s
Mbpp_130.py: 0.002023s
Mbpp_137.py: 0.085701s
Mbpp_140.py: 1.575056s
Mbpp_141.py: 0.000654s
HumanEval_149.py: 0.083428s
Mbpp_166.py: 0.105489s
Mbpp_170.py: 0.027824s
Mbpp_226.py: 0.221930s
Mbpp_230.py: 0.037238s
Mbpp_239.py: 0.000725s
Mbpp_240.py: 0.001429s
Mbpp_251.py: 0.009812s
Mbpp_256.py: 1.845506s
Mbpp_265.py: 0.044088s
Mbpp_281.py: 0.000706s
Mbpp_296.py: 4.300748s
Mbpp_308.py: 0.037741s
Mbpp_392.py: 0.192929s
Mbpp_395.py: 0.004387s
Mbpp_405.py: 0.000183s
Mbpp_414.py: 0.000412s
Mbpp_421.py: 0.037612s
Mbpp_424.py: 0.000733s
Mbpp_425.py: 0.002831s
Mbpp_428.py: 0.005278s
Mbpp_433.py: 0.023322s
Mbpp_437.py: 0.001191s
Mbpp_446.py: 0.001076s
Mbpp_451.py: 0.005170s
Mbpp_456.py: 0.012945s
Mbpp_460.py: 0.001781s
Mbpp_474.py: 0.019981s
Mbpp_476.py: 0.023030s
Mbpp_477.py: 0.000716s
Mbpp_572.py: 0.846690s
Mbpp_578.py: 0.018621s
Mbpp_586.py: 0.000327s
Mbpp_587.py: 0.001274s
Mbpp_588.py: 0.178543s
Mbpp_597.py: 0.024671s
Mbpp_604.py: 0.017968s
Mbpp_610.py: 0.010140s
Mbpp_611.py: 0.003285s
Mbpp_631.py: 0.000368s
Mbpp_632.py: 0.002364s
Mbpp_633.py: 0.021411s
Mbpp_644.py: 0.007782s
Mbpp_720.py: 0.012068s
Mbpp_725.py: 0.264120s
Mbpp_740.py: 0.001860s
Mbpp_744.py: 0.024023s
Mbpp_750.py: 0.047681s
Mbpp_753.py: 0.075085s
Mbpp_754.py: 0.002650s
Mbpp_755.py: 0.005733s
Mbpp_757.py: 57.503196s
Mbpp_758.py: 0.006619s
Mbpp_760.py: 0.000471s
Mbpp_764.py: 0.340288s
Mbpp_766.py: 0.129169s
Mbpp_775.py: 0.006544s
Mbpp_777.py: 0.003844s
Mbpp_781.py: 5.037643s
Mbpp_800.py: 0.001239s
Mbpp_805.py: 0.005581s
Mbpp_808.py: 0.001912s
