HumanEval_0.py: Kernel usage: 3.18%, CPU usage: 101.77%, CPU Runtime: 0.01s, Total Runtime: 0.01s
Mbpp_3.py: Kernel usage: 6.30%, CPU usage: 201.74%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_4.py: Kernel usage: 15.62%, CPU usage: 499.78%, CPU Runtime: 63.74s, Total Runtime: 12.75s
HumanEval_9.py: Kernel usage: 7.51%, CPU usage: 240.23%, CPU Runtime: 0.02s, Total Runtime: 0.01s
Mbpp_12.py: Kernel usage: 6.93%, CPU usage: 221.87%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_16.py: Kernel usage: 6.53%, CPU usage: 208.83%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_19.py: Kernel usage: 5.36%, CPU usage: 171.47%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_20.py: Kernel usage: 7.22%, CPU usage: 231.10%, CPU Runtime: 84.74s, Total Runtime: 36.67s
HumanEval_31.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 1.47s, Total Runtime: 0.74s
HumanEval_33.py: Kernel usage: 8.19%, CPU usage: 262.22%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_34.py: Kernel usage: 6.20%, CPU usage: 198.47%, CPU Runtime: 0.01s, Total Runtime: 0.01s
HumanEval_37.py: Kernel usage: 7.84%, CPU usage: 250.88%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_49.py: Kernel usage: 12.35%, CPU usage: 395.16%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_51.py: Kernel usage: 7.52%, CPU usage: 240.79%, CPU Runtime: 1.34s, Total Runtime: 0.56s
HumanEval_54.py: Kernel usage: 6.25%, CPU usage: 200.11%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_58.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 124.16s, Total Runtime: 62.08s
HumanEval_59.py: Kernel usage: 6.25%, CPU usage: 200.03%, CPU Runtime: 0.24s, Total Runtime: 0.12s
HumanEval_74.py: Kernel usage: 7.36%, CPU usage: 235.66%, CPU Runtime: 0.00s, Total Runtime: 0.00s
