HumanEval_0.py: Kernel usage: 3.18%, CPU usage: 101.70%, CPU Runtime: 0.01s, Total Runtime: 0.01s
Mbpp_3.py: Kernel usage: 6.24%, CPU usage: 199.54%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_4.py: Kernel usage: 15.62%, CPU usage: 499.71%, CPU Runtime: 38.12s, Total Runtime: 7.63s
HumanEval_9.py: Kernel usage: 7.47%, CPU usage: 239.15%, CPU Runtime: 0.01s, Total Runtime: 0.01s
Mbpp_12.py: Kernel usage: 6.12%, CPU usage: 195.99%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_16.py: Kernel usage: 6.41%, CPU usage: 205.11%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_19.py: Kernel usage: 5.48%, CPU usage: 175.47%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_20.py: Kernel usage: 6.90%, CPU usage: 220.86%, CPU Runtime: 63.95s, Total Runtime: 28.96s
HumanEval_31.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 1.79s, Total Runtime: 0.90s
HumanEval_33.py: Kernel usage: 8.61%, CPU usage: 275.68%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_34.py: Kernel usage: 6.27%, CPU usage: 200.56%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_37.py: Kernel usage: 7.78%, CPU usage: 248.91%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_49.py: Kernel usage: 5.68%, CPU usage: 181.84%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_51.py: Kernel usage: 10.33%, CPU usage: 330.61%, CPU Runtime: 1.19s, Total Runtime: 0.36s
HumanEval_54.py: Kernel usage: 6.25%, CPU usage: 199.93%, CPU Runtime: 0.02s, Total Runtime: 0.01s
HumanEval_58.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 110.91s, Total Runtime: 55.45s
HumanEval_59.py: Kernel usage: 6.25%, CPU usage: 200.02%, CPU Runtime: 0.29s, Total Runtime: 0.15s
HumanEval_74.py: Kernel usage: 7.00%, CPU usage: 223.92%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_75.py: Kernel usage: 11.16%, CPU usage: 357.10%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_85.py: Kernel usage: 8.91%, CPU usage: 285.03%, CPU Runtime: 0.06s, Total Runtime: 0.02s
