HumanEval_0.py: Kernel usage: 3.19%, CPU usage: 102.05%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_3.py: Kernel usage: 6.23%, CPU usage: 199.47%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_4.py: Kernel usage: 15.62%, CPU usage: 499.73%, CPU Runtime: 33.82s, Total Runtime: 6.77s
HumanEval_9.py: Kernel usage: 7.51%, CPU usage: 240.28%, CPU Runtime: 0.01s, Total Runtime: 0.01s
Mbpp_12.py: Kernel usage: 6.25%, CPU usage: 199.99%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_16.py: Kernel usage: 6.40%, CPU usage: 204.86%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_19.py: Kernel usage: 5.48%, CPU usage: 175.21%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_20.py: Kernel usage: 6.90%, CPU usage: 220.87%, CPU Runtime: 56.90s, Total Runtime: 25.76s
HumanEval_31.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 1.63s, Total Runtime: 0.82s
HumanEval_33.py: Kernel usage: 8.68%, CPU usage: 277.91%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_34.py: Kernel usage: 6.26%, CPU usage: 200.27%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_37.py: Kernel usage: 7.78%, CPU usage: 249.06%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_49.py: Kernel usage: 5.46%, CPU usage: 174.87%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_51.py: Kernel usage: 10.32%, CPU usage: 330.25%, CPU Runtime: 1.02s, Total Runtime: 0.31s
HumanEval_54.py: Kernel usage: 6.25%, CPU usage: 199.92%, CPU Runtime: 0.01s, Total Runtime: 0.01s
HumanEval_58.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 99.21s, Total Runtime: 49.60s
HumanEval_59.py: Kernel usage: 6.25%, CPU usage: 200.02%, CPU Runtime: 0.26s, Total Runtime: 0.13s
HumanEval_74.py: Kernel usage: 7.00%, CPU usage: 224.11%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_75.py: Kernel usage: 11.16%, CPU usage: 357.28%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_85.py: Kernel usage: 8.97%, CPU usage: 287.15%, CPU Runtime: 0.05s, Total Runtime: 0.02s
HumanEval_86.py: Kernel usage: 12.11%, CPU usage: 387.64%, CPU Runtime: 1.62s, Total Runtime: 0.42s
HumanEval_87.py: Kernel usage: 4.45%, CPU usage: 142.55%, CPU Runtime: 0.08s, Total Runtime: 0.05s
Mbpp_88.py: Kernel usage: 6.11%, CPU usage: 195.60%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_89.py: Kernel usage: 7.25%, CPU usage: 232.16%, CPU Runtime: 1.37s, Total Runtime: 0.59s
HumanEval_90.py: Kernel usage: 6.75%, CPU usage: 215.86%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_90.py: Kernel usage: 7.07%, CPU usage: 226.16%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_94.py: Kernel usage: 10.40%, CPU usage: 332.91%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_96.py: Kernel usage: 9.37%, CPU usage: 299.99%, CPU Runtime: 0.10s, Total Runtime: 0.03s
Mbpp_97.py: Kernel usage: 7.13%, CPU usage: 228.17%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_106.py: Kernel usage: 5.27%, CPU usage: 168.64%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_113.py: Kernel usage: 11.51%, CPU usage: 368.19%, CPU Runtime: 6.49s, Total Runtime: 1.76s
HumanEval_121.py: Kernel usage: 9.19%, CPU usage: 294.08%, CPU Runtime: 0.03s, Total Runtime: 0.01s
Mbpp_123.py: Kernel usage: 9.35%, CPU usage: 299.21%, CPU Runtime: 0.85s, Total Runtime: 0.28s
Mbpp_128.py: Kernel usage: 7.58%, CPU usage: 242.48%, CPU Runtime: 0.15s, Total Runtime: 0.06s
Mbpp_129.py: Kernel usage: 10.79%, CPU usage: 345.28%, CPU Runtime: 0.32s, Total Runtime: 0.09s
Mbpp_130.py: Kernel usage: 8.51%, CPU usage: 272.35%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_137.py: Kernel usage: 6.02%, CPU usage: 192.77%, CPU Runtime: 0.15s, Total Runtime: 0.08s
Mbpp_140.py: Kernel usage: 5.82%, CPU usage: 186.36%, CPU Runtime: 0.01s, Total Runtime: 0.01s
Mbpp_141.py: Kernel usage: 7.31%, CPU usage: 233.84%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_149.py: Kernel usage: 8.36%, CPU usage: 267.60%, CPU Runtime: 0.09s, Total Runtime: 0.04s
Mbpp_166.py: Kernel usage: 6.25%, CPU usage: 200.04%, CPU Runtime: 0.20s, Total Runtime: 0.10s
Mbpp_170.py: Kernel usage: 5.80%, CPU usage: 185.58%, CPU Runtime: 0.04s, Total Runtime: 0.02s
Mbpp_226.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 0.52s, Total Runtime: 0.26s
Mbpp_230.py: Kernel usage: 6.25%, CPU usage: 199.99%, CPU Runtime: 0.09s, Total Runtime: 0.04s
Mbpp_240.py: Kernel usage: 3.86%, CPU usage: 123.65%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_256.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 3.52s, Total Runtime: 1.76s
Mbpp_265.py: Kernel usage: 8.63%, CPU usage: 276.17%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_281.py: Kernel usage: 6.00%, CPU usage: 192.11%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_308.py: Kernel usage: 9.15%, CPU usage: 292.69%, CPU Runtime: 0.06s, Total Runtime: 0.02s
Mbpp_392.py: Kernel usage: 6.87%, CPU usage: 219.70%, CPU Runtime: 0.41s, Total Runtime: 0.19s
Mbpp_395.py: Kernel usage: 6.25%, CPU usage: 199.94%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_405.py: Kernel usage: 6.20%, CPU usage: 198.53%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_414.py: Kernel usage: 6.15%, CPU usage: 196.74%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_421.py: Kernel usage: 9.16%, CPU usage: 293.10%, CPU Runtime: 0.08s, Total Runtime: 0.03s
Mbpp_424.py: Kernel usage: 9.06%, CPU usage: 289.83%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_425.py: Kernel usage: 4.66%, CPU usage: 149.00%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_428.py: Kernel usage: 6.24%, CPU usage: 199.81%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_433.py: Kernel usage: 9.19%, CPU usage: 294.06%, CPU Runtime: 0.35s, Total Runtime: 0.12s
Mbpp_446.py: Kernel usage: 6.22%, CPU usage: 199.00%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_451.py: Kernel usage: 9.35%, CPU usage: 299.14%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_456.py: Kernel usage: 6.24%, CPU usage: 199.62%, CPU Runtime: 0.02s, Total Runtime: 0.01s
Mbpp_460.py: Kernel usage: 3.23%, CPU usage: 103.46%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_474.py: Kernel usage: 6.25%, CPU usage: 199.99%, CPU Runtime: 0.04s, Total Runtime: 0.02s
Mbpp_477.py: Kernel usage: 9.34%, CPU usage: 298.90%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_572.py: Kernel usage: 12.49%, CPU usage: 399.84%, CPU Runtime: 3.20s, Total Runtime: 0.80s
Mbpp_578.py: Kernel usage: 6.99%, CPU usage: 223.54%, CPU Runtime: 0.03s, Total Runtime: 0.01s
Mbpp_586.py: Kernel usage: 4.52%, CPU usage: 144.52%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_587.py: Kernel usage: 4.01%, CPU usage: 128.27%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_588.py: Kernel usage: 7.67%, CPU usage: 245.39%, CPU Runtime: 0.03s, Total Runtime: 0.01s
Mbpp_604.py: Kernel usage: 9.37%, CPU usage: 299.80%, CPU Runtime: 0.04s, Total Runtime: 0.01s
Mbpp_610.py: Kernel usage: 4.67%, CPU usage: 149.43%, CPU Runtime: 0.01s, Total Runtime: 0.01s
Mbpp_611.py: Kernel usage: 3.20%, CPU usage: 102.56%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_631.py: Kernel usage: 9.33%, CPU usage: 298.44%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_632.py: Kernel usage: 8.98%, CPU usage: 287.31%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_633.py: Kernel usage: 6.25%, CPU usage: 199.99%, CPU Runtime: 0.04s, Total Runtime: 0.02s
Mbpp_644.py: Kernel usage: 4.69%, CPU usage: 150.06%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_720.py: Kernel usage: 3.30%, CPU usage: 105.61%, CPU Runtime: 0.01s, Total Runtime: 0.01s
Mbpp_732.py: Kernel usage: 9.24%, CPU usage: 295.58%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_740.py: Kernel usage: 6.19%, CPU usage: 198.20%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_744.py: Kernel usage: 10.66%, CPU usage: 341.16%, CPU Runtime: 0.44s, Total Runtime: 0.13s
Mbpp_750.py: Kernel usage: 4.16%, CPU usage: 133.08%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_753.py: Kernel usage: 10.59%, CPU usage: 338.83%, CPU Runtime: 63987.69s, Total Runtime: 18884.99s
Mbpp_754.py: Kernel usage: 6.55%, CPU usage: 209.66%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_755.py: Kernel usage: 7.71%, CPU usage: 246.67%, CPU Runtime: 0.07s, Total Runtime: 0.03s
Mbpp_757.py: Kernel usage: 10.81%, CPU usage: 345.97%, CPU Runtime: 188.63s, Total Runtime: 54.52s
Mbpp_758.py: Kernel usage: 5.71%, CPU usage: 182.79%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_760.py: Kernel usage: 5.46%, CPU usage: 174.88%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_764.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 0.40s, Total Runtime: 0.20s
Mbpp_766.py: Kernel usage: 6.39%, CPU usage: 204.43%, CPU Runtime: 0.32s, Total Runtime: 0.16s
Mbpp_775.py: Kernel usage: 3.13%, CPU usage: 100.29%, CPU Runtime: 0.01s, Total Runtime: 0.01s
Mbpp_777.py: Kernel usage: 6.76%, CPU usage: 216.44%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_800.py: Kernel usage: 9.35%, CPU usage: 299.36%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_805.py: Kernel usage: 6.21%, CPU usage: 198.71%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_808.py: Kernel usage: 6.24%, CPU usage: 199.82%, CPU Runtime: 0.01s, Total Runtime: 0.00s
