Mbpp_3.py: 0.000434s
HumanEval_9.py: 0.006825s
Mbpp_9.py: 0.000985s
Mbpp_12.py: 0.006767s
HumanEval_16.py: 0.005179s
Mbpp_19.py: 0.001853s
HumanEval_31.py: 1.010815s
HumanEval_33.py: 0.003212s
HumanEval_34.py: 0.006410s
HumanEval_58.py: 0.006080s
Mbpp_62.py: 0.021900s
Mbpp_75.py: 0.000467s
HumanEval_85.py: 0.022993s
Mbpp_88.py: 0.002363s
HumanEval_89.py: 0.716964s
Mbpp_90.py: 0.001266s
Mbpp_94.py: 0.000589s
Mbpp_97.py: 0.002222s
Mbpp_106.py: 0.001310s
HumanEval_113.py: 2.157938s
HumanEval_121.py: 0.010559s
Mbpp_123.py: 0.342833s
Mbpp_128.py: 0.074690s
Mbpp_130.py: 0.004072s
Mbpp_137.py: 0.096107s
Mbpp_140.py: 0.009544s
Mbpp_141.py: 0.000728s
HumanEval_149.py: 0.044140s
Mbpp_166.py: 0.108344s
Mbpp_170.py: 0.031308s
Mbpp_226.py: 0.313122s
Mbpp_230.py: 0.000351s
Mbpp_239.py: 0.000968s
Mbpp_240.py: 0.000994s
Mbpp_251.py: 0.003961s
Mbpp_256.py: 2.157377s
Mbpp_265.py: 0.046154s
Mbpp_281.py: 0.000778s
Mbpp_296.py: 5.121897s
Mbpp_308.py: 0.025448s
Mbpp_392.py: 0.228942s
Mbpp_395.py: 0.003414s
Mbpp_405.py: 0.000218s
Mbpp_421.py: 0.035737s
Mbpp_424.py: 0.000792s
Mbpp_425.py: 0.003180s
Mbpp_433.py: 0.181010s
Mbpp_437.py: 0.353761s
Mbpp_446.py: 0.001174s
Mbpp_451.py: 0.005786s
Mbpp_456.py: 0.013786s
Mbpp_460.py: 0.001671s
Mbpp_474.py: 0.000190s
Mbpp_477.py: 0.000759s
Mbpp_563.py: 0.007021s
Mbpp_572.py: 0.930166s
Mbpp_578.py: 0.006521s
Mbpp_586.py: 0.000444s
Mbpp_587.py: 0.001551s
Mbpp_597.py: 0.023551s
Mbpp_604.py: 0.016248s
Mbpp_610.py: 0.026929s
Mbpp_611.py: 0.003501s
Mbpp_632.py: 0.002038s
Mbpp_633.py: 0.023143s
Mbpp_644.py: 0.008531s
Mbpp_720.py: 0.011397s
Mbpp_725.py: 0.048050s
Mbpp_740.py: 0.004740s
Mbpp_744.py: 0.161823s
Mbpp_750.py: 0.009173s
Mbpp_753.py: 0.086108s
Mbpp_754.py: 0.002585s
Mbpp_757.py: 62.295391s
Mbpp_758.py: 0.005907s
Mbpp_760.py: 0.000155s
Mbpp_764.py: 0.226601s
Mbpp_766.py: 0.218279s
Mbpp_775.py: 0.007092s
Mbpp_777.py: 0.004351s
Mbpp_781.py: 0.000392s
Mbpp_800.py: 0.005715s
Mbpp_805.py: 0.006569s
Mbpp_808.py: 0.004300s
