Mbpp_3.py: 0.000419s
HumanEval_9.py: 0.008826s
Mbpp_9.py: 0.001216s
Mbpp_12.py: 0.005394s
HumanEval_16.py: 0.004435s
Mbpp_19.py: 0.001524s
HumanEval_31.py: 0.827698s
HumanEval_33.py: 0.002530s
HumanEval_34.py: 0.006429s
HumanEval_58.py: 0.005962s
Mbpp_62.py: 0.020067s
Mbpp_75.py: 0.000409s
HumanEval_85.py: 0.020435s
Mbpp_88.py: 0.001937s
HumanEval_89.py: 0.623591s
Mbpp_90.py: 0.001280s
Mbpp_94.py: 0.000544s
Mbpp_97.py: 0.002077s
Mbpp_106.py: 0.001305s
HumanEval_113.py: 1.916472s
HumanEval_121.py: 0.009333s
Mbpp_123.py: 0.306453s
Mbpp_128.py: 0.082691s
Mbpp_130.py: 0.003686s
Mbpp_137.py: 0.090499s
Mbpp_140.py: 0.009173s
Mbpp_141.py: 0.000646s
HumanEval_149.py: 0.044168s
Mbpp_166.py: 0.095385s
Mbpp_170.py: 0.030365s
Mbpp_226.py: 0.278302s
Mbpp_230.py: 0.000338s
Mbpp_239.py: 0.000842s
Mbpp_240.py: 0.000930s
Mbpp_251.py: 0.003741s
Mbpp_256.py: 1.858989s
Mbpp_265.py: 0.048968s
Mbpp_281.py: 0.000729s
Mbpp_296.py: 4.427576s
Mbpp_308.py: 0.022888s
Mbpp_392.py: 0.200055s
Mbpp_395.py: 0.003169s
Mbpp_405.py: 0.000200s
Mbpp_421.py: 0.033818s
Mbpp_424.py: 0.000719s
Mbpp_425.py: 0.002988s
Mbpp_433.py: 0.209398s
Mbpp_437.py: 0.309353s
Mbpp_446.py: 0.001102s
Mbpp_451.py: 0.005174s
Mbpp_456.py: 0.012909s
Mbpp_460.py: 0.001714s
Mbpp_474.py: 0.000173s
Mbpp_477.py: 0.000698s
Mbpp_563.py: 0.006588s
Mbpp_572.py: 0.842223s
Mbpp_578.py: 0.005537s
Mbpp_586.py: 0.000351s
Mbpp_587.py: 0.001225s
Mbpp_597.py: 0.024595s
Mbpp_604.py: 0.016456s
Mbpp_610.py: 0.030573s
Mbpp_611.py: 0.003723s
Mbpp_632.py: 0.002010s
Mbpp_633.py: 0.023610s
Mbpp_644.py: 0.008706s
Mbpp_720.py: 0.012155s
Mbpp_725.py: 0.050084s
Mbpp_740.py: 0.004700s
Mbpp_744.py: 0.135374s
Mbpp_750.py: 0.009185s
Mbpp_753.py: 0.084095s
Mbpp_754.py: 0.002568s
Mbpp_757.py: 58.836715s
Mbpp_758.py: 0.005472s
Mbpp_760.py: 0.000142s
Mbpp_764.py: 0.210750s
Mbpp_766.py: 0.221963s
Mbpp_775.py: 0.006547s
Mbpp_777.py: 0.003764s
Mbpp_781.py: 0.000349s
Mbpp_800.py: 0.005064s
Mbpp_805.py: 0.005725s
Mbpp_808.py: 0.004063s
