Mbpp_3.py: 0.000402s
HumanEval_9.py: 0.006291s
Mbpp_9.py: 0.000937s
Mbpp_12.py: 0.006605s
HumanEval_16.py: 0.004585s
Mbpp_19.py: 0.001653s
HumanEval_31.py: 0.878680s
HumanEval_33.py: 0.002587s
HumanEval_34.py: 0.005277s
HumanEval_58.py: 0.005408s
Mbpp_62.py: 0.019264s
Mbpp_75.py: 0.000446s
HumanEval_85.py: 0.021555s
Mbpp_88.py: 0.001975s
HumanEval_89.py: 0.664829s
Mbpp_90.py: 0.001203s
Mbpp_94.py: 0.000542s
Mbpp_97.py: 0.002043s
Mbpp_106.py: 0.001228s
HumanEval_113.py: 1.953224s
HumanEval_121.py: 0.009874s
Mbpp_123.py: 0.326305s
Mbpp_128.py: 0.081156s
Mbpp_130.py: 0.004174s
Mbpp_137.py: 0.089250s
Mbpp_140.py: 0.009129s
Mbpp_141.py: 0.000712s
HumanEval_149.py: 0.040443s
Mbpp_166.py: 0.100000s
Mbpp_170.py: 0.027896s
Mbpp_226.py: 0.292991s
Mbpp_230.py: 0.000303s
Mbpp_239.py: 0.000884s
Mbpp_240.py: 0.000940s
Mbpp_251.py: 0.003832s
Mbpp_256.py: 1.960555s
Mbpp_265.py: 0.041870s
Mbpp_281.py: 0.000739s
Mbpp_296.py: 4.591772s
Mbpp_308.py: 0.023145s
Mbpp_392.py: 0.208691s
Mbpp_395.py: 0.003106s
Mbpp_405.py: 0.000196s
Mbpp_421.py: 0.030947s
Mbpp_424.py: 0.000700s
Mbpp_425.py: 0.002842s
Mbpp_433.py: 0.168047s
Mbpp_437.py: 0.323295s
Mbpp_446.py: 0.001331s
Mbpp_451.py: 0.005339s
Mbpp_456.py: 0.012543s
Mbpp_460.py: 0.001709s
Mbpp_474.py: 0.000181s
Mbpp_477.py: 0.000714s
Mbpp_563.py: 0.006624s
Mbpp_572.py: 0.886571s
Mbpp_578.py: 0.005279s
Mbpp_586.py: 0.000366s
Mbpp_587.py: 0.001267s
Mbpp_597.py: 0.023387s
Mbpp_604.py: 0.015579s
Mbpp_610.py: 0.026201s
Mbpp_611.py: 0.003614s
Mbpp_632.py: 0.002036s
Mbpp_633.py: 0.023588s
Mbpp_644.py: 0.008379s
Mbpp_720.py: 0.011112s
Mbpp_725.py: 0.048516s
Mbpp_740.py: 0.004499s
Mbpp_744.py: 0.143059s
Mbpp_750.py: 0.008600s
Mbpp_753.py: 0.079089s
Mbpp_754.py: 0.002451s
Mbpp_757.py: 61.056933s
Mbpp_758.py: 0.005669s
Mbpp_760.py: 0.000132s
Mbpp_764.py: 0.225285s
Mbpp_766.py: 0.214535s
Mbpp_775.py: 0.006624s
Mbpp_777.py: 0.003816s
Mbpp_781.py: 0.000359s
Mbpp_800.py: 0.005482s
Mbpp_805.py: 0.005653s
Mbpp_808.py: 0.003926s
