Mbpp_3.py: 0.000372s
HumanEval_9.py: 0.006022s
Mbpp_9.py: 0.000883s
Mbpp_12.py: 0.006211s
HumanEval_16.py: 0.004391s
Mbpp_19.py: 0.001437s
HumanEval_31.py: 0.834321s
HumanEval_33.py: 0.002849s
HumanEval_34.py: 0.007257s
HumanEval_58.py: 0.005850s
Mbpp_62.py: 0.018612s
Mbpp_75.py: 0.000412s
HumanEval_85.py: 0.020444s
Mbpp_88.py: 0.001852s
HumanEval_89.py: 0.663041s
Mbpp_90.py: 0.001218s
Mbpp_94.py: 0.000577s
Mbpp_97.py: 0.002033s
Mbpp_106.py: 0.001238s
HumanEval_113.py: 1.989724s
HumanEval_121.py: 0.009788s
Mbpp_123.py: 0.331645s
Mbpp_128.py: 0.069695s
Mbpp_130.py: 0.003890s
Mbpp_137.py: 0.090614s
Mbpp_140.py: 0.009249s
Mbpp_141.py: 0.000704s
HumanEval_149.py: 0.041087s
Mbpp_166.py: 0.104692s
Mbpp_170.py: 0.029567s
Mbpp_226.py: 0.293227s
Mbpp_230.py: 0.000336s
Mbpp_239.py: 0.000938s
Mbpp_240.py: 0.000968s
Mbpp_251.py: 0.003856s
Mbpp_256.py: 2.004699s
Mbpp_265.py: 0.042910s
Mbpp_281.py: 0.000743s
Mbpp_296.py: 4.515000s
Mbpp_308.py: 0.022046s
Mbpp_392.py: 0.197360s
Mbpp_395.py: 0.003003s
Mbpp_405.py: 0.000188s
Mbpp_421.py: 0.029997s
Mbpp_424.py: 0.000660s
Mbpp_425.py: 0.002755s
Mbpp_433.py: 0.170724s
Mbpp_437.py: 0.338481s
Mbpp_446.py: 0.001140s
Mbpp_451.py: 0.005387s
Mbpp_456.py: 0.013715s
Mbpp_460.py: 0.001878s
Mbpp_474.py: 0.000188s
Mbpp_477.py: 0.000875s
Mbpp_563.py: 0.006758s
Mbpp_572.py: 0.906461s
Mbpp_578.py: 0.005296s
Mbpp_586.py: 0.000374s
Mbpp_587.py: 0.001273s
Mbpp_597.py: 0.022662s
Mbpp_604.py: 0.015542s
Mbpp_610.py: 0.025619s
Mbpp_611.py: 0.003430s
Mbpp_632.py: 0.001934s
Mbpp_633.py: 0.023073s
Mbpp_644.py: 0.007812s
Mbpp_720.py: 0.011128s
Mbpp_725.py: 0.041879s
Mbpp_740.py: 0.004426s
Mbpp_744.py: 0.135152s
Mbpp_750.py: 0.008390s
Mbpp_753.py: 0.080984s
Mbpp_754.py: 0.002553s
Mbpp_757.py: 60.686909s
Mbpp_758.py: 0.005879s
Mbpp_760.py: 0.000134s
Mbpp_764.py: 0.237177s
Mbpp_766.py: 0.227692s
Mbpp_775.py: 0.006588s
Mbpp_777.py: 0.003796s
Mbpp_781.py: 0.000329s
Mbpp_800.py: 0.005071s
Mbpp_805.py: 0.005442s
Mbpp_808.py: 0.003717s
