Mbpp_3.py: 0.000411s
HumanEval_9.py: 0.006427s
Mbpp_9.py: 0.000967s
Mbpp_12.py: 0.005819s
HumanEval_16.py: 0.004733s
Mbpp_19.py: 0.001492s
HumanEval_31.py: 0.883780s
HumanEval_33.py: 0.002698s
HumanEval_34.py: 0.006293s
HumanEval_58.py: 0.004747s
Mbpp_62.py: 0.018823s
Mbpp_75.py: 0.000439s
HumanEval_85.py: 0.020954s
Mbpp_88.py: 0.001954s
HumanEval_89.py: 0.622276s
Mbpp_90.py: 0.001139s
Mbpp_94.py: 0.000515s
Mbpp_97.py: 0.001942s
Mbpp_106.py: 0.001143s
HumanEval_113.py: 1.869949s
HumanEval_121.py: 0.010271s
Mbpp_123.py: 0.324342s
Mbpp_128.py: 0.068087s
Mbpp_130.py: 0.003624s
Mbpp_137.py: 0.086248s
Mbpp_140.py: 0.008670s
Mbpp_141.py: 0.000643s
HumanEval_149.py: 0.038707s
Mbpp_166.py: 0.094669s
Mbpp_170.py: 0.028979s
Mbpp_226.py: 0.298892s
Mbpp_230.py: 0.000331s
Mbpp_239.py: 0.000922s
Mbpp_240.py: 0.000955s
Mbpp_251.py: 0.004018s
Mbpp_256.py: 1.933127s
Mbpp_265.py: 0.043548s
Mbpp_281.py: 0.000695s
Mbpp_296.py: 4.523532s
Mbpp_308.py: 0.024246s
Mbpp_392.py: 0.213479s
Mbpp_395.py: 0.003219s
Mbpp_405.py: 0.000204s
Mbpp_421.py: 0.034510s
Mbpp_424.py: 0.000720s
Mbpp_425.py: 0.002820s
Mbpp_433.py: 0.164553s
Mbpp_437.py: 0.313655s
Mbpp_446.py: 0.001134s
Mbpp_451.py: 0.005100s
Mbpp_456.py: 0.012207s
Mbpp_460.py: 0.001623s
Mbpp_474.py: 0.000182s
Mbpp_477.py: 0.000699s
Mbpp_563.py: 0.006497s
Mbpp_572.py: 0.843226s
Mbpp_578.py: 0.004880s
Mbpp_586.py: 0.000338s
Mbpp_587.py: 0.001230s
Mbpp_597.py: 0.022401s
Mbpp_604.py: 0.015628s
Mbpp_610.py: 0.026406s
Mbpp_611.py: 0.003406s
Mbpp_632.py: 0.001913s
Mbpp_633.py: 0.020818s
Mbpp_644.py: 0.007830s
Mbpp_720.py: 0.010722s
Mbpp_725.py: 0.043952s
Mbpp_740.py: 0.004256s
Mbpp_744.py: 0.135074s
Mbpp_750.py: 0.007774s
Mbpp_753.py: 0.088309s
Mbpp_754.py: 0.002446s
Mbpp_757.py: 61.186121s
Mbpp_758.py: 0.005792s
Mbpp_760.py: 0.000132s
Mbpp_764.py: 0.223213s
Mbpp_766.py: 0.214930s
Mbpp_775.py: 0.006637s
Mbpp_777.py: 0.003862s
Mbpp_781.py: 0.000369s
Mbpp_800.py: 0.005350s
Mbpp_805.py: 0.006057s
Mbpp_808.py: 0.004015s
