Mbpp_3.py: 0.000363s
HumanEval_9.py: 0.006061s
Mbpp_9.py: 0.000899s
Mbpp_12.py: 0.006654s
HumanEval_16.py: 0.004449s
Mbpp_19.py: 0.001454s
HumanEval_31.py: 0.847148s
HumanEval_33.py: 0.003010s
HumanEval_34.py: 0.007741s
HumanEval_58.py: 0.007301s
Mbpp_62.py: 0.020370s
Mbpp_75.py: 0.000416s
HumanEval_85.py: 0.020628s
Mbpp_88.py: 0.001882s
HumanEval_89.py: 0.651215s
Mbpp_90.py: 0.001184s
Mbpp_94.py: 0.000537s
Mbpp_97.py: 0.002149s
Mbpp_106.py: 0.001246s
HumanEval_113.py: 1.934123s
HumanEval_121.py: 0.009330s
Mbpp_123.py: 0.304273s
Mbpp_128.py: 0.066489s
Mbpp_130.py: 0.003659s
Mbpp_137.py: 0.091339s
Mbpp_140.py: 0.009350s
Mbpp_141.py: 0.000694s
HumanEval_149.py: 0.041260s
Mbpp_166.py: 0.100361s
Mbpp_170.py: 0.027632s
Mbpp_226.py: 0.272162s
Mbpp_230.py: 0.000312s
Mbpp_239.py: 0.000852s
Mbpp_240.py: 0.000898s
Mbpp_251.py: 0.003597s
Mbpp_256.py: 1.812448s
Mbpp_265.py: 0.041889s
Mbpp_281.py: 0.000733s
Mbpp_296.py: 4.479196s
Mbpp_308.py: 0.022263s
Mbpp_392.py: 0.201714s
Mbpp_395.py: 0.003014s
Mbpp_405.py: 0.000183s
Mbpp_421.py: 0.030126s
Mbpp_424.py: 0.000743s
Mbpp_425.py: 0.003087s
Mbpp_433.py: 0.158679s
Mbpp_437.py: 0.321218s
Mbpp_446.py: 0.001179s
Mbpp_451.py: 0.005407s
Mbpp_456.py: 0.012788s
Mbpp_460.py: 0.001641s
Mbpp_474.py: 0.000191s
Mbpp_477.py: 0.000741s
Mbpp_563.py: 0.006732s
Mbpp_572.py: 0.879846s
Mbpp_578.py: 0.005014s
Mbpp_586.py: 0.000335s
Mbpp_587.py: 0.001205s
Mbpp_597.py: 0.023588s
Mbpp_604.py: 0.015055s
Mbpp_610.py: 0.025903s
Mbpp_611.py: 0.003287s
Mbpp_632.py: 0.001902s
Mbpp_633.py: 0.021229s
Mbpp_644.py: 0.007861s
Mbpp_720.py: 0.010953s
Mbpp_725.py: 0.044912s
Mbpp_740.py: 0.004304s
Mbpp_744.py: 0.137378s
Mbpp_750.py: 0.008373s
Mbpp_753.py: 0.075569s
Mbpp_754.py: 0.002319s
Mbpp_757.py: 59.278680s
Mbpp_758.py: 0.005859s
Mbpp_760.py: 0.000139s
Mbpp_764.py: 0.222224s
Mbpp_766.py: 0.214906s
Mbpp_775.py: 0.006753s
Mbpp_777.py: 0.004176s
Mbpp_781.py: 0.000358s
Mbpp_800.py: 0.005329s
Mbpp_805.py: 0.005752s
Mbpp_808.py: 0.003936s
