Mbpp_3.py: 0.000395s
HumanEval_9.py: 0.006306s
Mbpp_9.py: 0.000964s
Mbpp_12.py: 0.007009s
HumanEval_16.py: 0.005186s
Mbpp_19.py: 0.001694s
HumanEval_31.py: 0.952969s
HumanEval_33.py: 0.003180s
HumanEval_34.py: 0.006634s
HumanEval_58.py: 0.005417s
Mbpp_62.py: 0.019627s
Mbpp_75.py: 0.000426s
HumanEval_85.py: 0.022000s
Mbpp_88.py: 0.002030s
HumanEval_89.py: 0.667015s
Mbpp_90.py: 0.001160s
Mbpp_94.py: 0.000555s
Mbpp_97.py: 0.002198s
Mbpp_106.py: 0.001200s
HumanEval_113.py: 1.948890s
HumanEval_121.py: 0.009846s
Mbpp_123.py: 0.323688s
Mbpp_128.py: 0.068662s
Mbpp_130.py: 0.003839s
Mbpp_137.py: 0.089981s
Mbpp_140.py: 0.009106s
Mbpp_141.py: 0.000680s
HumanEval_149.py: 0.040272s
Mbpp_166.py: 0.101054s
Mbpp_170.py: 0.027941s
Mbpp_226.py: 0.288941s
Mbpp_230.py: 0.000318s
Mbpp_239.py: 0.000923s
Mbpp_240.py: 0.000935s
Mbpp_251.py: 0.003884s
Mbpp_256.py: 1.970447s
Mbpp_265.py: 0.054166s
Mbpp_281.py: 0.000844s
Mbpp_296.py: 4.716933s
Mbpp_308.py: 0.023023s
Mbpp_392.py: 0.207672s
Mbpp_395.py: 0.003340s
Mbpp_405.py: 0.000194s
Mbpp_421.py: 0.031474s
Mbpp_424.py: 0.000703s
Mbpp_425.py: 0.002907s
Mbpp_433.py: 0.170273s
Mbpp_437.py: 0.335565s
Mbpp_446.py: 0.001179s
Mbpp_451.py: 0.005342s
Mbpp_456.py: 0.013087s
Mbpp_460.py: 0.002009s
Mbpp_474.py: 0.000196s
Mbpp_477.py: 0.000733s
Mbpp_563.py: 0.006768s
Mbpp_572.py: 0.898574s
Mbpp_578.py: 0.005232s
Mbpp_586.py: 0.000360s
Mbpp_587.py: 0.001266s
Mbpp_597.py: 0.023498s
Mbpp_604.py: 0.015995s
Mbpp_610.py: 0.027389s
Mbpp_611.py: 0.003892s
Mbpp_632.py: 0.001941s
Mbpp_633.py: 0.022572s
Mbpp_644.py: 0.008719s
Mbpp_720.py: 0.012909s
Mbpp_725.py: 0.047795s
Mbpp_740.py: 0.005749s
Mbpp_744.py: 0.138381s
Mbpp_750.py: 0.007822s
Mbpp_753.py: 0.080609s
Mbpp_754.py: 0.002561s
Mbpp_757.py: 61.200284s
Mbpp_758.py: 0.005723s
Mbpp_760.py: 0.000151s
Mbpp_764.py: 0.231919s
Mbpp_766.py: 0.217533s
Mbpp_775.py: 0.006431s
Mbpp_777.py: 0.004126s
Mbpp_781.py: 0.000358s
Mbpp_800.py: 0.005422s
Mbpp_805.py: 0.005438s
Mbpp_808.py: 0.003754s
