Mbpp_3.py: 0.000421s
HumanEval_9.py: 0.006380s
Mbpp_9.py: 0.000909s
Mbpp_12.py: 0.005703s
HumanEval_16.py: 0.004643s
Mbpp_19.py: 0.001525s
HumanEval_31.py: 0.877702s
HumanEval_33.py: 0.002727s
HumanEval_34.py: 0.005321s
HumanEval_58.py: 0.005060s
Mbpp_62.py: 0.021420s
Mbpp_75.py: 0.000442s
HumanEval_85.py: 0.021647s
Mbpp_88.py: 0.002086s
HumanEval_89.py: 0.653085s
Mbpp_90.py: 0.001247s
Mbpp_94.py: 0.000566s
Mbpp_97.py: 0.002032s
Mbpp_106.py: 0.001231s
HumanEval_113.py: 2.015341s
HumanEval_121.py: 0.009868s
Mbpp_123.py: 0.322227s
Mbpp_128.py: 0.069399s
Mbpp_130.py: 0.003809s
Mbpp_137.py: 0.090147s
Mbpp_140.py: 0.008906s
Mbpp_141.py: 0.000675s
HumanEval_149.py: 0.039977s
Mbpp_166.py: 0.098480s
Mbpp_170.py: 0.028033s
Mbpp_226.py: 0.290834s
Mbpp_230.py: 0.000306s
Mbpp_239.py: 0.000893s
Mbpp_240.py: 0.000967s
Mbpp_251.py: 0.003767s
Mbpp_256.py: 1.926326s
Mbpp_265.py: 0.043605s
Mbpp_281.py: 0.000734s
Mbpp_296.py: 4.613377s
Mbpp_308.py: 0.022470s
Mbpp_392.py: 0.211936s
Mbpp_395.py: 0.003143s
Mbpp_405.py: 0.000194s
Mbpp_421.py: 0.031313s
Mbpp_424.py: 0.000717s
Mbpp_425.py: 0.002842s
Mbpp_433.py: 0.194240s
Mbpp_437.py: 0.335371s
Mbpp_446.py: 0.001199s
Mbpp_451.py: 0.005501s
Mbpp_456.py: 0.013214s
Mbpp_460.py: 0.001838s
Mbpp_474.py: 0.000188s
Mbpp_477.py: 0.000752s
Mbpp_563.py: 0.006876s
Mbpp_572.py: 0.898515s
Mbpp_578.py: 0.005287s
Mbpp_586.py: 0.000358s
Mbpp_587.py: 0.001244s
Mbpp_597.py: 0.025584s
Mbpp_604.py: 0.016506s
Mbpp_610.py: 0.026163s
Mbpp_611.py: 0.003341s
Mbpp_632.py: 0.001944s
Mbpp_633.py: 0.022498s
Mbpp_644.py: 0.008470s
Mbpp_720.py: 0.010826s
Mbpp_725.py: 0.044382s
Mbpp_740.py: 0.004440s
Mbpp_744.py: 0.142505s
Mbpp_750.py: 0.008587s
Mbpp_753.py: 0.078929s
Mbpp_754.py: 0.002495s
Mbpp_757.py: 61.054799s
Mbpp_758.py: 0.006264s
Mbpp_760.py: 0.000136s
Mbpp_764.py: 0.225326s
Mbpp_766.py: 0.224349s
Mbpp_775.py: 0.006495s
Mbpp_777.py: 0.004368s
Mbpp_781.py: 0.000357s
Mbpp_800.py: 0.005341s
Mbpp_805.py: 0.005764s
Mbpp_808.py: 0.004236s
