Mbpp_3.py: 0.000410s
HumanEval_9.py: 0.006767s
Mbpp_9.py: 0.000998s
Mbpp_12.py: 0.005836s
HumanEval_16.py: 0.004630s
Mbpp_19.py: 0.001500s
HumanEval_31.py: 0.917621s
HumanEval_33.py: 0.002720s
HumanEval_34.py: 0.005486s
HumanEval_58.py: 0.005684s
Mbpp_62.py: 0.026656s
Mbpp_75.py: 0.000440s
HumanEval_85.py: 0.023176s
Mbpp_88.py: 0.002203s
HumanEval_89.py: 0.676444s
Mbpp_90.py: 0.001357s
Mbpp_94.py: 0.000586s
Mbpp_97.py: 0.002109s
Mbpp_106.py: 0.001254s
HumanEval_113.py: 2.046657s
HumanEval_121.py: 0.010173s
Mbpp_123.py: 0.334754s
Mbpp_128.py: 0.070271s
Mbpp_130.py: 0.003876s
Mbpp_137.py: 0.092560s
Mbpp_140.py: 0.009636s
Mbpp_141.py: 0.000702s
HumanEval_149.py: 0.045811s
Mbpp_166.py: 0.105585s
Mbpp_170.py: 0.031315s
Mbpp_226.py: 0.303397s
Mbpp_230.py: 0.000324s
Mbpp_239.py: 0.000925s
Mbpp_240.py: 0.001000s
Mbpp_251.py: 0.004065s
Mbpp_256.py: 1.994400s
Mbpp_265.py: 0.047802s
Mbpp_281.py: 0.000758s
Mbpp_296.py: 4.843984s
Mbpp_308.py: 0.024361s
Mbpp_392.py: 0.220997s
Mbpp_395.py: 0.003158s
Mbpp_405.py: 0.000194s
Mbpp_421.py: 0.032850s
Mbpp_424.py: 0.000756s
Mbpp_425.py: 0.003086s
Mbpp_433.py: 0.195181s
Mbpp_437.py: 0.338342s
Mbpp_446.py: 0.001214s
Mbpp_451.py: 0.005561s
Mbpp_456.py: 0.012841s
Mbpp_460.py: 0.001829s
Mbpp_474.py: 0.000186s
Mbpp_477.py: 0.000742s
Mbpp_563.py: 0.006957s
Mbpp_572.py: 0.937414s
Mbpp_578.py: 0.005206s
Mbpp_586.py: 0.000369s
Mbpp_587.py: 0.001274s
Mbpp_597.py: 0.022583s
Mbpp_604.py: 0.015830s
Mbpp_610.py: 0.026025s
Mbpp_611.py: 0.003438s
Mbpp_632.py: 0.002026s
Mbpp_633.py: 0.023282s
Mbpp_644.py: 0.008802s
Mbpp_720.py: 0.014861s
Mbpp_725.py: 0.050044s
Mbpp_740.py: 0.004742s
Mbpp_744.py: 0.148350s
Mbpp_750.py: 0.007810s
Mbpp_753.py: 0.084059s
Mbpp_754.py: 0.002600s
Mbpp_757.py: 63.961978s
Mbpp_758.py: 0.006111s
Mbpp_760.py: 0.000139s
Mbpp_764.py: 0.234312s
Mbpp_766.py: 0.257016s
Mbpp_775.py: 0.007446s
Mbpp_777.py: 0.006114s
Mbpp_781.py: 0.000409s
Mbpp_800.py: 0.006205s
Mbpp_805.py: 0.006307s
Mbpp_808.py: 0.004198s
