Mbpp_3.py: Kernel usage: 6.31%, CPU usage: 202.04%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_9.py: Kernel usage: 7.54%, CPU usage: 241.31%, CPU Runtime: 0.02s, Total Runtime: 0.01s
Mbpp_9.py: Kernel usage: 6.28%, CPU usage: 200.80%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_12.py: Kernel usage: 6.77%, CPU usage: 216.60%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_16.py: Kernel usage: 6.48%, CPU usage: 207.39%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_19.py: Kernel usage: 5.48%, CPU usage: 175.45%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_31.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 1.66s, Total Runtime: 0.83s
HumanEval_33.py: Kernel usage: 8.72%, CPU usage: 278.89%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_34.py: Kernel usage: 6.28%, CPU usage: 200.92%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_58.py: Kernel usage: 6.33%, CPU usage: 202.51%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_62.py: Kernel usage: 6.58%, CPU usage: 210.51%, CPU Runtime: 0.02s, Total Runtime: 0.01s
Mbpp_75.py: Kernel usage: 8.45%, CPU usage: 270.44%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_85.py: Kernel usage: 6.16%, CPU usage: 197.16%, CPU Runtime: 0.06s, Total Runtime: 0.03s
Mbpp_88.py: Kernel usage: 14.59%, CPU usage: 467.02%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_89.py: Kernel usage: 7.30%, CPU usage: 233.73%, CPU Runtime: 1.61s, Total Runtime: 0.69s
Mbpp_90.py: Kernel usage: 7.43%, CPU usage: 237.65%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_94.py: Kernel usage: 7.86%, CPU usage: 251.49%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_97.py: Kernel usage: 7.26%, CPU usage: 232.38%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_106.py: Kernel usage: 5.28%, CPU usage: 169.06%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_113.py: Kernel usage: 11.22%, CPU usage: 359.00%, CPU Runtime: 9.15s, Total Runtime: 2.55s
HumanEval_121.py: Kernel usage: 6.20%, CPU usage: 198.30%, CPU Runtime: 0.02s, Total Runtime: 0.01s
Mbpp_123.py: Kernel usage: 6.26%, CPU usage: 200.29%, CPU Runtime: 0.56s, Total Runtime: 0.28s
Mbpp_128.py: Kernel usage: 7.66%, CPU usage: 245.05%, CPU Runtime: 0.24s, Total Runtime: 0.10s
Mbpp_130.py: Kernel usage: 8.57%, CPU usage: 274.31%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_137.py: Kernel usage: 5.79%, CPU usage: 185.27%, CPU Runtime: 0.16s, Total Runtime: 0.08s
Mbpp_140.py: Kernel usage: 5.57%, CPU usage: 178.22%, CPU Runtime: 0.02s, Total Runtime: 0.01s
Mbpp_141.py: Kernel usage: 7.63%, CPU usage: 244.08%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_149.py: Kernel usage: 8.26%, CPU usage: 264.44%, CPU Runtime: 0.13s, Total Runtime: 0.05s
Mbpp_166.py: Kernel usage: 6.26%, CPU usage: 200.18%, CPU Runtime: 0.13s, Total Runtime: 0.07s
Mbpp_170.py: Kernel usage: 5.51%, CPU usage: 176.23%, CPU Runtime: 0.03s, Total Runtime: 0.02s
Mbpp_226.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 0.49s, Total Runtime: 0.25s
Mbpp_230.py: Kernel usage: 9.37%, CPU usage: 299.80%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_239.py: Kernel usage: 6.23%, CPU usage: 199.34%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_240.py: Kernel usage: 3.92%, CPU usage: 125.51%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_251.py: Kernel usage: 6.05%, CPU usage: 193.75%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_256.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 3.23s, Total Runtime: 1.62s
Mbpp_265.py: Kernel usage: 5.84%, CPU usage: 186.86%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_281.py: Kernel usage: 6.02%, CPU usage: 192.76%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_296.py: Kernel usage: 6.25%, CPU usage: 200.03%, CPU Runtime: 7.01s, Total Runtime: 3.51s
Mbpp_308.py: Kernel usage: 8.73%, CPU usage: 279.46%, CPU Runtime: 0.07s, Total Runtime: 0.02s
Mbpp_392.py: Kernel usage: 6.96%, CPU usage: 222.66%, CPU Runtime: 0.57s, Total Runtime: 0.26s
Mbpp_395.py: Kernel usage: 6.26%, CPU usage: 200.32%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_405.py: Kernel usage: 6.35%, CPU usage: 203.05%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_421.py: Kernel usage: 6.54%, CPU usage: 209.23%, CPU Runtime: 0.06s, Total Runtime: 0.03s
Mbpp_424.py: Kernel usage: 9.12%, CPU usage: 291.96%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_425.py: Kernel usage: 4.53%, CPU usage: 144.94%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_433.py: Kernel usage: 9.17%, CPU usage: 293.36%, CPU Runtime: 0.41s, Total Runtime: 0.14s
Mbpp_437.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 0.51s, Total Runtime: 0.26s
Mbpp_446.py: Kernel usage: 6.24%, CPU usage: 199.82%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_451.py: Kernel usage: 12.49%, CPU usage: 399.81%, CPU Runtime: 0.02s, Total Runtime: 0.01s
Mbpp_456.py: Kernel usage: 6.11%, CPU usage: 195.64%, CPU Runtime: 0.02s, Total Runtime: 0.01s
Mbpp_460.py: Kernel usage: 3.14%, CPU usage: 100.33%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_474.py: Kernel usage: 9.40%, CPU usage: 300.73%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_477.py: Kernel usage: 9.38%, CPU usage: 300.31%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_563.py: Kernel usage: 12.49%, CPU usage: 399.72%, CPU Runtime: 0.02s, Total Runtime: 0.00s
Mbpp_572.py: Kernel usage: 9.37%, CPU usage: 299.84%, CPU Runtime: 3.20s, Total Runtime: 1.07s
Mbpp_578.py: Kernel usage: 5.70%, CPU usage: 182.31%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_586.py: Kernel usage: 4.77%, CPU usage: 152.48%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_587.py: Kernel usage: 4.03%, CPU usage: 129.07%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_597.py: Kernel usage: 5.36%, CPU usage: 171.39%, CPU Runtime: 0.02s, Total Runtime: 0.01s
Mbpp_604.py: Kernel usage: 8.94%, CPU usage: 285.93%, CPU Runtime: 0.03s, Total Runtime: 0.01s
Mbpp_610.py: Kernel usage: 4.67%, CPU usage: 149.49%, CPU Runtime: 0.02s, Total Runtime: 0.01s
Mbpp_611.py: Kernel usage: 3.15%, CPU usage: 100.81%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_632.py: Kernel usage: 6.66%, CPU usage: 212.98%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_633.py: Kernel usage: 6.25%, CPU usage: 200.02%, CPU Runtime: 0.03s, Total Runtime: 0.02s
Mbpp_644.py: Kernel usage: 4.65%, CPU usage: 148.89%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_720.py: Kernel usage: 2.35%, CPU usage: 75.06%, CPU Runtime: 0.01s, Total Runtime: 0.01s
Mbpp_725.py: Kernel usage: 12.01%, CPU usage: 384.38%, CPU Runtime: 0.15s, Total Runtime: 0.04s
Mbpp_740.py: Kernel usage: 7.62%, CPU usage: 243.85%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_744.py: Kernel usage: 10.50%, CPU usage: 336.04%, CPU Runtime: 0.72s, Total Runtime: 0.21s
Mbpp_750.py: Kernel usage: 4.10%, CPU usage: 131.22%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_753.py: Kernel usage: 9.50%, CPU usage: 304.13%, CPU Runtime: 0.31s, Total Runtime: 0.10s
Mbpp_754.py: Kernel usage: 6.95%, CPU usage: 222.51%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_757.py: Kernel usage: 7.68%, CPU usage: 245.87%, CPU Runtime: 148.48s, Total Runtime: 60.39s
Mbpp_758.py: Kernel usage: 5.07%, CPU usage: 162.11%, CPU Runtime: 0.01s, Total Runtime: 0.01s
Mbpp_760.py: Kernel usage: 5.79%, CPU usage: 185.16%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_764.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 0.31s, Total Runtime: 0.15s
Mbpp_766.py: Kernel usage: 6.78%, CPU usage: 217.01%, CPU Runtime: 0.46s, Total Runtime: 0.21s
