Mbpp_3.py: Kernel usage: 6.31%, CPU usage: 202.02%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_9.py: Kernel usage: 7.53%, CPU usage: 240.97%, CPU Runtime: 0.02s, Total Runtime: 0.01s
Mbpp_9.py: Kernel usage: 6.28%, CPU usage: 200.85%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_12.py: Kernel usage: 6.79%, CPU usage: 217.29%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_16.py: Kernel usage: 6.47%, CPU usage: 207.06%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_19.py: Kernel usage: 5.49%, CPU usage: 175.58%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_31.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 1.58s, Total Runtime: 0.79s
HumanEval_33.py: Kernel usage: 8.66%, CPU usage: 277.14%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_34.py: Kernel usage: 6.23%, CPU usage: 199.35%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_58.py: Kernel usage: 6.32%, CPU usage: 202.33%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_62.py: Kernel usage: 6.22%, CPU usage: 199.15%, CPU Runtime: 0.03s, Total Runtime: 0.02s
Mbpp_75.py: Kernel usage: 8.37%, CPU usage: 267.87%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_85.py: Kernel usage: 6.08%, CPU usage: 194.52%, CPU Runtime: 0.04s, Total Runtime: 0.02s
Mbpp_88.py: Kernel usage: 14.60%, CPU usage: 467.19%, CPU Runtime: 0.01s, Total Runtime: 0.00s
HumanEval_89.py: Kernel usage: 7.29%, CPU usage: 233.27%, CPU Runtime: 1.71s, Total Runtime: 0.73s
Mbpp_90.py: Kernel usage: 7.38%, CPU usage: 236.31%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_94.py: Kernel usage: 7.83%, CPU usage: 250.58%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_97.py: Kernel usage: 7.29%, CPU usage: 233.30%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_106.py: Kernel usage: 5.29%, CPU usage: 169.12%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_113.py: Kernel usage: 11.25%, CPU usage: 359.88%, CPU Runtime: 8.82s, Total Runtime: 2.45s
HumanEval_121.py: Kernel usage: 6.21%, CPU usage: 198.60%, CPU Runtime: 0.02s, Total Runtime: 0.01s
Mbpp_123.py: Kernel usage: 6.26%, CPU usage: 200.27%, CPU Runtime: 0.59s, Total Runtime: 0.29s
Mbpp_128.py: Kernel usage: 7.67%, CPU usage: 245.31%, CPU Runtime: 0.24s, Total Runtime: 0.10s
Mbpp_130.py: Kernel usage: 8.60%, CPU usage: 275.30%, CPU Runtime: 0.01s, Total Runtime: 0.00s
Mbpp_137.py: Kernel usage: 5.82%, CPU usage: 186.10%, CPU Runtime: 0.15s, Total Runtime: 0.08s
Mbpp_140.py: Kernel usage: 5.58%, CPU usage: 178.41%, CPU Runtime: 0.02s, Total Runtime: 0.01s
Mbpp_141.py: Kernel usage: 7.61%, CPU usage: 243.57%, CPU Runtime: 0.00s, Total Runtime: 0.00s
HumanEval_149.py: Kernel usage: 8.30%, CPU usage: 265.67%, CPU Runtime: 0.13s, Total Runtime: 0.05s
Mbpp_166.py: Kernel usage: 6.26%, CPU usage: 200.17%, CPU Runtime: 0.14s, Total Runtime: 0.07s
Mbpp_170.py: Kernel usage: 5.55%, CPU usage: 177.68%, CPU Runtime: 0.03s, Total Runtime: 0.02s
Mbpp_226.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 0.49s, Total Runtime: 0.25s
Mbpp_230.py: Kernel usage: 9.36%, CPU usage: 299.59%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_239.py: Kernel usage: 6.23%, CPU usage: 199.39%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_240.py: Kernel usage: 3.91%, CPU usage: 125.17%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_251.py: Kernel usage: 6.06%, CPU usage: 194.06%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_256.py: Kernel usage: 6.25%, CPU usage: 200.00%, CPU Runtime: 3.27s, Total Runtime: 1.63s
Mbpp_265.py: Kernel usage: 5.86%, CPU usage: 187.45%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_281.py: Kernel usage: 6.03%, CPU usage: 192.87%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_296.py: Kernel usage: 6.25%, CPU usage: 200.03%, CPU Runtime: 7.19s, Total Runtime: 3.60s
Mbpp_308.py: Kernel usage: 8.72%, CPU usage: 278.99%, CPU Runtime: 0.06s, Total Runtime: 0.02s
Mbpp_392.py: Kernel usage: 6.96%, CPU usage: 222.58%, CPU Runtime: 0.54s, Total Runtime: 0.24s
Mbpp_395.py: Kernel usage: 6.26%, CPU usage: 200.27%, CPU Runtime: 0.00s, Total Runtime: 0.00s
Mbpp_405.py: Kernel usage: 6.34%, CPU usage: 202.98%, CPU Runtime: 0.00s, Total Runtime: 0.00s
